0.30342108,0.3503156,0.39802685,0.37227514,0.3904735,0.36597145,0.39533898
0.05304829,0.094455585,0.07378319,0.06810039,0.050813958,0.039450508,0.04859147
0.04741991,0.073404014,0.07871761,0.054578066,0.053941526,0.040146604,0.045001578
0.058966476,0.08633096,0.081567645,0.05385676,0.060030304,0.059170265,0.073102556
0.06032961,0.10725401,0.1688583,0.08269143,0.09208697,0.098706104,0.08331356
0.10021834,0.13504525,0.11856046,0.078319095,0.09887247,0.07826618,0.11330543
0.0707738,0.109370805,0.10349968,0.11093426,0.059763484,0.076415434,0.08352215
0.1108053,0.12914744,0.2571153,0.17478393,0.12341542,0.09987456,0.13594584
0.10676186,0.114113115,0.13686864,0.13487107,0.120048024,0.11534354,0.10348933
0.22615163,0.24486557,0.37042293,0.31523982,0.17247976,0.1346687,0.17988318
0.12088168,0.17548554,0.2575873,0.1812627,0.13735752,0.10617965,0.17149626
0.20836386,0.19884841,0.29281038,0.27341297,0.15251681,0.12945825,0.2200087
0.25528666,0.32871175,0.4013085,0.37619823,0.19667882,0.22856589,0.35998753
0.17190045,0.2520853,0.31081292,0.32210737,0.1245712,0.15476377,0.26073757
0.19376846,0.28567916,0.37920487,0.39627734,0.19522859,0.30057272,0.29124266
0.38432008,0.4375235,0.56424016,0.48016346,0.23197061,0.352494,0.44453123
0.27670884,0.34034836,0.37157375,0.36261988,0.15278232,0.30551758,0.34988788
0.1475637,0.16145696,0.17222565,0.195391,0.08894342,0.1565311,0.17390285
0.25952777,0.31946394,0.28596774,0.328379,0.21137236,0.25873923,0.38662216
0.19390091,0.2284668,0.19925365,0.23328917,0.13133349,0.1760761,0.23606841
0.2103306,0.29216012,0.25082952,0.294602,0.15221274,0.21093155,0.2805439
0.17500727,0.15741238,0.18454485,0.20646256,0.14956173,0.23965439,0.15699644
0.20331854,0.19267014,0.18812823,0.20007604,0.13754965,0.19934367,0.14804512
0.14207435,0.11919044,0.11659574,0.14413485,0.097474985,0.15262385,0.11959218
0.12687153,0.093039535,0.15353385,0.1833214,0.13785076,0.22808853,0.21316274
0.16492125,0.11404954,0.15620793,0.16572072,0.16738011,0.23768927,0.18011741
0.18051374,0.09810727,0.15755892,0.17253473,0.13729905,0.17996062,0.1559956
0.12440666,0.072320744,0.09196224,0.0924254,0.081495136,0.106075935,0.13476478
0.22227204,0.1326449,0.21191879,0.2033579,0.20688812,0.2665187,0.2591927
0.16080509,0.10599537,0.12705608,0.15990527,0.19451413,0.22181527,0.16756329
0.16866584,0.19091429,0.33822003,0.28004473,0.2676856,0.33040884,0.278297
0.2455722,0.19070268,0.28894952,0.28525212,0.19629304,0.24601391,0.27482897
