0.019009396,0.039634153,0.024971453,0.022033446,0.016560687,0.014182025,0.020630661
0.14791915,0.22047852,0.10589648,0.08901595,0.09244621,0.064444,0.117361054
0.015312526,0.021715695,0.018182933,0.011813002,0.01630732,0.00876964,0.012686151
0.018572044,0.032213088,0.017997935,0.022079179,0.01468826,0.012171721,0.016788041
0.029898731,0.03842896,0.031599578,0.035231408,0.018869698,0.025967697,0.05226741
0.36246815,0.4666214,0.2608509,0.24326204,0.18773228,0.12119332,0.17972037
0.053000614,0.08806211,0.049897835,0.03925316,0.022647003,0.015889876,0.019571872
0.016849477,0.012754836,0.013081047,0.018660353,0.015622425,0.015627177,0.022389097
0.014771751,0.021618344,0.012437599,0.013939587,0.008406028,0.00532413,0.0109596895
0.039692715,0.15116057,0.30001456,0.1533153,0.09774537,0.066894606,0.091337584
0.02872806,0.083893456,0.053426154,0.039287705,0.03431332,0.027198652,0.033017833
0.029328339,0.05190869,0.031343278,0.03406732,0.028597878,0.026380295,0.032697603
0.013287505,0.012324624,0.016963283,0.019877013,0.0048321616,0.0113280425,0.0143107185
0.004062726,0.013486394,0.017825682,0.022881826,0.009581175,0.010737927,0.00795945
0.01854599,0.015105559,0.038794957,0.012641106,0.02870296,0.0060995067,0.008622875
0.0012576276,0.013851664,0.014920013,0.020758143,0.011591779,0.0096406555,0.002487396
0.018000271,0.02859323,0.02791036,0.028944705,0.017151993,0.01059574,0.011423929
0.021345533,0.045302648,0.022565018,0.02594841,0.014985773,0.016470231,0.018719109
0.023476893,0.04296264,0.017513696,0.025301766,0.020362787,0.019060655,0.043025568
0.013383784,0.053898294,0.049028203,0.021788793,0.05311372,0.012069771,0.0114901895
0.008175163,0.027319966,0.009499959,0.029140111,0.008712697,0.010992317,0.008693699
0.0048398105,0.035710778,0.021865388,0.014118774,0.013302098,0.02769465,0.010537696
0.018745264,0.044869855,0.018936587,0.105115354,0.013676441,0.015098122,0.015253921
0.008557547,0.052358825,0.006955514,0.0047674575,0.0067972085,0.00414207,0.0025058202
0.07355758,0.08293012,0.07160758,0.059719387,0.03903804,0.057283334,0.062407013
0.07381226,0.09120181,0.07660655,0.11256627,0.05520663,0.08461036,0.09065654
0.05251583,0.07998647,0.06462295,0.044548873,0.026444081,0.025417645,0.03617798
0.017429473,0.031634614,0.021777425,0.025875656,0.020187281,0.026597295,0.024142196
0.20044908,0.5048386,0.52657086,0.47854003,0.46765772,0.31120807,0.26479432
0.1130213,0.25913084,0.20137483,0.18326724,0.11887986,0.09693352,0.10188446
0.061230544,0.17910862,0.15643027,0.15120643,0.072872624,0.04510373,0.052959647
0.17630017,0.1794735,0.05959325,0.070246585,0.06901296,0.05728971,0.15744707
