step,head_agreement
0,
1,0.27609676
2,0.23098056
3,0.19983023
4,0.25955197
5,0.16000938
6,0.14374755
7,0.091111735
8,0.14854774
9,0.22907487
10,0.10922131
11,0.1668364
12,0.100039236
13,0.32640976
14,0.18294732
15,0.14325242
16,0.27665168
17,0.1835741
18,0.26981968
19,0.14693023
20,0.29770082
21,0.21871087
22,0.26515493
23,0.20139953
24,0.3625456
25,0.17309259
26,0.19179624
27,0.15299754
28,0.13060568
29,0.19388884
30,0.22328539
31,0.18241522
32,0.23649004
33,0.24121936
34,0.26080924
35,0.33434114
36,0.25161368
37,0.33359042
38,0.30878907
39,0.26484236
40,0.21079586
41,0.3186741
42,0.410874
43,0.47423682
44,0.4516072
45,0.36060774
46,0.34512395
47,0.3148294
48,0.3255402
49,0.37415445
50,0.2096812
51,0.13748664
52,0.27779603
53,0.09129009
54,0.13800725
55,0.20346312
56,0.30092123
57,0.507722
58,0.24966384
59,0.08678599
60,0.08533362
61,0.18668023
62,0.11928434
63,0.15640046
64,0.13834906
65,0.23682117
66,0.20760283
67,0.33518508
68,0.18880145
69,0.26668036
70,0.26312298
71,0.29606974
72,0.3836559
73,0.35848585
74,0.419616
75,0.3323168
76,0.43348548
77,0.43086186
78,0.39952847
79,0.45937192
80,0.41035742
81,0.42679176
82,0.36753505
83,0.52180594
84,0.53457856
85,0.4123349
86,0.41291773
87,0.420391
88,0.4195532
89,0.4312239
90,0.49436775
91,0.45672363
92,0.42267072
93,0.4926154
94,0.46655232
95,0.46965942
96,0.4353533
97,0.40224716
98,0.33220977
99,0.4095798
100,0.41472438
101,0.4015044
102,0.3930174
103,0.3842449
104,0.42826337
105,0.26769546
106,0.18095845
107,0.2991787
108,0.14052656
109,0.27250844
110,0.36608297
111,0.38477442
112,0.15822671
113,0.26099887
114,0.28082153
115,0.32814312
116,0.4063368
117,0.32577115
118,0.4249178
119,0.33950162
120,0.3932106
121,0.43583083
122,0.44069326
123,0.42218632
124,0.42235848
125,0.43778095
126,0.414504
127,0.4599397
128,0.48593614
129,0.43748048
130,0.4423637
131,0.31256434
132,0.22824062
133,0.18140839
134,0.11528596
135,0.26832396
136,0.21110292
137,0.4017023
138,0.25948974
139,0.37322515
140,0.445221
141,0.45470798
142,0.422728
143,0.41656965
144,0.27160802
145,0.44404358
146,0.4282161
147,0.42843148
148,0.47808215
149,0.43238872
150,0.44954273
151,0.41608155
152,0.38845366
153,0.4070807
154,0.4156658
155,0.4363802
156,0.4315206
157,0.40135607
158,0.4558246
159,0.16097638
