step,token_id,decoded
1,1083,I
2,29510,'
3,29483,d
4,1115,be
5,5378,happy
6,1066,to
7,8050,explain
8,1040,the
9,2898,water
10,10829,cycle
11,1065,in
12,4356,simple
13,4239,terms
14,29576,!
15,1183,The
16,2898,water
17,10829,cycle
18,29493,","
19,1603,also
20,3419,known
21,1158,as
22,1040,the
23,25251,hyd
24,22836,rolog
25,1062,ic
26,10829,cycle
27,29493,","
28,1117,is
29,1032,a
30,13502,continuous
31,2527,process
32,1254,by
33,1458,which
34,2898,water
35,15860,circul
36,1770,ates
37,2212,between
38,1040,the
39,9367,Earth
40,29510,'
41,29481,s
42,1057,o
43,1126,ce
44,1277,ans
45,29493,","
46,14557,atmosphere
47,29493,","
48,1072,and
49,3301,land
50,29491,.
51,4771,Here
52,29510,'
53,29481,s
54,1032,a
55,4475,step
56,29501,-
57,2171,by
58,29501,-
59,8459,step
60,27755,breakdown
61,29515,:
62,781,"
"
63,781,"
"
64,29508,1
65,29491,.
66,6508,Ev
67,1145,ap
68,10758,oration
69,29515,:
70,1619,This
71,1117,is
72,1507,when
73,1040,the
74,5144,sun
75,1168,he
76,2217,ats
77,1350,up
78,1040,the
79,2898,water
80,1065,in
81,1040,the
82,1057,o
83,1126,ce
84,1277,ans
85,29493,","
86,1073,l
87,2361,akes
88,29493,","
89,1072,and
90,25350,rivers
91,29493,","
92,13866,causing
93,1146,it
94,1066,to
95,2295,turn
96,1546,into
97,2898,water
98,1131,v
99,20613,apor
100,1072,and
101,9186,rise
102,1546,into
103,1040,the
104,3191,air
105,29491,.
106,781,"
"
107,781,"
"
108,29518,2
109,29491,.
110,12652,Cond
111,1364,ens
112,1120,ation
113,29515,:
114,1904,As
115,1040,the
116,2898,water
117,1131,v
118,20613,apor
119,1176,r
120,4668,ises
121,29493,","
122,1146,it
123,5874,cool
124,29481,s
125,1072,and
126,2844,cond
127,5607,enses
128,1066,to
129,1989,form
130,17161,clouds
131,29491,.
132,781,"
"
133,781,"
"
134,29538,3
135,29491,.
136,29154,Prec
137,1276,ip
138,5942,itation
139,29515,:
140,2452,When
141,1040,the
142,2898,water
143,4251,dro
144,1560,ple
145,1842,ts
146,1065,in
147,1040,the
148,17161,clouds
149,3495,become
150,2136,too
151,6685,heavy
152,29493,","
153,1358,they
154,3717,fall
155,1620,back
156,1066,to
157,1040,the
158,9367,Earth
159,29510,'
160,29481,s
