0.02131821,0.033152126,0.021266323,0.024381418,0.05445446,0.022301938,0.06576954,0.024660662,0.016353384,0.055752236,0.030932609,0.03083313,0.02887357,0.040627904,0.045422368,0.023135843,0.051215682,0.027454844,0.022785218,0.03400147,0.035879873,0.03335852,0.017898524,0.038478058,0.017899288,0.02164404,0.01731541,0.020544956,0.012357675,0.028507046,0.021871047,0.011762181,0.018000957,0.032706697,0.015742697,0.016598927,0.026200438,0.015078602,0.011747143,0.014795064,0.02627059,0.013261061,0.022112247,0.017491033,0.01660722,0.0135226045,0.011621992,0.016938554,0.034064487,0.01616934,0.01844676,0.02108068,0.05786877,0.031078618,0.015778974,0.018508734,0.019057222
0.046404112,0.03719231,0.027339416,0.031092545,0.0324865,0.00761016,0.018269481,0.011430415,0.02511986,0.04008733,0.015041195,0.016005801,0.009612881,0.009446769,0.025627425,0.0075729676,0.010462137,0.009712175,0.0051781745,0.0066111693,0.0065963245,0.005831759,0.011520172,0.015156028,0.006212952,0.005494297,0.005721723,0.004363874,0.006792698,0.116838515,0.037631586,0.0192082,0.008076482,0.011285484,0.005373079,0.009281102,0.0070188516,0.003304908,0.012050866,0.006755101,0.008048978,0.010176666,0.0043477314,0.008459301,0.015518946,0.007833372,0.010297064,0.009465111,0.018879324,0.0053306604,0.008381566,0.005855339,0.029619763,0.012524506,0.007389204,0.011671507,0.08834481
0.040705673,0.05352642,0.04845392,0.039903816,0.043073785,0.030415233,0.06901059,0.057204146,0.068890244,0.07120266,0.038150843,0.04296531,0.03693549,0.030564548,0.096550114,0.034527063,0.054340098,0.04036055,0.029373094,0.031367164,0.023877108,0.023497693,0.02334849,0.026944641,0.028148802,0.025234884,0.021131665,0.015689395,0.015329086,0.10166262,0.07385951,0.038863584,0.036043946,0.05488932,0.030153526,0.029097779,0.02384045,0.01716301,0.05819869,0.010812044,0.022147685,0.017686667,0.030157458,0.018041525,0.01891118,0.008846446,0.013734071,0.016058685,0.019920383,0.017186107,0.023712866,0.018186292,0.03271776,0.016808478,0.019074177,0.03451262,0.07655225
0.08469215,0.029205637,0.03619173,0.04646732,0.041824497,0.007071708,0.0067939293,0.009048806,0.054536145,0.053539798,0.021375714,0.03550838,0.014417291,0.014355026,0.018907791,0.009134505,0.016899848,0.015720494,0.0066038505,0.010663532,0.0039009117,0.01174879,0.005755675,0.033857334,0.014536377,0.032554973,0.012896405,0.009633574,0.0046607037,0.04821167,0.058593158,0.04661009,0.022761226,0.034814127,0.013497635,0.018867528,0.015965762,0.0054077934,0.032268558,0.033568118,0.023102593,0.03150655,0.01869333,0.01653997,0.025995445,0.015449229,0.008277396,0.007087201,0.017225621,0.010845571,0.004779921,0.004173347,0.014803775,0.008347268,0.009237388,0.006458323,0.024647214
0.22910737,0.10304856,0.10410191,0.08343456,0.06191542,0.04378698,0.083829746,0.04940744,0.13504721,0.070610024,0.036708713,0.11624585,0.05289155,0.043665033,0.07065133,0.039020482,0.06179883,0.062383786,0.03607802,0.05262058,0.04264838,0.0311135,0.013790063,0.01673315,0.050513435,0.04611661,0.017958177,0.039179407,0.034543738,0.16527784,0.024577476,0.08029743,0.06709117,0.07350295,0.041949842,0.056455545,0.06101734,0.03835468,0.068089455,0.03704293,0.060732055,0.0403324,0.050509408,0.055668216,0.057968654,0.04054872,0.020803355,0.02125717,0.028143564,0.023613837,0.017608099,0.01704564,0.029304836,0.031203039,0.023490405,0.036366854,0.060332466
0.39855218,0.023880536,0.08171394,0.09220465,0.22163199,0.10491481,0.1963311,0.0652697,0.105787665,0.1096583,0.05611026,0.08718853,0.08815398,0.08335167,0.051398862,0.041189216,0.08258646,0.05950336,0.061400544,0.052880798,0.042657465,0.04706527,0.05402265,0.051605087,0.122557744,0.06777035,0.045823067,0.043343317,0.041734308,0.17235765,0.10820002,0.108173706,0.078394756,0.056601297,0.031899437,0.04385545,0.0536011,0.033023253,0.046979457,0.05049319,0.06864073,0.028570164,0.06201191,0.05244978,0.025468608,0.031880718,0.031391725,0.026904698,0.030182833,0.026032688,0.026250394,0.024121655,0.04255853,0.015321707,0.025814539,0.022667613,0.047731366
0.13633288,0.031647634,0.06712215,0.052194458,0.030433273,0.014123138,0.008254875,0.015319505,0.03693148,0.029191835,0.023758816,0.034491766,0.020551033,0.014145224,0.025601206,0.011714301,0.01220611,0.022228649,0.013123942,0.023304202,0.006362222,0.008704818,0.013984926,0.033810638,0.040358078,0.056789517,0.023770304,0.023821957,0.015715979,0.03368582,0.017673394,0.050924804,0.0698601,0.062667586,0.046452977,0.07432659,0.023252591,0.027946083,0.0341522,0.0347756,0.04393839,0.016364057,0.034370493,0.047462236,0.03650102,0.037831977,0.029302318,0.028678015,0.033810277,0.021958422,0.021022761,0.016403735,0.04204156,0.032021474,0.018762603,0.023578603,0.007829293
0.03703303,0.02187602,0.03691591,0.05450614,0.042703614,0.011314651,0.019882677,0.008700192,0.022323761,0.039832674,0.020044848,0.012831961,0.009487015,0.018964974,0.045020036,0.009857898,0.010945664,0.026144275,0.0038813995,0.005383821,0.0025664754,0.0063724266,0.0070727523,0.021374658,0.011458855,0.011838237,0.011615755,0.005659928,0.005902679,0.033669002,0.014629045,0.05022416,0.019294407,0.01723671,0.012303928,0.016663501,0.01240581,0.007321987,0.0145589225,0.015809586,0.024241846,0.028105538,0.00873556,0.013809105,0.01674773,0.0070598265,0.015542731,0.0060342243,0.005843565,0.007398441,0.010145353,0.0069739358,0.009297432,0.005237549,0.008413731,0.009334896,0.012374125
0.05653001,0.036794063,0.08326746,0.053896204,0.07114478,0.03266483,0.03581019,0.015744576,0.01642812,0.043783747,0.035284914,0.054982185,0.07291562,0.06963766,0.054830745,0.017311227,0.043908384,0.04840437,0.04135384,0.017400632,0.04270261,0.031105723,0.035613842,0.049808618,0.07017491,0.056240004,0.012898679,0.022107823,0.043520898,0.029148506,0.03454493,0.053843465,0.1313577,0.068715274,0.046456423,0.064303726,0.05538246,0.048225276,0.0333704,0.03708481,0.11377811,0.020775365,0.053628996,0.0619163,0.017724248,0.018095108,0.08367534,0.051275484,0.03863988,0.04689978,0.057797443,0.03765521,0.08725759,0.01766094,0.028358005,0.04861585,0.024583103
0.053521954,0.04798741,0.07844281,0.05893051,0.08956001,0.056500718,0.24388169,0.021685379,0.019361468,0.14845566,0.07376256,0.11136936,0.1619176,0.10042637,0.10623126,0.03864028,0.08983496,0.061969057,0.05535698,0.04953318,0.03465078,0.04010918,0.059146672,0.07419276,0.1293079,0.10164146,0.08224996,0.07447544,0.079484224,0.06707675,0.042761087,0.13436772,0.13532889,0.112655744,0.13107212,0.073304586,0.08368734,0.07416877,0.058783866,0.0730087,0.15931794,0.05966665,0.11090908,0.13432124,0.022568936,0.03679975,0.08834415,0.05940498,0.11844938,0.0950773,0.057890046,0.033854965,0.22159795,0.043724377,0.045827128,0.09326939,0.07513036
