step,token_id,decoded
1,3677,Some
2,8990,animals
3,1063,h
4,4626,iber
5,25902,nate
6,1158,as
7,1032,a
8,17624,survival
9,7981,strategy
10,2706,during
11,16006,seasons
12,1507,when
13,3655,food
14,1117,is
15,14124,scar
16,1126,ce
17,1210,or
18,18906,harsh
19,8854,weather
20,5099,conditions
21,1806,make
22,1146,it
23,4564,difficult
24,1066,to
25,2068,find
26,3655,food
27,29491,.
28,1150,H
29,4626,iber
30,29479,n
31,1120,ation
32,6744,allows
33,1474,them
34,1066,to
35,1147,con
36,8456,serve
37,4176,energy
38,1072,and
39,8411,reduce
40,1420,their
41,2192,met
42,1143,ab
43,8205,olic
44,5106,rate
45,29493,","
46,6652,thus
47,26533,extending
48,1420,their
49,6446,lif
50,1042,es
51,4188,pan
52,29491,.
53,1619,This
54,1117,is
55,7079,particularly
56,4066,common
57,4120,among
58,28222,mamm
59,1741,als
60,1505,like
61,25819,bears
62,29493,","
63,1055,b
64,2217,ats
65,29493,","
66,1072,and
67,4182,ground
68,29484,h
69,23758,ogs
70,29493,","
71,1158,as
72,1930,well
73,1158,as
74,1509,some
75,8495,bird
76,7786,species
77,1505,like
78,1040,the
79,4066,common
80,6134,poor
81,13953,will
82,29491,.
83,2,</s>
