step,entropy
0,
1,0.0024132058
2,0.5700481
3,0.00013026941
4,0.0053909584
5,1.1536086
6,0.00737733
7,1.0296583
8,0.5538701
9,1.0162323
10,1.2677574
11,0.9942892
12,0.08906548
13,0.5352684
14,0.035332628
15,3.116216e-05
16,0.35964373
17,2.264317
18,0.59853977
19,0.028136788
20,0.6642218
21,0.5415095
22,0.22193837
23,0.6159516
24,0.28430584
25,1.0374787
26,0.99012136
27,1.2426764
28,0.0003954059
29,0.00013584971
30,0.07666737
31,0.9799455
32,0.21971536
33,8.2373735e-05
34,0.47375336
35,0.00048005203
36,0.007803296
37,1.0650756
38,2.0616307
39,0.164763
40,0.34597263
41,0.41506425
42,0.00054457795
43,0.13387485
44,0.6521645
45,2.6600053
46,2.0188863
47,0.0048729153
48,1.016009
49,0.0108536035
50,0.00045101167
51,1.2724046
52,1.0700476
53,1.8099341
54,1.7848039
55,1.1104295
56,0.71003103
57,0.9930198
58,0.0002149779
59,0.97646815
60,0.029031135
61,0.68638283
62,1.779776
63,6.1806015e-05
64,0.0006720203
65,0.029206667
66,1.6295018
67,0.46355218
68,0.00048793814
69,0.064657986
70,0.6968891
71,1.8821502e-05
72,1.7966237e-05
73,0.6328486
74,1.6195627
75,0.033306804
76,1.1967151
77,0.7273072
78,2.0217628
79,0.39090806
80,0.004481658
81,0.72010994
82,2.0533242
