step,token_id,decoded
1,28735,S
2,3109,leep
3,349,is
4,7974,essential
5,354,for
6,264,a
7,6677,variety
8,302,of
9,6494,reasons
10,28723,.
11,661,It
12,5976,allows
13,574,your
14,2187,body
15,298,to
16,1846,rest
17,304,and
18,11701,repair
19,3837,itself
20,28725,","
21,304,and
22,378,it
23,7263,helps
24,298,to
25,22968,consolid
26,380,ate
27,12607,memories
28,304,and
29,4916,improve
30,5168,learning
31,28723,.
32,6213,During
33,4289,sleep
34,28725,","
35,574,your
36,6387,brain
37,4859,goes
38,1059,through
39,1581,different
40,15360,stages
41,28725,","
42,2490,including
43,3534,deep
44,4289,sleep
45,304,and
46,8421,rapid
47,5421,eye
48,6249,movement
49,325,(
50,896,RE
51,28755,M
52,28731,)
53,4289,sleep
54,28725,","
55,690,which
56,460,are
57,2278,important
58,354,for
59,25746,cognitive
60,908,function
61,304,and
62,7544,overall
63,2528,health
64,28723,.
65,2,</s>
