step,head_agreement
0,
1,0.25186455
2,0.35792306
3,0.28461623
4,0.34878027
5,0.37646112
6,0.48086038
7,0.33182582
8,0.43290034
9,0.38833424
10,0.29373395
11,0.3733991
12,0.41671845
13,0.24084081
14,0.40116018
15,0.51699877
16,0.4562472
17,0.42179424
18,0.4806459
19,0.49047717
20,0.38686436
21,0.3378443
22,0.39689812
23,0.41884515
24,0.4820603
25,0.56233066
26,0.47160688
27,0.4645578
28,0.4072911
29,0.461293
30,0.37735486
31,0.28310308
32,0.38695103
33,0.45601618
34,0.4687925
35,0.35439965
36,0.48463264
37,0.4296868
38,0.5013831
39,0.45642775
40,0.4614534
41,0.4293942
42,0.42685926
43,0.4906883
44,0.48034114
45,0.46280128
46,0.5459144
47,0.48372015
48,0.4574491
49,0.36100274
50,0.38335836
51,0.47404534
52,0.492787
53,0.44969407
54,0.41559288
55,0.40583646
56,0.4125783
57,0.46526507
58,0.44803765
59,0.4709023
60,0.42203128
61,0.44622108
62,0.4905628
63,0.43125612
64,0.29401934
