step,head_agreement
0,
1,0.24976483
2,0.23153462
3,0.1937013
4,0.21072246
5,0.28183123
6,0.26216084
7,0.1911791
8,0.2794439
9,0.2949799
10,0.32500672
11,0.24795504
12,0.25332028
13,0.24868377
14,0.26579636
15,0.28827453
16,0.22581266
17,0.2499112
18,0.29598334
19,0.2151359
20,0.2671277
21,0.2442225
22,0.27372962
23,0.24437095
24,0.26401362
25,0.27391398
26,0.25661954
27,0.22542861
28,0.23052894
29,0.25249335
30,0.2776143
31,0.28938305
32,0.26304153
33,0.21796468
34,0.23887935
35,0.13088222
36,0.21246764
37,0.21314304
38,0.2153598
39,0.24408859
40,0.26244485
41,0.32680258
42,0.2495388
43,0.21837339
44,0.25551647
45,0.23669897
46,0.17252362
47,0.2152004
48,0.21637677
49,0.24886344
50,0.2699773
51,0.19572185
52,0.21585426
53,0.21094933
54,0.20180199
55,0.21234836
56,0.1449073
57,0.18591948
58,0.16933359
59,0.19709085
60,0.1679393
61,0.09917445
62,0.1840488
63,0.19482416
64,0.25735888
65,0.2415625
66,0.23423406
67,0.27097332
68,0.19087675
69,0.19896756
70,0.21416467
71,0.15270694
72,0.1110305
73,0.19132921
74,0.12844647
75,0.1395998
