step,per_step_all,per_step_mid
0,0.09345914,0.09428194
1,0.08191836,0.07398515
2,0.08127524,0.08167901
3,0.103361495,0.107538335
4,0.075289495,0.07652594
5,0.0879527,0.08777793
6,0.09679766,0.10247766
7,0.11686309,0.12032151
8,0.086640224,0.08694664
9,0.08279862,0.08014791
10,0.09018691,0.08158426
11,0.07972834,0.07254992
12,0.07726976,0.07071834
13,0.06926034,0.060752045
14,0.06252002,0.060116574
15,0.06785123,0.06560162
16,0.06582568,0.06622775
17,0.067214064,0.06575939
18,0.100382075,0.098334074
19,0.053361673,0.045623902
20,0.06623616,0.06549618
21,0.07930651,0.07812136
22,0.097337104,0.10046918
23,0.07491458,0.07150419
24,0.073512144,0.06850788
25,0.07791168,0.06554766
26,0.068379804,0.059495136
27,0.08217158,0.080764435
28,0.069942065,0.069188625
29,0.07235314,0.06666643
30,0.06707252,0.059092566
31,0.06599945,0.059067212
32,0.0671756,0.064846024
33,0.0596462,0.05168792
34,0.063100785,0.062771864
35,0.07947635,0.07863998
36,0.105398856,0.09560795
37,0.07154502,0.06659679
38,0.07463736,0.07039619
39,0.06591155,0.05510129
40,0.06556412,0.06059729
41,0.06321032,0.05864267
42,0.064494334,0.0605604
43,0.06819103,0.06526608
44,0.09515684,0.098910645
45,0.07003092,0.068343066
46,0.072891384,0.06885095
47,0.080378175,0.073124416
48,0.06633708,0.06425239
49,0.07196428,0.07145715
50,0.07442761,0.07082327
51,0.1356688,0.15666771
52,0.0757883,0.078419656
53,0.07649207,0.07243503
54,0.068391345,0.053226527
55,0.061788104,0.04986491
56,0.061057974,0.05414557
57,0.06176055,0.05504261
58,0.0657368,0.05791781
59,0.060423166,0.050559238
60,0.06635878,0.06835509
61,0.08693767,0.088015646
62,0.11113478,0.11605959
63,0.077196404,0.07903672
64,0.08102374,0.07798619
65,0.10010154,0.10609942
66,0.068738155,0.059252854
67,0.071982905,0.068863325
68,0.07521328,0.07572913
69,0.068822,0.06902105
70,0.06683638,0.05905975
71,0.07120165,0.06769934
72,0.06559515,0.06390893
73,0.06771685,0.061355665
74,0.07828893,0.07486822
75,0.06697343,0.06323842
76,0.06620841,0.06517425
77,0.08365757,0.08487925
78,0.09667844,0.099589236
79,0.06909074,0.06633738
80,0.08414964,0.082057975
81,0.070552856,0.056311466
82,0.06787947,0.057216596
83,0.06266202,0.05640536
84,0.05733214,0.05301286
85,0.05583951,0.04790815
86,0.0540917,0.049501214
87,0.06299599,0.05585712
88,0.058861192,0.056719277
89,0.062351827,0.05445974
90,0.07205157,0.06950188
