k,cum_mean_std_all,cum_mean_std_mid
1,0.08757333,0.077661864
2,0.0794453,0.07306762
3,0.077603005,0.07387597
4,0.08172168,0.07877634
5,0.079061985,0.07549736
6,0.07694068,0.072562695
7,0.073585704,0.068183094
8,0.07041815,0.06531578
9,0.068819255,0.06340202
10,0.0750521,0.06920663
11,0.072080806,0.066190824
12,0.07058954,0.06515213
13,0.06987292,0.06463883
14,0.06896871,0.06377785
15,0.06790329,0.06276835
16,0.06643058,0.06141619
17,0.06533342,0.060294636
18,0.06516457,0.06037934
19,0.06594524,0.06132867
20,0.066400714,0.061751448
21,0.06574742,0.061206646
22,0.06543959,0.06080407
23,0.064945064,0.060300138
24,0.06437008,0.059765875
25,0.06368033,0.059234962
26,0.063209884,0.05862734
27,0.06293319,0.058303233
28,0.062313076,0.05773777
29,0.06192989,0.057325903
30,0.06162574,0.057122674
31,0.06132759,0.05682673
32,0.0610973,0.05668799
33,0.06086381,0.056491524
34,0.060451325,0.056147113
35,0.06003334,0.055632118
36,0.059949093,0.05564228
37,0.059928037,0.055682834
38,0.06010806,0.055753086
39,0.06004939,0.05574004
40,0.05981828,0.055477858
41,0.059646163,0.05529056
42,0.05970765,0.055384867
43,0.059651475,0.055453565
44,0.059489373,0.055260897
45,0.059393983,0.055251233
46,0.059140574,0.054971147
47,0.059200246,0.05517439
48,0.05997895,0.056164235
49,0.060387917,0.05658202
50,0.06040896,0.05662831
51,0.060313243,0.05651723
52,0.059949018,0.05609838
53,0.06140799,0.057745993
54,0.061303005,0.057734616
55,0.06123737,0.057724915
56,0.061041232,0.05749268
57,0.060899734,0.05739944
58,0.060790025,0.057360757
59,0.060651753,0.05723438
60,0.060492177,0.056992516
61,0.060349382,0.056862127
62,0.060148407,0.05665467
63,0.0599123,0.05645879
64,0.05971654,0.056273162
65,0.059368894,0.055862054
66,0.059187077,0.055700317
67,0.059006073,0.05551158
68,0.058713973,0.055205554
69,0.05837433,0.05483906
70,0.058268465,0.05479633
71,0.058108825,0.054642767
72,0.057880573,0.05433776
73,0.05760701,0.05403107
74,0.057307094,0.053705644
75,0.05735497,0.053863715
76,0.057546146,0.054173846
77,0.057649642,0.054354146
78,0.05781406,0.054544315
79,0.057893507,0.05461331
80,0.05780704,0.054506015
81,0.057662945,0.05432225
82,0.057464164,0.05408938
83,0.058146454,0.054669727
84,0.05816777,0.05477902
85,0.058124598,0.05476284
86,0.058114544,0.05479989
87,0.058069814,0.054789484
88,0.058007017,0.054731835
89,0.0578604,0.054546762
90,0.057842426,0.054567643
91,0.05817386,0.05505354
