step,per_step_all,per_step_mid
0,0.1307542,0.14218973
1,0.1347351,0.1432502
2,0.08818732,0.0798809
3,0.07045284,0.06422875
4,0.07697206,0.07302809
5,0.08097353,0.07603468
6,0.06785149,0.060130533
7,0.08078633,0.0780661
8,0.11638507,0.1286696
9,0.076196276,0.07459642
10,0.15574412,0.14700301
11,0.13467164,0.15276596
12,0.07372215,0.07075455
13,0.0907042,0.089973316
14,0.09471706,0.097441316
15,0.082298726,0.08243677
16,0.08758119,0.08503674
17,0.07748827,0.0748418
18,0.08718496,0.090304606
19,0.07781368,0.07487788
20,0.09151669,0.095795825
21,0.097049385,0.09356177
22,0.09827363,0.10165799
23,0.082775936,0.07975496
24,0.085575484,0.0846553
25,0.11068818,0.12398851
26,0.09602736,0.10099358
27,0.09959326,0.10270493
28,0.0898771,0.088918194
29,0.08564877,0.08683633
30,0.09762239,0.09869091
31,0.112342395,0.11547129
32,0.09837565,0.10009334
33,0.1066317,0.115554616
34,0.10927261,0.11921037
35,0.10124127,0.1024596
36,0.09881192,0.10629287
37,0.11256377,0.11775141
38,0.108375214,0.11550386
39,0.10601056,0.11829297
40,0.1046141,0.111757725
41,0.1073199,0.11162081
42,0.11242668,0.123732336
43,0.11966787,0.13202225
44,0.120370835,0.13287798
45,0.11551813,0.1277728
46,0.12833686,0.14041497
47,0.13113107,0.12816684
48,0.13009048,0.13641238
49,0.12179029,0.1315084
50,0.11891257,0.12980168
51,0.12683776,0.13585012
52,0.1200174,0.12771124
53,0.11499262,0.12123523
54,0.10989397,0.11441896
55,0.10745792,0.09826226
56,0.10456538,0.10980595
57,0.12609084,0.14164443
58,0.11454631,0.12100904
59,0.10681112,0.10799296
60,0.11007922,0.11673042
61,0.090583414,0.09392283
62,0.08636864,0.08768553
63,0.09210285,0.093064785
64,0.10505762,0.11273574
65,0.091586106,0.09434149
66,0.09173374,0.09557673
67,0.117062375,0.12589067
68,0.122613996,0.1282
69,0.100438274,0.105915755
70,0.102961205,0.11170356
71,0.12675273,0.14098157
72,0.13345385,0.1521408
73,0.12529118,0.1394781
74,0.13176678,0.14757219
75,0.14156605,0.15430675
76,0.13979967,0.15419482
77,0.114595026,0.12591033
78,0.13185565,0.15508245
79,0.12549445,0.14173248
80,0.12771106,0.13452877
81,0.13507105,0.14828368
82,0.13023642,0.14142431
83,0.119896665,0.13383406
84,0.118564986,0.13122845
85,0.11877934,0.13669166
86,0.12339922,0.13523401
87,0.14174846,0.16049959
88,0.1306012,0.13859953
89,0.12233426,0.1299179
90,0.12704116,0.13762973
91,0.107708074,0.11464946
92,0.12934396,0.12627459
93,0.07991721,0.07443329
94,0.118504345,0.13185473
95,0.1357123,0.14849414
96,0.14146584,0.15505074
97,0.14866161,0.16018936
98,0.15070993,0.17139038
99,0.11808394,0.12843348
100,0.11714594,0.13319206
101,0.09634812,0.10374422
102,0.12124384,0.13577831
103,0.11746432,0.12603988
104,0.11018013,0.11769155
105,0.11267018,0.12503262
106,0.103451766,0.10942705
107,0.110503644,0.113654226
108,0.11159047,0.12148053
109,0.10260557,0.10884083
110,0.10149702,0.10830076
111,0.10510083,0.10736134
112,0.100893945,0.10686307
113,0.10887751,0.11946139
114,0.11347144,0.12605856
115,0.120410405,0.1314518
116,0.11728523,0.12659095
117,0.10100592,0.10404644
118,0.096364215,0.096645094
119,0.084969796,0.08048033
120,0.08202271,0.080537885
121,0.07556333,0.07656199
122,0.084785685,0.086376004
123,0.08334464,0.07982905
124,0.08313114,0.08060707
125,0.11377295,0.115368076
126,0.1041256,0.1084755
127,0.100665696,0.1075884
128,0.10810161,0.10938286
129,0.112079084,0.12427597
130,0.12041687,0.13454941
131,0.12481176,0.13846098
132,0.12687752,0.14652793
133,0.12943493,0.14174522
134,0.11886872,0.13622679
135,0.11864389,0.13231444
136,0.11871923,0.13472855
137,0.120829955,0.13692121
138,0.11994836,0.13021156
139,0.12475573,0.13509083
140,0.11609671,0.1211876
141,0.104646906,0.111171894
142,0.114721425,0.11961626
143,0.11190729,0.116390534
144,0.09182253,0.090856224
145,0.10915782,0.12137994
146,0.07869716,0.07506226
147,0.10861531,0.11707516
148,0.080918625,0.07667803
149,0.09749027,0.10503686
150,0.10549963,0.10922316
151,0.08634887,0.08726137
152,0.09601089,0.10435296
153,0.09139928,0.09451007
154,0.10048593,0.10418012
155,0.104227215,0.10759294
156,0.09607629,0.10277998
157,0.10050601,0.10457921
158,0.08197526,0.07922347
159,0.08022749,0.08199073
