0.019111004,0.039133895,0.01928952,0.01824173,0.024227222,0.019713046,0.028231137,0.026645968,0.023097696,0.041754007,0.02319549,0.014021893,0.014893852,0.018259792,0.03211855,0.025835581,0.018373974,0.017962744,0.027756536,0.022899004,0.021694517,0.023105146,0.015418945,0.023432253,0.020123377,0.012101495,0.014448788,0.01280633,0.016271047,0.022733122,0.017305164,0.013526905,0.02020778
0.14599678,0.18555824,0.052857567,0.09025659,0.16808164,0.07206507,0.14757471,0.07631991,0.11713822,0.09314204,0.050831676,0.07444458,0.07846347,0.12972146,0.17336345,0.17013639,0.1388567,0.1525164,0.16610928,0.16351381,0.12378376,0.070328526,0.06829956,0.107994124,0.091590084,0.06757122,0.07852012,0.06914447,0.13033587,0.17058536,0.07506198,0.097237006,0.19548196
0.0153704155,0.022713717,0.017802829,0.009384149,0.016317809,0.008003209,0.012609196,0.017820694,0.0186021,0.02742702,0.018072903,0.014026276,0.013699009,0.011807287,0.016971339,0.016551724,0.01070696,0.009946049,0.0147617115,0.018653851,0.008744195,0.009343572,0.014118816,0.011123221,0.013981101,0.011026543,0.0058487076,0.010054116,0.00935409,0.012261681,0.009423717,0.010811663,0.010379387
0.019654125,0.027233634,0.019343326,0.016288823,0.017447699,0.01755025,0.013797337,0.014046118,0.014949153,0.030408612,0.026443675,0.018227123,0.021091582,0.017091123,0.020835942,0.021529179,0.016120909,0.022504093,0.031742953,0.025045238,0.01674296,0.018915337,0.027549839,0.015226753,0.015118545,0.028051544,0.022692757,0.01781203,0.015618408,0.017061135,0.014955561,0.014936771,0.021061359
0.028476825,0.037328906,0.030029783,0.036730632,0.035084516,0.03196233,0.039910227,0.023852829,0.04563038,0.055770427,0.04133241,0.021571634,0.032325733,0.03506807,0.030720735,0.037519842,0.026615858,0.03552588,0.045135494,0.03525368,0.04650607,0.036353778,0.029587466,0.031431913,0.0183349,0.028062705,0.027453924,0.027945582,0.0336998,0.029475208,0.020715298,0.026270175,0.06735445
0.3274103,0.44185194,0.22891748,0.23509583,0.21722777,0.11722479,0.1787764,0.17125034,0.12827371,0.13051485,0.14164199,0.102850705,0.116571575,0.11538089,0.20860706,0.14021225,0.16450049,0.14276098,0.20052332,0.1679247,0.1080361,0.17064723,0.12751894,0.08462334,0.10539205,0.104750395,0.07219894,0.0879617,0.10609269,0.18074894,0.10772795,0.098748,0.16204616
0.035159472,0.08048208,0.043114055,0.02853866,0.02689835,0.019074708,0.017595321,0.023152443,0.012660733,0.019576961,0.024254402,0.022998387,0.026928013,0.02188583,0.019895911,0.016035507,0.027729152,0.03039621,0.044896062,0.037110638,0.032909118,0.039192718,0.032349374,0.018691251,0.014442192,0.01737069,0.022828322,0.024004187,0.025347728,0.026929744,0.021480445,0.022573313,0.05710954
0.015136655,0.014678059,0.016206963,0.0147568565,0.016855448,0.014291519,0.02298018,0.019872358,0.030486912,0.036112428,0.024431184,0.01648433,0.026378406,0.023815155,0.021698173,0.018364647,0.01921361,0.028622875,0.053726714,0.03305347,0.036386054,0.028955463,0.019751288,0.02020431,0.017956218,0.016687196,0.018411001,0.02474321,0.027717913,0.028749013,0.018523375,0.019699465,0.043961734
0.0133064985,0.01692061,0.020855468,0.0109651,0.013958596,0.011530646,0.007597007,0.01017668,0.0097400015,0.015102531,0.01765703,0.015315922,0.009955848,0.0069339667,0.00974724,0.020400025,0.009446867,0.013414051,0.01320623,0.020793425,0.011102285,0.010838964,0.024529837,0.008748558,0.012283663,0.012779008,0.018484479,0.009029899,0.007853993,0.012488157,0.012753179,0.014770832,0.014753584
0.035197563,0.1998322,0.17743737,0.10826979,0.13818137,0.13028632,0.094899885,0.08913309,0.11263341,0.11819746,0.069583066,0.10742902,0.08382426,0.074994646,0.1189623,0.10969277,0.13197717,0.076773934,0.18702735,0.15073374,0.06423368,0.07923701,0.14383133,0.108047836,0.12613955,0.12545483,0.12977429,0.07031552,0.07197002,0.09266314,0.09463226,0.102857895,0.07484555
