0.16305025,0.21260023,0.19752866,0.18499276,0.19874479,0.15720946,0.14381635,0.20329192,0.29857537,0.13308342,0.17702672,0.1981328,0.13908195,0.15959321,0.17783901,0.34535897,0.13013297,0.17752536,0.22267845,0.18177119,0.1976613,0.15604894,0.2255516,0.26534912,0.25115174,0.11445641,0.1212643,0.23244154,0.25931108,0.32356772,0.26089457,0.2370085,0.17631413,0.11781927,0.22250521,0.19660437,0.15493746,0.17952476,0.1392105,0.13216193,0.15589386,0.35138342,0.2908867,0.22857167,0.14861293,0.14416943,0.13256246,0.3207451,0.3541149,0.20592985,0.26004636,0.25050563,0.13563243,0.26917383,0.21162061,0.18637133,0.3407685,0.105482474,0.34397686,0.28046843,0.24803814,0.17378767,0.20669751,0.29670802,0.25462788,0.1384963,0.121663935
0.0939525,0.07361294,0.17034294,0.1718514,0.16176802,0.15251523,0.14443071,0.16633946,0.15619966,0.13613081,0.142958,0.14796557,0.14241888,0.13385849,0.15368515,0.1621893,0.15407301,0.14192128,0.13619116,0.15210457,0.14370458,0.1401462,0.14990276,0.14669283,0.14306706,0.13777044,0.10982746,0.13366744,0.15965322,0.15799323,0.13194433,0.15268768,0.14825366,0.14035115,0.14100455,0.16114363,0.1213071,0.14704847,0.14397182,0.13907503,0.122274145,0.15113114,0.15381032,0.12790008,0.12794411,0.15235475,0.1102351,0.14915538,0.13046016,0.15640104,0.15412486,0.14391097,0.11679762,0.1572968,0.14417818,0.1335799,0.12413627,0.13131018,0.15559882,0.1416791,0.16534495,0.14907883,0.14241932,0.14400865,0.1530389,0.1384654,0.11219783
0.12905113,0.14841801,0.15430419,0.13656804,0.17967287,0.14315443,0.1278374,0.15477513,0.18108235,0.1450411,0.14986317,0.14339752,0.12785959,0.14424323,0.15504457,0.34956136,0.14954972,0.14200626,0.14360671,0.15351006,0.12525839,0.13474739,0.14604667,0.14422752,0.13928635,0.12359524,0.10103075,0.14486435,0.19695276,0.13310528,0.12850635,0.13626206,0.1240987,0.12559807,0.13826644,0.14138764,0.1307993,0.15709232,0.14489147,0.14277788,0.133113,0.15978816,0.1335996,0.13175914,0.13788472,0.12848346,0.11385962,0.14589718,0.12820916,0.1443942,0.156359,0.13697353,0.1428716,0.15283515,0.13268578,0.12620507,0.14695713,0.12294837,0.15658826,0.14037284,0.1457897,0.13197412,0.13420086,0.15892383,0.13562223,0.12975469,0.108692035
0.13885614,0.16058016,0.16168584,0.16687445,0.18012147,0.133907,0.13998778,0.2009973,0.3409531,0.13690095,0.16001517,0.17559697,0.13239716,0.18717015,0.18895832,0.24313015,0.16188312,0.17666382,0.26164582,0.19134426,0.15603763,0.14462008,0.18979925,0.23249424,0.22687773,0.120722,0.12134243,0.18296744,0.27491775,0.19454105,0.21411037,0.15099119,0.15061674,0.12516274,0.18357249,0.1562886,0.16190514,0.16273463,0.13828424,0.14050798,0.1555377,0.23652466,0.17011674,0.21390761,0.13044001,0.14190736,0.12173996,0.22060049,0.24789743,0.1920151,0.21265107,0.26656854,0.15069059,0.17218238,0.16796474,0.20213307,0.27332065,0.11616114,0.20755391,0.18568899,0.16645858,0.17067827,0.18354286,0.22081102,0.18420534,0.16061087,0.12253901
0.1437544,0.1515127,0.18749315,0.16860858,0.17674516,0.14082874,0.13734187,0.15728164,0.21429007,0.15651903,0.15099265,0.15196015,0.163248,0.14470752,0.17886052,0.1860963,0.13374078,0.1303838,0.14563414,0.16086134,0.14870277,0.15396374,0.14895496,0.16657154,0.16830611,0.16057077,0.14383683,0.176679,0.2727232,0.16059804,0.15875927,0.14139266,0.13240868,0.13800912,0.14278707,0.15207234,0.1391881,0.18788491,0.15161742,0.13332541,0.14778547,0.15029661,0.15252607,0.1502583,0.15168431,0.13578038,0.14541689,0.16241378,0.15766448,0.16772296,0.17833425,0.15195033,0.1417892,0.15745543,0.15176208,0.1576664,0.1537917,0.15166011,0.15295392,0.14331432,0.1479036,0.15273647,0.15010732,0.16664873,0.15051404,0.13235894,0.14001434
0.12625416,0.14447676,0.2273671,0.1467528,0.2056991,0.15227313,0.1441093,0.15781519,0.19384651,0.16839361,0.14285108,0.14938135,0.1464256,0.14013506,0.19648822,0.20861033,0.17550898,0.13392508,0.14447296,0.19667265,0.15778723,0.13039196,0.14738543,0.13809593,0.1687992,0.16674349,0.12069879,0.16653353,0.27358902,0.1759796,0.16162346,0.15741609,0.13327886,0.15778586,0.13748324,0.18121663,0.12696129,0.16685438,0.15156803,0.13303158,0.122738294,0.13428366,0.14798254,0.14947304,0.15599555,0.14341685,0.12770401,0.14688075,0.15105964,0.14478411,0.1403853,0.14884415,0.15024659,0.18189164,0.16128175,0.12962024,0.14674902,0.15427536,0.18075296,0.15996675,0.15381637,0.1506598,0.13030764,0.16171974,0.16583297,0.15464127,0.120830856
0.12346608,0.14139791,0.15515569,0.17519149,0.19760051,0.11315838,0.13171588,0.17850232,0.19749883,0.15207513,0.16208853,0.16242547,0.14980318,0.15071093,0.15283588,0.19368392,0.13332145,0.161765,0.15759066,0.1759344,0.124511875,0.13601287,0.16060372,0.13993172,0.17682467,0.12905021,0.116577476,0.16629644,0.24265887,0.17641532,0.1655815,0.16112497,0.14087605,0.12750934,0.14706595,0.15470576,0.1311182,0.16340373,0.14615028,0.1396132,0.12770675,0.1304916,0.17672636,0.16080588,0.1238082,0.13503937,0.119632386,0.13968669,0.15682353,0.16118823,0.16349195,0.19403712,0.17315121,0.20027387,0.14963946,0.14324819,0.13983613,0.123139605,0.17459074,0.15090677,0.14300238,0.12268496,0.14548711,0.18655616,0.14894703,0.15123345,0.115973234
0.10982302,0.12827545,0.16422473,0.13993298,0.15939437,0.13947313,0.13109133,0.1407711,0.16339579,0.12503609,0.13355698,0.14091341,0.13190775,0.13342498,0.1400715,0.21555327,0.12751201,0.12262383,0.12630561,0.13796844,0.11060408,0.14504543,0.12525482,0.13343169,0.1632387,0.13193797,0.12121046,0.16143647,0.20562954,0.1409855,0.13456474,0.12749778,0.12652673,0.119444996,0.12663631,0.14904273,0.12525257,0.13228902,0.1313406,0.13182978,0.1355902,0.12561408,0.13254407,0.12842539,0.11962825,0.12190313,0.124580115,0.14162035,0.12765257,0.13300782,0.13963668,0.13800517,0.11507385,0.13477534,0.12690265,0.13611513,0.14027524,0.13464773,0.15124378,0.13686574,0.12982136,0.12573312,0.12214899,0.12470578,0.11767351,0.124996535,0.12183968
0.12007071,0.1371191,0.26374912,0.16163953,0.33375636,0.19000311,0.19381438,0.20354597,0.19053234,0.17292365,0.19923453,0.16583538,0.18088366,0.17428704,0.18665458,0.3216064,0.16724639,0.17931512,0.17594767,0.24018352,0.17469032,0.16630402,0.12755564,0.14294884,0.17557538,0.17681544,0.13723731,0.20324606,0.2800757,0.1515135,0.15711987,0.15703334,0.1667938,0.18223369,0.17278472,0.17858416,0.16033341,0.1774328,0.15489855,0.16483386,0.1522897,0.14038895,0.14368641,0.13779052,0.16975561,0.14134686,0.14265952,0.14243063,0.12914288,0.1436798,0.15318513,0.1791981,0.16351962,0.17389375,0.17689982,0.13621274,0.14048141,0.1611198,0.16375393,0.14728105,0.14516306,0.13622695,0.14034066,0.14488257,0.1431779,0.1377075,0.12486942
0.1034721,0.12991585,0.15293081,0.14099136,0.1535515,0.14284404,0.14416523,0.15762019,0.16006233,0.14379568,0.15828308,0.15153526,0.14112562,0.14574003,0.14477046,0.15294759,0.14732918,0.15476614,0.14992441,0.1415835,0.14428495,0.14648728,0.14609878,0.14826411,0.14435565,0.12663294,0.13391934,0.1265994,0.14395653,0.15076324,0.13869506,0.14820041,0.13994324,0.14009684,0.14634092,0.14972186,0.12447043,0.1352648,0.13762958,0.13753833,0.15037,0.1456134,0.13895886,0.12764713,0.12613298,0.13759209,0.13345613,0.1253992,0.12536882,0.1338098,0.13957268,0.13994224,0.1177823,0.15921608,0.14076588,0.13628528,0.12782767,0.1257773,0.15371494,0.13516186,0.14482501,0.14480335,0.13769363,0.13485567,0.14210187,0.1359616,0.13498576
