step,per_step_all,per_step_mid
0,0.1321136,0.14367439
1,0.10230281,0.0991433
2,0.08568357,0.0783102
3,0.11738782,0.12554775
4,0.08723755,0.08869123
5,0.09462862,0.09354872
6,0.08912223,0.08192284
7,0.08584517,0.080426425
8,0.1596759,0.15109466
9,0.08936671,0.08646443
10,0.09275296,0.09716346
11,0.10263125,0.108477734
12,0.10058412,0.100381725
13,0.0966101,0.09640579
14,0.0998283,0.10228396
15,0.103602566,0.109593846
16,0.119043365,0.13032709
17,0.12907834,0.14368126
18,0.12785767,0.14611003
19,0.12597983,0.13912545
20,0.11590825,0.12419133
21,0.113839254,0.12532523
22,0.10887349,0.11807177
23,0.113961436,0.119266294
24,0.112668775,0.12265191
25,0.10507614,0.10856312
26,0.100408666,0.106883235
27,0.103235886,0.102108404
28,0.12750828,0.1276663
29,0.10581076,0.10614944
30,0.09992839,0.10208876
31,0.12788562,0.13674846
32,0.12483274,0.13498375
33,0.1295459,0.14528053
34,0.13381232,0.14664154
35,0.1252689,0.13874497
36,0.12087951,0.13391249
37,0.11354455,0.12392629
38,0.11568846,0.12681656
39,0.13188006,0.14270015
40,0.13037208,0.14549257
41,0.1315523,0.15115596
42,0.12887824,0.1410171
43,0.12038761,0.1265258
44,0.13154799,0.14081973
45,0.11583382,0.12485595
46,0.10280307,0.10876765
47,0.11706365,0.12668638
48,0.1254219,0.13872828
49,0.122181125,0.13522759
50,0.113040075,0.12529635
51,0.09272455,0.093890004
52,0.0785728,0.068874925
53,0.08244318,0.07655987
54,0.09196818,0.09666352
55,0.11683901,0.12650017
56,0.11241835,0.11885886
57,0.095917575,0.096968934
58,0.093071274,0.093877584
59,0.0881142,0.092312954
60,0.077297665,0.07879669
61,0.11412117,0.11370272
62,0.09545338,0.0972071
63,0.08445889,0.0815668
64,0.0881188,0.09173941
65,0.12335254,0.14120494
66,0.08732097,0.08571278
67,0.099695966,0.08543198
68,0.10891934,0.11803484
69,0.07574696,0.07313127
70,0.08558643,0.086453
71,0.08350826,0.07883349
72,0.08120814,0.079986215
73,0.09422023,0.095515974
74,0.0845936,0.08556464
75,0.0789173,0.08161814
76,0.083080694,0.08509379
77,0.07630396,0.07941203
78,0.082071684,0.087748945
79,0.0807562,0.08108658
80,0.07433563,0.074057244
81,0.068824306,0.06652092
82,0.06759514,0.060983267
83,0.063831,0.059298303
84,0.06690111,0.06446444
85,0.07591797,0.078205995
86,0.0829457,0.08242583
87,0.07173767,0.0696053
88,0.067586176,0.0655264
89,0.06891583,0.065637946
90,0.0715822,0.07074711
91,0.07706271,0.07882383
92,0.113002114,0.123505145
93,0.12648405,0.13757752
94,0.13575721,0.15451442
95,0.07461355,0.066946246
96,0.06718972,0.060892984
97,0.16988312,0.17062932
98,0.07438812,0.07122152
99,0.07340971,0.073069185
100,0.07718103,0.07534438
101,0.07162889,0.06878084
102,0.077605195,0.075958945
103,0.072012454,0.06696577
104,0.0713635,0.06773023
105,0.07362404,0.06788149
106,0.06753192,0.06675608
107,0.0653331,0.05840987
108,0.06830511,0.061507657
109,0.075440764,0.06258427
110,0.081198335,0.08214771
111,0.1297258,0.15174021
