0.1053321,0.08748014,0.09829979,0.09701322,0.09038483,0.09692753,0.088885084,0.085642494,0.09238111,0.08194383,0.0717276,0.100515224,0.11733844,0.10673078,0.08705651,0.07366358,0.095418185,0.06410062,0.08171559,0.06988257,0.056238007,0.08344332,0.08272339,0.06357367
0.14703348,0.11862662,0.10321252,0.10356347,0.100452326,0.106239155,0.09534762,0.100623064,0.09137817,0.12077497,0.10667726,0.091601044,0.07873222,0.086065404,0.07955813,0.07274448,0.09109339,0.16016111,0.13017169,0.11581182,0.130821,0.10115368,0.12447901,0.15312491
0.18911575,0.090416275,0.12570123,0.10544006,0.10409891,0.0965288,0.082779825,0.12806678,0.10162512,0.11983249,0.11428446,0.117750145,0.09538623,0.0860401,0.10384369,0.09063267,0.117983,0.08961521,0.11504348,0.12635367,0.09657636,0.10406577,0.15546282,0.21951726
0.11640566,0.08321656,0.0985843,0.091900915,0.09533116,0.083023235,0.07157605,0.07921306,0.0852994,0.09930673,0.07254211,0.07837197,0.13394907,0.10513411,0.080276236,0.068097375,0.051249456,0.072570615,0.07833831,0.07186614,0.09352062,0.08588147,0.11731234,0.13794683
0.42016566,0.6916058,0.4519164,0.41217503,0.27553076,0.41317242,0.2859731,0.42937776,0.40434617,0.562422,0.7098194,0.7079618,0.13717037,0.25402996,0.9645321,0.65966046,0.22070074,0.54302984,0.8512382,0.4755571,0.4643386,0.5151178,0.39092034,0.41537023
0.11735877,0.3289942,0.4047642,0.27163392,0.14705819,0.13827324,0.14054847,0.19864532,0.16314834,0.20343882,0.20711021,0.24308902,0.10745795,0.20247015,0.45553657,0.3418138,0.5362584,0.3785301,0.6003497,0.45373192,0.20215668,0.21723728,0.33644152,0.20892525
0.2714,0.23149292,0.32567623,0.20549676,0.18621738,0.14875251,0.17625837,0.15803528,0.14564154,0.23518634,0.24360397,0.28913787,0.1387703,0.4795931,0.41896176,0.2676687,0.24803534,0.24010488,0.2815321,0.22702011,0.25826314,0.28333798,0.22113569,0.31123322
0.18628539,0.17295784,0.16155414,0.19635926,0.1513745,0.15986827,0.14934783,0.10246382,0.14329152,0.11374924,0.115232475,0.11659526,0.10533976,0.23507828,0.15608524,0.13039823,0.16838422,0.1263613,0.13735625,0.14388242,0.14079502,0.17102803,0.10671018,0.14443225
0.20490402,0.088535555,0.12144689,0.09388665,0.107123904,0.14230865,0.086423144,0.10223401,0.172386,0.100592166,0.09997611,0.091981374,0.09992502,0.116210125,0.11588877,0.096245416,0.13332602,0.09260112,0.089009054,0.09887715,0.07735067,0.14166293,0.17138976,0.21677123
0.13121666,0.098375395,0.1291466,0.14613855,0.12033565,0.10210383,0.0773764,0.113913886,0.07969389,0.10174462,0.087621845,0.13705184,0.11422329,0.1321514,0.12424123,0.100684874,0.06963059,0.07863912,0.09193413,0.10906599,0.13161597,0.09520342,0.11163053,0.12375031
0.100054614,0.07561427,0.06051108,0.07459963,0.08806603,0.07701001,0.08131411,0.11531359,0.08460379,0.046169393,0.046055086,0.07656918,0.14995362,0.10107691,0.09197534,0.080666564,0.11305598,0.07351863,0.060160708,0.074243635,0.060901023,0.06978207,0.054184794,0.08710607
0.102601714,0.05915574,0.048435114,0.06569912,0.07212484,0.053500585,0.06401781,0.07257708,0.060362633,0.07608719,0.05597261,0.08103992,0.0866443,0.08776791,0.07863827,0.068714395,0.122924685,0.07005344,0.08533853,0.080768764,0.07397085,0.055031683,0.07156785,0.09617239
