step,entropy
0,
1,0.055366896
2,0.06506029
3,0.07583216
4,0.9015058
5,0.72701645
6,1.2945366
7,0.00042446697
8,0.014900919
9,0.401174
10,7.380638e-05
11,1.3940005
12,1.055082
13,0.10001212
14,1.0216842
15,1.0186818
16,3.2019486
17,0.6162821
18,0.70686126
19,0.38100755
20,1.1968248
21,0.4043473
22,1.4865384
23,0.092679776
24,0.31622976
25,0.97730994
26,0.75872123
27,0.02350071
28,0.09484171
29,2.2892017
30,0.27110294
31,0.0023536994
32,0.43348506
33,1.428887
34,2.4780431e-05
35,1.2691215
36,0.64237297
37,0.0024618765
38,0.2179254
39,2.2282176
40,0.7625942
41,0.47188547
42,2.8675113
43,0.25276595
44,1.0792298
45,0.002053836
46,0.00089288485
47,0.34036294
48,1.2615106
49,1.6761372
50,2.558242
51,1.8890758
52,0.00093740225
53,2.7518053
54,0.0015397817
55,0.4534258
56,1.0526713
57,0.011484482
58,0.0012488312
59,0.034612495
60,1.3679085
61,0.14790533
62,0.5480503
63,0.05911551
64,1.4560003
