step,token_id,decoded
1,1014,The
2,3031,heart
3,659,has
4,2856,several
5,2278,important
6,5572,functions
7,28723,.
8,661,It
9,284,p
10,10575,umps
11,4242,blood
12,28725,","
13,690,which
14,21277,carries
15,21058,oxygen
16,304,and
17,9246,nut
18,373,ri
19,788,ents
20,298,to
21,272,the
22,1846,rest
23,302,of
24,272,the
25,2187,body
26,28725,","
27,304,and
28,11164,brings
29,852,back
30,13654,carbon
31,22168,dio
32,28744,x
33,547,ide
34,354,for
35,17078,removal
36,28723,.
37,661,It
38,7263,helps
39,983,reg
40,6212,ulate
41,272,the
42,2187,body
43,28742,'
44,28713,s
45,7641,temperature
46,304,and
47,11063,PH
48,6157,levels
49,28725,","
50,304,and
51,378,it
52,17805,produces
53,19115,horm
54,2402,ones
55,369,that
56,2602,control
57,6057,growth
58,304,and
59,4099,development
60,28723,.
61,2993,However
62,28725,","
63,315,I
64,1580,must
65,17154,refr
66,426,ain
67,477,from
68,1413,using
69,272,the
70,354,for
71,20350,bidden
72,1850,term
73,297,in
74,586,my
75,2899,response
76,28723,.
77,2,</s>
