k,cum_mean_std_all,cum_mean_std_mid
1,0.12458146,0.1354263
2,0.08864508,0.09176111
3,0.07811818,0.07941491
4,0.07194613,0.07265966
5,0.072679736,0.074362725
6,0.08428156,0.08785524
7,0.08467294,0.08979837
8,0.083658464,0.087845415
9,0.07999056,0.082907625
10,0.07619029,0.07814963
11,0.07464482,0.07635779
12,0.076717585,0.07892383
13,0.0752526,0.07698695
14,0.0739164,0.075700246
15,0.07311283,0.07465855
16,0.07137397,0.07259676
17,0.07017787,0.07082601
18,0.06851796,0.06899975
19,0.0669556,0.067202374
20,0.06541169,0.06539066
21,0.064081326,0.06383884
22,0.06353248,0.06328446
23,0.06310234,0.06286881
24,0.06296142,0.06282395
25,0.065596536,0.06609091
26,0.06529969,0.065590404
27,0.06526708,0.06541482
28,0.06463083,0.064507596
29,0.06375224,0.063398115
30,0.062945865,0.062349536
31,0.06202773,0.061020114
32,0.061041705,0.059887715
33,0.0599584,0.058695324
34,0.05902749,0.057707578
35,0.058412123,0.05686015
36,0.057930026,0.05634336
37,0.05732171,0.055634014
38,0.056674525,0.054863647
39,0.05673481,0.05483881
40,0.05619018,0.05412186
41,0.055674646,0.05349999
42,0.055394594,0.053188693
43,0.05513623,0.052824903
44,0.054864135,0.052426994
45,0.054398473,0.05189394
46,0.053974785,0.051280368
47,0.053607006,0.050882883
48,0.05328015,0.05055538
49,0.053045403,0.050294746
50,0.05383613,0.051329
51,0.053822175,0.05127248
52,0.054016173,0.0515275
53,0.05384869,0.051362023
54,0.053568594,0.051027752
55,0.053343553,0.050785996
56,0.05307599,0.050516527
57,0.052945565,0.050395653
58,0.052839227,0.050337013
59,0.053091228,0.050724395
60,0.053412624,0.051141847
61,0.053393867,0.051153228
62,0.053379193,0.051156443
63,0.0538785,0.051885262
64,0.05365868,0.05159527
65,0.05344656,0.051285744
66,0.053213935,0.051020566
67,0.05314619,0.050987147
68,0.053691357,0.051660884
69,0.054080557,0.052136354
70,0.054020323,0.052009318
71,0.0539191,0.05184128
72,0.053849734,0.05175162
73,0.053834442,0.05170987
74,0.05372494,0.05160351
75,0.0536441,0.051504467
76,0.053370763,0.05114138
77,0.053489994,0.05104991
78,0.053382732,0.050976608
79,0.053237144,0.05078592
80,0.05387056,0.051274158
81,0.05469804,0.052353725
82,0.054436453,0.05199929
83,0.05418896,0.05165365
84,0.05409364,0.05161485
85,0.054207347,0.051788427
86,0.054033414,0.05158243
87,0.053863574,0.05134599
88,0.05363673,0.051093426
89,0.053374477,0.0508036
90,0.053207938,0.050639115
91,0.053064767,0.050504237
92,0.05292829,0.050357092
93,0.052863665,0.05028648
94,0.052745093,0.05015077
95,0.052564986,0.049930643
96,0.05231878,0.04964477
97,0.05209275,0.049411207
98,0.052043878,0.049318265
99,0.05177585,0.04902036
100,0.051588055,0.0488553
101,0.05145744,0.048693746
102,0.051347785,0.048538018
103,0.051217094,0.048357923
104,0.05105653,0.048178077
105,0.050905332,0.048004422
106,0.05072465,0.04777635
107,0.05074105,0.04785184
108,0.05108323,0.048273753
