step,per_step_all,per_step_mid
0,0.13109325,0.14297825
1,0.12320489,0.12048645
2,0.100714155,0.09936865
3,0.15620942,0.18078995
4,0.12953511,0.14734899
5,0.15193792,0.13948402
6,0.14221868,0.16564532
7,0.11927836,0.13386184
8,0.10858509,0.11799576
9,0.100412786,0.10261676
10,0.08946906,0.09444875
11,0.12692073,0.13544999
12,0.095422894,0.09564528
13,0.10160145,0.10686683
14,0.10724465,0.111264326
15,0.09710157,0.09689304
16,0.099316284,0.0919897
17,0.09868628,0.10151463
18,0.0949168,0.09772044
19,0.100526705,0.10458383
20,0.08819086,0.08864463
21,0.10291771,0.10644805
22,0.08372627,0.08069785
23,0.08680363,0.085120775
24,0.0851177,0.089415565
25,0.084574945,0.0846028
26,0.0839682,0.08128867
27,0.1152406,0.12805021
28,0.09899533,0.10086596
29,0.10232814,0.08982474
30,0.10470292,0.11465215
31,0.08522794,0.08793659
32,0.098244235,0.0982228
33,0.08510314,0.08681958
34,0.091070406,0.08706445
35,0.078889005,0.07510242
36,0.08195294,0.0798423
37,0.08074295,0.07879841
38,0.08498783,0.084391885
39,0.08787952,0.089591704
40,0.099654935,0.09971518
41,0.098108254,0.10020354
42,0.10668361,0.11300721
43,0.09541611,0.09646726
44,0.102825746,0.10885902
45,0.095249794,0.09668591
46,0.115784645,0.1288071
47,0.13568094,0.1530273
48,0.13760579,0.1532155
49,0.14342543,0.16517705
50,0.14906792,0.17477292
51,0.13372743,0.14922653
52,0.16305451,0.19312416
53,0.14010459,0.1376684
54,0.15763552,0.15424119
55,0.16490781,0.17748497
56,0.1689609,0.18246417
57,0.17015581,0.1713108
58,0.16021708,0.1754778
59,0.14407057,0.15294844
60,0.1802375,0.18572383
61,0.12174124,0.13368891
62,0.11416953,0.11914695
63,0.15266968,0.1722865
64,0.12549669,0.12871036
65,0.12757333,0.14203338
66,0.14022543,0.15631226
67,0.13051307,0.14297071
68,0.11297324,0.11726076
69,0.10802798,0.11135768
70,0.10326025,0.107134014
71,0.10658388,0.11559491
72,0.10569005,0.117555305
73,0.11610146,0.12331576
74,0.1161535,0.11925692
75,0.12803249,0.13912706
76,0.1295768,0.14306489
77,0.12198017,0.13075484
78,0.10626434,0.106522806
79,0.10446991,0.114269376
80,0.10476374,0.110128164
81,0.10867455,0.110368945
82,0.098555915,0.1017596
83,0.09908051,0.09757464
84,0.09307403,0.09014882
85,0.09301701,0.0896162
86,0.09751165,0.08770725
87,0.103079274,0.10886524
88,0.10739528,0.09549112
89,0.09771981,0.10507672
90,0.10618542,0.11257538
91,0.12066072,0.13218299
92,0.1299874,0.13665958
93,0.12343205,0.13281533
94,0.13037117,0.14100169
95,0.114550136,0.12207616
96,0.12567286,0.1365461
97,0.12279253,0.12718053
98,0.12584843,0.12864941
99,0.15495531,0.18165879
100,0.14928827,0.16927527
101,0.113553494,0.114278704
102,0.08966489,0.089666955
103,0.09679128,0.09258509
104,0.08224554,0.077840656
105,0.08382227,0.08034423
106,0.08616919,0.08099526
107,0.084603004,0.07618507
108,0.08960811,0.08995393
109,0.086907506,0.08698822
110,0.09801414,0.10000889
111,0.10389162,0.10547524
112,0.101356044,0.10151453
113,0.114539504,0.12103641
114,0.121430404,0.12734729
115,0.10917465,0.11397198
116,0.106336646,0.11262045
117,0.10258644,0.101103395
118,0.10852125,0.11394103
119,0.096940085,0.09816766
120,0.100091636,0.09850239
121,0.0870856,0.082934946
122,0.08832629,0.08618949
123,0.0847248,0.07912003
124,0.08083016,0.078631215
125,0.072678134,0.06680931
126,0.09316074,0.095245175
127,0.12726864,0.14738259
