0.86478126,0.2548653,0.24965194,0.25820917,0.23060852,0.33339685,0.24023512,0.24106444,0.22430381,0.24516755,0.22357184,0.33398438,0.24650441,0.24634105,0.24023597,0.23498619,0.22491238,0.25331178,0.25004396,0.25926778,0.25731084,0.2206889,0.26623058,0.20624837,0.233722,0.26063442,0.33083376,0.24266282,0.23008394,0.23310322,0.26262456,0.28045124,0.2261315,0.25763482,0.2522532,0.22837299,0.20912395,0.32414013,0.25902864,0.20785645,0.23520452,0.21503055,0.20999923,0.26654792,0.19099893,0.25597793,0.22796449,0.21588288,0.27683714,0.2502598,0.2525494,0.2542538,0.2082639,0.25406253,0.31580564,0.22705236,0.23380677,0.23277098,0.20877251,0.31196028,0.2273108,0.21202664,0.25050673,0.20075515,0.3118471,0.25440535,0.24427968,0.19811054,0.22180258,0.23865157,0.24570861,0.23124707,0.2452423,0.24078816,0.20656502,0.19431259,0.24715486,0.25014347,0.20462385,0.19656567,0.20341554,0.1982007,0.24023642,0.17724875,0.17595659,0.18546262,0.22701013,0.19564871,0.20560867,0.18140078,0.18706445,0.29882324,0.19129519,0.21499065,0.22866929,0.20243812,0.20603657,0.20569906,0.22794265,0.28426853,0.17401366,0.18958488,0.22537516,0.2273053,0.23179588,0.17468292,0.1728361,0.19297084,0.22910638,0.20898373,0.18505035,0.22596183,0.22454746,0.2304318,0.2296593
0.2051032,0.060306318,0.045297265,0.04380009,0.043699916,0.040950917,0.052267138,0.054818336,0.0606501,0.041726872,0.05733049,0.04687097,0.05955068,0.03622263,0.0491087,0.055224054,0.07417622,0.05769059,0.035111353,0.040758654,0.036695343,0.03871939,0.042737313,0.05705787,0.06466918,0.045192037,0.040474422,0.051467218,0.051066257,0.07057771,0.038469106,0.05142154,0.048829667,0.043287158,0.04258443,0.038792983,0.049370296,0.04167805,0.049838774,0.036121406,0.055868167,0.03933399,0.049550906,0.04481647,0.050288245,0.052664302,0.06455077,0.06598955,0.0534779,0.05928926,0.03152652,0.035437226,0.03926836,0.047770943,0.03622035,0.043552402,0.035343725,0.0358881,0.037544407,0.034669753,0.04212971,0.04355168,0.04219222,0.041649297,0.03699232,0.052712128,0.043290347,0.037485994,0.047756437,0.038306907,0.043706782,0.0390058,0.042982135,0.053871855,0.05341428,0.04595354,0.043673325,0.036869302,0.037402883,0.05228591,0.043627165,0.041991062,0.05451365,0.034383412,0.03372742,0.03716694,0.03529579,0.028115643,0.023661844,0.049103078,0.03560766,0.030521087,0.042332064,0.042331763,0.037291486,0.035387143,0.046082314,0.062032837,0.03874682,0.034882173,0.034711942,0.023403265,0.030960144,0.031681396,0.037071425,0.029291779,0.041998148,0.030298796,0.01943536,0.035262838,0.029289518,0.02875527,0.033633955,0.041764148,0.034854166
0.15412375,0.17110896,0.17258091,0.15053958,0.14808309,0.1585671,0.14959487,0.1549384,0.14551798,0.17896879,0.16007334,0.15512773,0.17062956,0.15867224,0.14165217,0.14490572,0.15008447,0.15712918,0.14522636,0.15055585,0.15144575,0.14287093,0.14533752,0.27285242,0.15031047,0.13652983,0.15896636,0.13216554,0.14946052,0.15502308,0.15042798,0.16730717,0.14790294,0.16381425,0.14555737,0.1534472,0.15836877,0.15386705,0.15386133,0.14113691,0.1517469,0.14261717,0.15927753,0.17499991,0.16776487,0.1679714,0.17743765,0.14897043,0.16209221,0.15553837,0.14365272,0.16313162,0.16223593,0.15752855,0.13966192,0.14620896,0.15827179,0.13040045,0.13964438,0.14437759,0.13445014,0.14625373,0.14903183,0.14875339,0.14275074,0.16213518,0.15050454,0.14226788,0.1477297,0.14319949,0.1446586,0.14295623,0.1611534,0.153797,0.15227917,0.18286106,0.15341628,0.15965763,0.16143253,0.1454469,0.1401171,0.14546266,0.1509934,0.19570735,0.1602861,0.16053137,0.15527834,0.16009563,0.14616999,0.18143038,0.14034274,0.16067809,0.18465173,0.17522568,0.17340074,0.15202332,0.14520895,0.19786547,0.16400896,0.15525024,0.17719117,0.14748386,0.1645949,0.17198399,0.16331795,0.13983023,0.17875463,0.15225714,0.14365081,0.17033498,0.13063142,0.14773703,0.14986719,0.16592962,0.15687582
0.13595846,0.14520201,0.19126049,0.15390006,0.14205365,0.17913407,0.1584844,0.15756474,0.15300454,0.15088393,0.14669645,0.17489207,0.16543934,0.1696255,0.15639375,0.14482358,0.17105255,0.16914105,0.15222767,0.15795943,0.15286556,0.15781605,0.16522978,0.2214537,0.1483755,0.15331551,0.19274169,0.13654754,0.13713335,0.14703101,0.14747773,0.15186943,0.15316258,0.16110006,0.14477904,0.16350712,0.16487414,0.17984338,0.1458668,0.14764705,0.15161791,0.14515601,0.15931112,0.16921139,0.15608919,0.15481284,0.16477811,0.14668559,0.16516533,0.16170433,0.15733808,0.15751436,0.1621374,0.16110563,0.17068471,0.15271743,0.15596312,0.15712449,0.15004435,0.16547945,0.1348611,0.14110687,0.15163887,0.1513013,0.17783436,0.15912417,0.16871274,0.15359905,0.15333709,0.16181263,0.16949046,0.16281903,0.14251603,0.14907709,0.16884494,0.14647692,0.14988217,0.15893275,0.1503574,0.1565903,0.14545748,0.15640187,0.17589521,0.1725428,0.1500861,0.15021461,0.1668599,0.15387318,0.15489636,0.13550475,0.13189939,0.17414418,0.15114337,0.17665856,0.15044408,0.13472316,0.14268452,0.15066251,0.14806512,0.1574117,0.14776051,0.14839569,0.15912507,0.15739249,0.17511429,0.16536927,0.17252406,0.15731084,0.14609948,0.14087808,0.15174851,0.14413553,0.1799249,0.16821036,0.13655336
0.19490896,0.20330161,0.17616963,0.16027227,0.12977868,0.17193097,0.14694971,0.17855936,0.16468439,0.14393789,0.13933438,0.17572096,0.16332638,0.16981024,0.18025792,0.15524939,0.16768113,0.16312137,0.13066047,0.14297342,0.16313966,0.16855979,0.15869531,0.23643617,0.14324415,0.14605635,0.19110769,0.14278057,0.17461133,0.16984376,0.13556144,0.19257078,0.16650566,0.14522639,0.13796966,0.1615756,0.16186874,0.1718942,0.14786485,0.16784745,0.16044657,0.15433422,0.1729703,0.17731702,0.1704253,0.17989662,0.16640942,0.15970062,0.15223455,0.14705326,0.13724709,0.15231457,0.14719325,0.14767289,0.1456694,0.1266926,0.14552155,0.13303365,0.13382328,0.14887029,0.14276811,0.17007253,0.14859244,0.13866565,0.15458801,0.15504509,0.15442787,0.14052214,0.17394775,0.16572516,0.17744465,0.13374135,0.17059118,0.16044901,0.19292483,0.16645922,0.15400669,0.1668737,0.14117074,0.19865295,0.14327827,0.14120518,0.22046295,0.16639552,0.1691994,0.1700505,0.1781759,0.15716344,0.14735377,0.15027012,0.16814461,0.16017884,0.21923748,0.19257832,0.20962536,0.17846382,0.15025483,0.1664593,0.16739422,0.25620183,0.1535978,0.15665749,0.16112876,0.17112945,0.16734424,0.1591391,0.16078866,0.13439478,0.13899945,0.15088752,0.14478676,0.17275527,0.16617274,0.16573808,0.14287883
0.17945579,0.18338342,0.18335101,0.17368963,0.1490373,0.20291513,0.17902908,0.18643335,0.16239733,0.16507673,0.16159116,0.18564302,0.21476534,0.1847133,0.18584776,0.1676059,0.23596132,0.17511992,0.17434603,0.18114151,0.17931715,0.18201698,0.18981215,0.39056858,0.18942258,0.17400122,0.20037606,0.15075476,0.20140104,0.19165982,0.17506382,0.20679834,0.18647635,0.17239541,0.2044873,0.2426195,0.19687378,0.18288663,0.16571417,0.18892834,0.18751198,0.17989898,0.1932963,0.20589203,0.1916165,0.18852547,0.17518556,0.16027519,0.16697297,0.18307233,0.19459426,0.14541751,0.17815796,0.17299235,0.1737698,0.1600889,0.15328895,0.1528745,0.15413246,0.147411,0.13901147,0.18383254,0.14642301,0.1605778,0.16411039,0.18101098,0.18343967,0.18584934,0.20471446,0.17779313,0.20465219,0.1730016,0.16038413,0.14699271,0.23002493,0.16917817,0.17109504,0.1651845,0.15091804,0.24814896,0.15970948,0.1685293,0.396641,0.19844691,0.1909131,0.21767366,0.21676582,0.19998413,0.1696887,0.1838285,0.16613652,0.18911275,0.24346833,0.23506701,0.24510458,0.19579825,0.14684811,0.20072995,0.18785568,0.35910645,0.15132801,0.17772678,0.19608194,0.18861972,0.19485565,0.1841433,0.16341035,0.16566682,0.15905812,0.15085833,0.12812707,0.16041139,0.16547008,0.17947732,0.14071934
0.22325295,0.1692518,0.19179289,0.12898862,0.14101046,0.20491327,0.1562272,0.15779175,0.15210783,0.14748387,0.18258825,0.20548485,0.16303314,0.16682626,0.15864015,0.13289565,0.14830911,0.18664534,0.16543426,0.1603905,0.16478074,0.17364989,0.18380165,0.2961881,0.15720063,0.15425582,0.22701445,0.15516882,0.19760025,0.15408565,0.15256956,0.15428019,0.1536111,0.13889219,0.13998303,0.16488087,0.17600311,0.20030032,0.17017569,0.1719548,0.17964488,0.15552977,0.1897496,0.1714882,0.15974255,0.19332552,0.1582371,0.13463935,0.14698233,0.13899568,0.14662735,0.1368702,0.14747286,0.14300695,0.19136631,0.12580276,0.12856519,0.1301539,0.13590673,0.17175442,0.13372886,0.15715848,0.16011447,0.14405936,0.16699943,0.14174642,0.1647082,0.15701145,0.16203293,0.1424298,0.22712697,0.15505163,0.17402783,0.17837548,0.20624077,0.15761355,0.15336965,0.15733668,0.1573513,0.1790619,0.12183902,0.15094748,0.31339073,0.186286,0.18381241,0.19980337,0.20261852,0.21384126,0.1790091,0.17179815,0.18064532,0.2074402,0.26585716,0.18042293,0.20230237,0.17047197,0.13875175,0.19365577,0.17452869,0.2759459,0.13377625,0.14216316,0.16672039,0.15765247,0.17072862,0.1547299,0.14328179,0.16719484,0.14291143,0.1524806,0.14674723,0.16965201,0.17008793,0.15793413,0.16166833
0.29354835,0.21551171,0.14298174,0.15695158,0.16732556,0.2850914,0.15164506,0.17693643,0.18105799,0.13650629,0.2005598,0.2378085,0.19444956,0.18245706,0.1445837,0.16030216,0.19038749,0.14468983,0.15241455,0.21624617,0.16660628,0.1841024,0.19327763,0.2971583,0.18858144,0.17820957,0.1944289,0.16507024,0.17462265,0.16477883,0.1970312,0.13168466,0.17766878,0.17394853,0.16815725,0.2070774,0.21235006,0.18687859,0.18608123,0.20376047,0.19443515,0.19683027,0.21223277,0.18316495,0.1923323,0.18048096,0.1644156,0.16424325,0.1611517,0.12522224,0.14610156,0.13386402,0.16495593,0.16498585,0.19011265,0.17254996,0.15658855,0.12912533,0.1645169,0.17001072,0.13144895,0.1652739,0.1627837,0.18030241,0.1897102,0.17188121,0.20358677,0.2022466,0.20553842,0.1870328,0.3423156,0.22072926,0.15410063,0.15665834,0.25919798,0.2152695,0.20378652,0.16208461,0.23214155,0.18417746,0.24210545,0.2677953,0.5231687,0.32922843,0.3301977,0.32571697,0.33185247,0.3301568,0.23933482,0.3377748,0.37264693,0.34622929,0.44094485,0.37031367,0.40089518,0.3709665,0.25950035,0.25426906,0.24874999,0.3838979,0.22864908,0.286232,0.30933836,0.31764564,0.28184822,0.2895918,0.29124376,0.25458473,0.15548876,0.29021883,0.26459602,0.2848629,0.20746718,0.24805617,0.24901283
0.27217698,0.14779569,0.13496158,0.19993767,0.1784732,0.22362468,0.18093425,0.18157446,0.17431906,0.12088342,0.18999813,0.14216292,0.13808005,0.15444654,0.12757893,0.16810942,0.25514233,0.19150326,0.18755983,0.25109926,0.19724417,0.20539215,0.20807639,0.22775264,0.20566472,0.2115971,0.20166919,0.20790592,0.1755878,0.19700487,0.21917756,0.18602769,0.22766046,0.22050591,0.22894053,0.2242862,0.21793273,0.19363138,0.20449081,0.21357124,0.21284845,0.20126271,0.22699173,0.23065244,0.24619092,0.18864752,0.17804867,0.15951976,0.1722062,0.15317184,0.16111603,0.15753675,0.21243367,0.18806611,0.19632548,0.2024079,0.16443108,0.16823673,0.18553919,0.18845336,0.16357562,0.20587477,0.17650238,0.17669213,0.17670856,0.19513905,0.2250266,0.1999794,0.22475705,0.2254561,0.3639326,0.2896079,0.17884675,0.14790456,0.22853702,0.19034006,0.17110208,0.13495465,0.2568707,0.23142749,0.21980482,0.22762462,0.3246712,0.16817132,0.21609032,0.26314193,0.24822536,0.26357386,0.18664405,0.29163885,0.3323632,0.26984143,0.28413874,0.2694531,0.33388555,0.26829153,0.20862967,0.16350228,0.19614278,0.2316312,0.18702674,0.2533569,0.24938408,0.21216783,0.2347327,0.23817909,0.19884126,0.17729306,0.14009532,0.2175333,0.19590756,0.19536667,0.17372167,0.20516574,0.19441348
0.29201278,0.2826389,0.17298593,0.20466168,0.21099642,0.20833616,0.187632,0.20200032,0.20438614,0.1887264,0.22546446,0.20540723,0.14667915,0.14830506,0.14692232,0.20403855,0.22812861,0.2289381,0.23350254,0.3035792,0.22211263,0.2539634,0.2721656,0.3024974,0.24782753,0.25907505,0.25995788,0.23058245,0.2144712,0.23006026,0.2554359,0.24280114,0.27326566,0.2640466,0.2708356,0.2974574,0.267945,0.22686061,0.22271389,0.30973226,0.26075193,0.2099618,0.26347095,0.22405127,0.25194374,0.22067802,0.15789804,0.20508537,0.18127993,0.18497422,0.15354162,0.17218304,0.21361774,0.21160144,0.21860208,0.21453997,0.20293447,0.20924012,0.23251088,0.21178845,0.16106597,0.2019732,0.17109932,0.20883659,0.1969334,0.24618652,0.26950765,0.23333733,0.24031553,0.29684746,0.35511914,0.2811225,0.18516564,0.2505679,0.2477219,0.19749445,0.2517507,0.22760174,0.2905116,0.26923347,0.29074597,0.29340854,0.5183209,0.39059153,0.41716552,0.47099403,0.37351492,0.40112308,0.25895208,0.38965115,0.43638414,0.35296825,0.5126839,0.39169583,0.41732603,0.4735267,0.38972098,0.3842121,0.3858636,0.43034288,0.4112234,0.41278058,0.3915633,0.3942454,0.43987596,0.35769188,0.41349185,0.39839068,0.2854319,0.40889257,0.39846656,0.26756904,0.24299526,0.2515869,0.3349046
