k,cum_mean_std_all,cum_mean_std_mid
1,0.09251152,0.08703043
2,0.077454805,0.07150766
3,0.0756492,0.07133147
4,0.07469197,0.07264274
5,0.07549338,0.07328976
6,0.074163884,0.07132471
7,0.074489705,0.070669346
8,0.072612256,0.06901273
9,0.071863264,0.06793112
10,0.07118771,0.066863574
11,0.06954416,0.065061204
12,0.06797544,0.06344758
13,0.06619867,0.061066903
14,0.0646852,0.059588607
15,0.06349525,0.05849991
16,0.063097805,0.057857543
17,0.06196043,0.056495957
18,0.060939234,0.0556783
19,0.060354847,0.054866955
20,0.059670817,0.054213144
21,0.059301052,0.05377044
22,0.058841124,0.05320925
23,0.05896342,0.053346343
24,0.058742043,0.0532065
25,0.058164597,0.052509528
26,0.05801205,0.052577727
27,0.059085622,0.05367202
28,0.059010495,0.053199876
29,0.058826834,0.053064577
30,0.058641084,0.052678052
31,0.058623426,0.052573606
32,0.058388866,0.052283473
33,0.058348108,0.052274913
34,0.058204032,0.052106377
35,0.058096867,0.05209424
36,0.057966966,0.052042417
37,0.0576766,0.051706906
38,0.05752722,0.051491447
39,0.057447307,0.051532023
40,0.058943998,0.053627234
