step,entropy
0,
1,0.0006094857
2,6.8777365e-05
3,0.15369464
4,0.1641745
5,0.20188048
6,0.001500153
7,0.36979914
8,0.00010323019
9,0.5212072
10,0.04741001
11,0.031522755
12,0.06526785
13,0.0022613993
14,7.09098e-06
15,1.5353787
16,1.8354272e-05
17,0.3509314
18,0.04663652
19,0.4312446
20,0.64305246
21,0.118333966
22,0.0005545497
23,0.140861
24,1.0160948
25,0.8113986
26,0.25973713
27,0.765241
28,0.00010704798
29,0.05798003
30,0.0004902203
31,0.006369157
32,0.20977685
33,1.7983534
34,0.09790918
35,1.1268604
36,0.00029404945
37,0.03093385
38,0.28609377
39,0.48515287
40,8.4134015e-05
41,0.0002815568
42,0.00050288765
43,0.0019328673
44,0.0006571943
45,0.7107649
46,1.1659316
