step,head_agreement
0,
1,0.2946249
2,0.4928683
3,0.38896364
4,0.24450515
5,0.5832707
6,0.4371851
7,0.55627906
8,0.5302711
9,0.56109244
10,0.49952653
11,0.57384807
12,0.54413956
13,0.50102895
14,0.5628072
15,0.6500447
16,0.44499698
17,0.54475546
18,0.33082289
19,0.4174761
20,0.3620172
21,0.39583075
22,0.3789542
23,0.418217
24,0.38922188
25,0.47134915
26,0.5452784
27,0.47322294
28,0.6094868
29,0.58023816
30,0.5547554
31,0.5281846
32,0.49457794
33,0.44157225
34,0.54878634
35,0.6391178
36,0.5030447
37,0.5210898
38,0.5141066
39,0.51659125
40,0.50070906
41,0.53859067
42,0.5064658
43,0.500243
44,0.5769751
45,0.4532796
46,0.268483
