0.1946271,0.18006732,0.12777802,0.20712903,0.10634839,0.16701427,0.13682851,0.178373,0.260135,0.13278133,0.17689757,0.17004843,0.12548453,0.20062943,0.1705606,0.21850027,0.19306284,0.20312086,0.23314217,0.16512078,0.17705637,0.17503352,0.2261656,0.18067339,0.18562537,0.20437825,0.28869915,0.2034412,0.20946558,0.15747601,0.20237733,0.21690653,0.19021374,0.15811783,0.1942119,0.23242797,0.13705726,0.15378208,0.14832939,0.17682222,0.18863335,0.1791149,0.13572824,0.21348645,0.21153145,0.19537956,0.2818087,0.15361121,0.17512463,0.19334301
0.11048674,0.12827407,0.1208962,0.13829379,0.115447484,0.112313345,0.12157128,0.13674979,0.120664164,0.12023121,0.12673746,0.12322815,0.13265565,0.13634323,0.13143463,0.12274959,0.121637896,0.11469408,0.11355048,0.1162641,0.12569124,0.124123454,0.145756,0.13138604,0.14144698,0.12460556,0.115574636,0.11489446,0.11709405,0.11408303,0.1245777,0.13630894,0.113821104,0.12560286,0.11675893,0.12697329,0.111569874,0.12846918,0.13615891,0.15471436,0.16156611,0.14813378,0.11180201,0.12254754,0.123572655,0.11948421,0.115883484,0.1097203,0.12631425,0.12847784
0.15306255,0.14897284,0.15602784,0.22242849,0.17365444,0.14895722,0.14802425,0.14919911,0.14172573,0.16734712,0.15225038,0.15499158,0.15313978,0.20077223,0.15692171,0.15601832,0.14476636,0.15626419,0.1460173,0.153971,0.14291067,0.16440503,0.2152393,0.19349207,0.18740788,0.16269095,0.15028301,0.17196526,0.16234843,0.14040618,0.15070595,0.15636045,0.1379967,0.15435353,0.17839552,0.17615099,0.18916011,0.26763886,0.13953747,0.17786868,0.16150519,0.17342721,0.13291526,0.17184205,0.15873042,0.20442268,0.14163162,0.12767127,0.16579385,0.14261572
0.1836317,0.3953582,0.18338189,0.27987638,0.314141,0.18484071,0.12261862,0.14802527,0.19334267,0.33559245,0.24968284,0.29875478,0.256336,0.21148191,0.21004917,0.26945376,0.32604843,0.25664693,0.20704141,0.37806314,0.2697593,0.29274574,0.3111619,0.28471488,0.2508427,0.25437242,0.27786192,0.3108281,0.3525923,0.48960474,0.30659133,0.22940838,0.31250727,0.2787128,0.26010624,0.2944288,0.27456212,0.2152582,0.23925419,0.3364732,0.27861133,0.25521284,0.29599825,0.5488971,0.29450196,0.43787193,0.3817683,0.39352867,0.3360021,0.289912
0.11043015,0.13713706,0.14016797,0.14703578,0.121608265,0.13879386,0.14586021,0.1546266,0.13084444,0.12527715,0.1423165,0.14673807,0.14184034,0.1715029,0.13810688,0.13841617,0.12903997,0.14853448,0.1350799,0.1308987,0.13755155,0.13820146,0.14767903,0.13157359,0.14272,0.12944628,0.12402246,0.13662246,0.13546845,0.13318603,0.124361694,0.1589072,0.12584901,0.13918456,0.15511279,0.15131076,0.12731414,0.13827862,0.13976586,0.13373423,0.14046246,0.14948848,0.12542127,0.13161324,0.13226198,0.13536428,0.12181404,0.12730509,0.13233344,0.13484482
0.12093481,0.14064169,0.13949177,0.15819027,0.15377106,0.13001981,0.14064483,0.20666042,0.14512159,0.13674153,0.1468088,0.14749494,0.15370439,0.19836314,0.16375658,0.15566295,0.14029612,0.14161658,0.12756127,0.13933016,0.1549209,0.13745174,0.14589734,0.1382383,0.12716825,0.1498089,0.13567474,0.15577681,0.14499527,0.14712892,0.15172587,0.16636853,0.14610995,0.14496644,0.15022825,0.15326938,0.13346021,0.13732536,0.16872789,0.15055615,0.13524568,0.12461036,0.113708176,0.14294173,0.14372522,0.1529818,0.12650798,0.13034455,0.15779747,0.14474595
0.1565571,0.22540514,0.20227754,0.21593721,0.21260163,0.1638768,0.16817608,0.18709315,0.24164668,0.20124441,0.19259277,0.22018062,0.20777468,0.20294073,0.15664597,0.26270264,0.20015024,0.1727484,0.16354361,0.19543578,0.17603537,0.2067001,0.220614,0.18229051,0.20042728,0.21177307,0.20561771,0.21331528,0.21302259,0.19607688,0.1826333,0.15768163,0.28092372,0.22664604,0.2277108,0.20495385,0.16551404,0.17070839,0.20386635,0.24158533,0.23346044,0.20752054,0.163604,0.17478387,0.18653029,0.16780815,0.20877881,0.25054738,0.18241423,0.21323037
0.1194209,0.14925121,0.13406906,0.16669184,0.14839616,0.12846363,0.14246005,0.17630431,0.15028353,0.13970071,0.14914036,0.14420687,0.14929672,0.167858,0.13965273,0.16109411,0.14073862,0.13588822,0.13164042,0.14031762,0.14547722,0.14605267,0.17208706,0.13903895,0.14706333,0.15007779,0.13570935,0.13677338,0.13760719,0.13046356,0.1449067,0.16198371,0.15250129,0.14897786,0.16161287,0.14851207,0.12616228,0.1404501,0.15849835,0.16205384,0.15374614,0.13934894,0.11077373,0.13842826,0.13946351,0.1496559,0.13311072,0.13317382,0.148056,0.14250535
0.095460266,0.117764115,0.117474526,0.13310848,0.12815423,0.11151265,0.122787245,0.12709506,0.11879613,0.118078955,0.12551817,0.12542889,0.13132837,0.13069017,0.12287883,0.11932958,0.1219886,0.11995343,0.122827165,0.12846193,0.12726761,0.11523283,0.127597,0.11636365,0.1334899,0.119714715,0.112353995,0.11497292,0.108263895,0.108014055,0.12159702,0.12429295,0.11003415,0.118755504,0.11342652,0.14339885,0.11470168,0.12034497,0.12873799,0.1054654,0.121970296,0.119650066,0.11347115,0.11644712,0.11930785,0.11915094,0.10478491,0.10542242,0.12553792,0.12893714
0.10170938,0.1068171,0.11368088,0.12956055,0.12539801,0.11929582,0.11778928,0.12562333,0.112367034,0.11544888,0.122758046,0.12078759,0.12320587,0.13033679,0.109333776,0.1262495,0.12049116,0.117551886,0.11791004,0.12765494,0.11716396,0.11974878,0.12923886,0.11528564,0.12193765,0.112871535,0.11289367,0.116599776,0.11220872,0.110898875,0.11226523,0.122098796,0.10726224,0.122549854,0.1160814,0.1201581,0.12293191,0.13308983,0.12711385,0.11580987,0.111840054,0.11076697,0.10557449,0.11964714,0.12122897,0.11634318,0.10662569,0.10606556,0.12169455,0.12308947
