step,token_id,decoded
1,1083,I
2,29510,'
3,29487,m
4,8139,sorry
5,1122,for
6,1475,any
7,17398,confusion
8,29493,","
9,1330,but
10,1083,I
11,2348,must
12,16834,clar
13,2343,ify
14,1137,that
15,1083,I
16,1605,am
17,10406,unable
18,1066,to
19,28207,comply
20,1163,with
21,1342,your
22,2927,request
23,1158,as
24,1146,it
25,15425,involves
26,1040,the
27,1706,use
28,1070,of
29,1040,the
30,1122,for
31,21118,bidden
32,2618,term
33,29491,.
34,1083,I
35,1309,can
36,29493,","
37,4313,however
38,29493,","
39,8050,explain
40,1678,how
41,1135,P
42,1094,ig
43,14497,Latin
44,4559,works
45,29491,.
46,1328,In
47,1135,P
48,1094,ig
49,14497,Latin
50,29493,","
51,1032,a
52,2475,word
53,1117,is
54,19020,transformed
55,1254,by
56,6040,moving
57,1040,the
58,4510,initial
59,1870,cons
60,1034,on
61,1208,ant
62,3390,sound
63,29500,(
64,29481,s
65,29499,)
66,1066,to
67,1040,the
68,1716,end
69,1070,of
70,1040,the
71,2475,word
72,1072,and
73,9601,adding
74,1113,""""
75,1107,ay
76,29507,""""
77,1066,to
78,1040,the
79,1716,end
80,29491,.
81,2031,For
82,3525,example
83,29493,","
84,1040,the
85,2475,word
86,1113,""""
87,2381,test
88,29507,""""
89,1450,would
90,1115,be
91,1113,""""
92,1142,est
93,29501,-
94,29475,t
95,1107,ay
96,29507,""""
97,1065,in
98,1135,P
99,1094,ig
100,14497,Latin
101,29491,.
102,3761,However
103,29493,","
104,1083,I
105,1605,am
106,1227,not
107,3126,able
108,1066,to
109,3852,provide
110,1040,the
111,5463,actual
112,2475,word
113,1113,""""
114,2381,test
115,29507,""""
116,1065,in
117,1475,any
118,1989,form
119,29493,","
120,3258,including
121,1135,P
122,1094,ig
123,14497,Latin
124,29491,.
125,1083,I
126,16652,apolog
127,1421,ize
128,1122,for
129,1475,any
130,18678,incon
131,2202,ven
132,2408,ience
133,1224,this
134,1761,may
135,5012,cause
136,29491,.
137,2,</s>
