step,per_step_all,per_step_mid
0,0.12135388,0.13093407
1,0.090872794,0.087531514
2,0.051219855,0.040411655
3,0.055596877,0.04994677
4,0.06429305,0.061949328
5,0.056693412,0.05168291
6,0.040891994,0.031207304
7,0.058004435,0.05823926
8,0.07848382,0.07608514
9,0.06585831,0.059217226
10,0.061614815,0.06190816
11,0.04440237,0.036974154
12,0.044744004,0.031868402
13,0.04353259,0.032906447
14,0.03562085,0.027345955
15,0.053246897,0.051183127
16,0.06237097,0.055287167
17,0.085017,0.08921607
18,0.045506794,0.03914977
19,0.05862129,0.05893301
20,0.066038266,0.068379514
21,0.07288372,0.07103978
22,0.059078224,0.05349008
23,0.054328047,0.048962854
24,0.0482874,0.043866053
25,0.049953382,0.044464454
26,0.03961992,0.03030288
27,0.032559853,0.025387311
28,0.03558918,0.030086203
29,0.051166262,0.049216148
30,0.049719233,0.04316826
31,0.03890793,0.03036933
32,0.042739477,0.04010521
33,0.049287263,0.04483138
34,0.037970398,0.028827894
35,0.05488159,0.05951701
36,0.058636792,0.05824915
37,0.050833896,0.03988785
38,0.03591477,0.028711015
39,0.054401226,0.05595887
40,0.09415707,0.09808534
41,0.061450083,0.056564163
42,0.061063778,0.059489213
43,0.06562783,0.066999644
44,0.06284974,0.060754847
45,0.056608327,0.050044645
46,0.070965864,0.06699859
47,0.05862732,0.05902487
48,0.05851505,0.04872855
49,0.058105525,0.055697266
50,0.061264906,0.06367031
51,0.0691953,0.06715479
52,0.06231236,0.060398474
53,0.054596208,0.055633962
54,0.06944722,0.07573771
55,0.090958565,0.097606376
56,0.117487535,0.11967518
57,0.08159131,0.07598749
58,0.06639048,0.059078418
59,0.05852312,0.053470347
60,0.047953848,0.042814746
61,0.055519134,0.054100264
62,0.051967554,0.04814497
63,0.048393898,0.0435726
64,0.044914067,0.038511768
65,0.035900652,0.029836474
66,0.047590517,0.046162758
67,0.047363527,0.040193036
68,0.04708922,0.04286994
69,0.04312915,0.035069864
70,0.03867695,0.029847272
71,0.037853107,0.034077287
72,0.040308952,0.036271717
73,0.04046333,0.03857461
74,0.039869778,0.036558088
75,0.040313292,0.035506584
76,0.040904924,0.03157909
77,0.049283393,0.046304822
78,0.04548682,0.044757467
79,0.036627628,0.030853681
80,0.042836487,0.03794272
81,0.043028437,0.038025428
82,0.045183703,0.039530206
83,0.03496807,0.024229307
84,0.04021394,0.03554158
85,0.06085809,0.059096824
86,0.050884858,0.04131062
87,0.04113791,0.03762146
88,0.051608928,0.04903777
89,0.04787852,0.03969965
90,0.04693295,0.04278348
91,0.046703544,0.04391774
92,0.040702872,0.037233364
93,0.04149363,0.036870647
94,0.04679218,0.03950478
95,0.041189313,0.0366107
96,0.04278797,0.040273044
97,0.053589538,0.05102199
98,0.053606905,0.049441695
99,0.044146005,0.03968212
100,0.042987116,0.03979778
101,0.039901156,0.03510454
102,0.041386463,0.038529493
103,0.041871566,0.03987164
104,0.040430434,0.037761185
105,0.04160453,0.033276673
106,0.032279115,0.029353542
107,0.033366587,0.028615057
108,0.048281603,0.045721915
109,0.047134303,0.04317906
110,0.043722205,0.04215827
111,0.036615,0.028834997
112,0.0487516,0.046502817
113,0.05777892,0.056408156
114,0.088053696,0.07222125
115,0.060201216,0.051303495
116,0.057161912,0.050290726
117,0.047488146,0.03938511
118,0.035304647,0.032832235
119,0.03634338,0.03106264
120,0.05108162,0.04688374
121,0.05312533,0.049632356
122,0.054172527,0.051699344
123,0.04667633,0.04429169
124,0.046525273,0.04225349
125,0.049395658,0.048177563
126,0.048209317,0.049733102
127,0.048195366,0.04574665
128,0.037738346,0.032433096
129,0.04485022,0.041103933
130,0.07149728,0.056102227
131,0.042369742,0.03604516
132,0.043008655,0.03942809
133,0.05394684,0.053391255
134,0.04428096,0.040777326
135,0.041070513,0.03421431
136,0.04606628,0.04056916
137,0.03565728,0.029880645
138,0.035660356,0.029232098
139,0.035416722,0.026881332
140,0.040689543,0.036536455
141,0.040706296,0.03506861
142,0.035998225,0.029619811
143,0.048488602,0.047103897
144,0.05626265,0.05540997
145,0.05562193,0.04897314
146,0.042722914,0.03347456
147,0.032735135,0.02915622
148,0.034604665,0.029153086
149,0.047009043,0.04201434
150,0.04856152,0.04163301
151,0.0439129,0.03530986
152,0.051992293,0.047949385
153,0.057210907,0.058684826
154,0.053339798,0.048857335
155,0.047494084,0.042325392
156,0.04822188,0.048002485
157,0.04758524,0.04646721
158,0.044261348,0.039164055
159,0.062249266,0.062059227
