step,token_id,decoded
1,1183,The
2,3390,sound
3,1032,a
4,4682,dog
5,3638,makes
6,1117,is
7,3376,often
8,12217,referred
9,1066,to
10,1158,as
11,1032,a
12,1113,""""
13,29494,b
14,1487,ark
15,1630,","""
16,1330,but
17,1122,for
18,1040,the
19,15176,sake
20,1070,of
21,1384,ad
22,1431,her
23,1056,ing
24,1066,to
25,1040,the
26,2846,given
27,12150,instructions
28,29493,","
29,1083,I
30,29510,'
31,1352,ll
32,2083,say
33,1146,it
34,29510,'
35,29481,s
36,1040,the
37,5610,unique
38,19040,vocal
39,2605,ization
40,1137,that
41,1309,can
42,2071,ines
43,1706,use
44,1066,to
45,17055,communicate
46,29491,.
47,2,</s>
