step,head_agreement
0,
1,0.19744352
2,0.112428
3,0.18797342
4,0.21968126
5,0.18785334
6,0.24420767
7,0.17934965
8,0.28915197
9,0.2682041
10,0.25463808
11,0.27065602
12,0.25734395
13,0.28451505
14,0.25628915
15,0.29947507
16,0.25000733
17,0.20100322
18,0.20018782
19,0.1677824
20,0.22487374
21,0.29750416
22,0.32187814
23,0.1976471
24,0.2381582
25,0.21429205
26,0.16983373
27,0.22109848
28,0.23922382
29,0.25653017
30,0.24551678
31,0.19472666
32,0.2766908
33,0.2757518
34,0.24413581
35,0.28874013
36,0.25451532
37,0.18191001
38,0.33728975
39,0.25115478
40,0.26049468
41,0.2719897
42,0.30762944
43,0.2622414
44,0.3100245
45,0.29853046
46,0.2567887
