step,entropy
0,
1,1.2677658
2,0.10640895
3,0.006501261
4,1.0944924
5,0.5680438
6,1.3822112
7,1.6008474
8,0.0019349472
9,0.036863748
10,0.5454375
11,0.6268682
12,0.018275827
13,0.0048301104
14,1.0025737
15,1.461449
16,1.44727
17,0.36327836
18,0.8004277
19,8.073971e-05
20,1.8294259
21,5.6999103e-05
22,0.12512255
23,0.0012533482
24,0.864731
25,1.423665
26,1.5151695
27,0.021479357
28,1.2234136
29,1.0600808
30,0.5910616
31,2.1109748
32,1.06659
33,0.6572213
34,3.4720765e-06
35,0.3440567
36,2.829182
37,1.5685332
38,0.050352335
39,2.1217206
40,1.8126956
41,0.7226972
42,1.5588564
43,0.22915837
44,0.18669984
45,1.3629948
46,1.6180288
