k,cum_mean_std_all,cum_mean_std_mid
1,0.1249611,0.13161637
2,0.112615936,0.11834913
3,0.10732678,0.11200744
4,0.10582785,0.11038332
5,0.10379311,0.10718876
6,0.09893224,0.10039747
7,0.0951808,0.095799156
8,0.09295946,0.093311384
9,0.092148125,0.092323266
10,0.09117351,0.09160818
11,0.088840514,0.08903542
12,0.08769679,0.0872662
13,0.08556489,0.08466436
14,0.08390957,0.082627304
15,0.0829282,0.08187417
16,0.08403757,0.08306363
17,0.08365303,0.0822953
18,0.082933456,0.08123433
19,0.08213821,0.08001743
20,0.08133264,0.0790325
21,0.08042737,0.07812353
22,0.08026992,0.07809928
23,0.07981218,0.07761115
24,0.07925824,0.07706397
25,0.07898082,0.076598674
26,0.07874611,0.07611798
27,0.078896575,0.07625162
28,0.07974796,0.07700537
29,0.08039474,0.0776442
30,0.08073576,0.078174636
31,0.081195824,0.07859316
32,0.081665374,0.07922453
33,0.081738316,0.07938111
34,0.08158093,0.07926393
35,0.08170002,0.07931165
36,0.08191327,0.07961233
37,0.082117684,0.07995007
38,0.0827462,0.080723
39,0.08266304,0.08061584
40,0.08255936,0.08060004
41,0.08241085,0.08039107
42,0.082409866,0.08029
43,0.082510024,0.08027906
44,0.08243137,0.08022986
45,0.08245988,0.08026201
46,0.08274912,0.08059446
47,0.08315626,0.08105338
48,0.08338552,0.081273966
49,0.08381958,0.08139757
50,0.083859116,0.08154546
51,0.084254414,0.08199961
52,0.08448147,0.08232893
53,0.08473613,0.08271279
54,0.08470044,0.08273935
55,0.0843724,0.08227009
56,0.08431505,0.0823156
57,0.08444991,0.08240722
58,0.08431425,0.08227021
59,0.08450865,0.08255379
60,0.08445316,0.08248087
61,0.08478519,0.082986064
62,0.08523399,0.083462514
63,0.08599103,0.08430323
64,0.086351186,0.084740125
65,0.086512364,0.08501097
66,0.086802974,0.08547533
67,0.0870913,0.08580721
68,0.08742998,0.08621842
69,0.08757051,0.08649331
70,0.08766753,0.086731166
71,0.08781668,0.08681331
72,0.08775515,0.08675824
73,0.088087745,0.0870571
74,0.08820508,0.087236464
75,0.088172816,0.087268695
76,0.08819878,0.08723793
77,0.088125944,0.08714569
78,0.08806471,0.087035775
79,0.08805297,0.086993836
80,0.088001765,0.08694421
81,0.08805391,0.08702425
82,0.08789156,0.08684455
83,0.08780146,0.08672749
84,0.08776773,0.08672943
85,0.087689,0.08673578
86,0.08761075,0.086752795
87,0.08760064,0.086777404
88,0.08788875,0.087235615
89,0.08779796,0.08716302
90,0.08777762,0.087092444
91,0.0877534,0.087073505
92,0.08753716,0.08680784
93,0.08762145,0.08692003
94,0.08781834,0.08715377
95,0.087875456,0.087241754
96,0.08864546,0.08809551
97,0.0886847,0.08814649
98,0.088703506,0.088237956
99,0.088734694,0.08834277
100,0.08853945,0.08806144
101,0.08855003,0.08809687
102,0.08852838,0.0880693
103,0.08854591,0.0880837
104,0.08868204,0.088345304
105,0.088919565,0.08867304
106,0.089093894,0.088941105
107,0.088977896,0.08881585
108,0.088923015,0.0888159
109,0.088812046,0.08870753
110,0.088573836,0.08845504
111,0.088361636,0.08823753
112,0.08832656,0.088280186
113,0.08865857,0.08880407
114,0.08865791,0.088720895
115,0.08909342,0.08932704
116,0.08951443,0.089910746
117,0.08953531,0.08989299
118,0.08953583,0.089947835
119,0.089590475,0.09006024
120,0.08957778,0.09003191
121,0.0894184,0.08984471
122,0.089228,0.08958776
123,0.08899483,0.089302614
124,0.08928842,0.08956278
125,0.08916874,0.08944545
126,0.08916151,0.08945756
127,0.08909234,0.08941769
128,0.08921342,0.08961557
129,0.089211814,0.089635685
130,0.089103654,0.08950004
131,0.089057416,0.08946281
132,0.0889518,0.089367546
133,0.08894072,0.08940267
134,0.08894652,0.08943555
135,0.08886371,0.08936676
136,0.088723674,0.08920665
137,0.088529564,0.088981755
138,0.08832387,0.08874266
139,0.0881525,0.08855311
140,0.08817283,0.08861833
141,0.08807086,0.08850335
142,0.0882125,0.08861155
143,0.08809525,0.088496245
144,0.08793963,0.08832362
145,0.08779597,0.08811951
146,0.087615095,0.08791003
147,0.08740454,0.08767
148,0.08720649,0.08745968
149,0.08706457,0.08729436
150,0.08694868,0.08719637
151,0.08675104,0.08696362
152,0.08660833,0.08680865
153,0.086436346,0.08660807
154,0.0863084,0.08644013
155,0.08613279,0.086236045
156,0.08597952,0.08604376
157,0.08581342,0.08586336
158,0.085690275,0.08573125
159,0.085498855,0.08549045
