step,token_id,decoded
1,28741,A
2,16444,compass
3,349,is
4,264,a
5,27555,navig
6,1249,ational
7,10623,instrument
8,1307,used
9,354,for
10,23689,determining
11,5007,direction
12,28723,.
13,661,It
14,9566,typically
15,12335,consists
16,302,of
17,264,a
18,12485,magnetic
19,25710,needle
20,5995,hous
21,286,ed
22,3416,inside
23,264,a
24,25162,protective
25,3274,cas
26,288,ing
27,28725,","
28,690,which
29,3569,points
30,5083,towards
31,272,the
32,8599,Earth
33,28742,'
34,28713,s
35,12485,magnetic
36,6120,north
37,304,and
38,6287,south
39,1160,pol
40,274,es
41,28723,.
42,2,</s>
