step,token_id,decoded
1,28755,M
2,3450,agn
3,1468,ets
4,771,work
5,1059,through
6,272,the
7,12814,principle
8,302,of
9,9386,magnet
10,1443,ism
11,28725,","
12,690,which
13,349,is
14,264,a
15,1212,type
16,302,of
17,4274,force
18,369,that
19,6842,attract
20,28713,s
21,442,or
22,1558,rep
23,1190,els
24,6697,objects
25,28723,.
26,851,This
27,4274,force
28,349,is
29,7334,caused
30,486,by
31,272,the
32,6249,movement
33,302,of
34,3206,elect
35,13455,rons
36,2373,within
37,272,the
38,12485,magnetic
39,3388,material
40,28723,.
41,1684,When
42,989,two
43,9027,magn
44,1468,ets
45,460,are
46,4248,brought
47,2848,close
48,2553,together
49,28725,","
50,652,their
51,12485,magnetic
52,5080,fields
53,14113,interact
54,28725,","
55,13098,causing
56,272,the
57,9027,magn
58,1468,ets
59,298,to
60,2477,either
61,6842,attract
62,442,or
63,1558,rep
64,301,el
65,1430,each
66,799,other
67,28725,","
68,10085,depending
69,356,on
70,652,their
71,18159,orientation
72,28723,.
73,851,This
74,20757,phenomenon
75,349,is
76,2940,due
77,298,to
78,272,the
79,11854,fundamental
80,4735,nature
81,302,of
82,3206,elect
83,26804,romag
84,20527,netic
85,5080,fields
86,304,and
87,349,is
88,7974,essential
89,297,in
90,4118,various
91,8429,applications
92,28725,","
93,1259,such
94,390,as
95,297,in
96,2808,mot
97,734,ors
98,28725,","
99,1350,gener
100,3117,ators
101,28725,","
102,304,and
103,12485,magnetic
104,16100,lev
105,5174,itation
106,4918,systems
107,28723,.
108,2,</s>
