step,head_agreement
0,
1,0.27659506
2,0.5460697
3,0.44818398
4,0.33693638
5,0.4288852
6,0.65061796
7,0.44295797
8,0.5470175
9,0.53223884
10,0.44315636
11,0.34382895
12,0.41047704
13,0.41505146
14,0.60271466
15,0.43951726
16,0.55441403
17,0.55011904
18,0.4906361
19,0.5160403
20,0.56491077
21,0.37423804
22,0.46695077
23,0.5590785
24,0.54777575
25,0.3568624
26,0.29446134
27,0.47591975
28,0.4157166
29,0.49824467
30,0.5102054
31,0.73007673
32,0.55146617
33,0.5813583
34,0.5685861
35,0.5810138
36,0.4724881
37,0.70054334
38,0.57775277
39,0.49421814
40,0.33781046
41,0.3611023
42,0.4471655
43,0.61368823
44,0.52565974
45,0.41591948
46,0.39379463
47,0.48977566
48,0.46624848
49,0.4474264
50,0.5237166
51,0.54569376
52,0.53206056
53,0.46957675
54,0.40970513
55,0.49102843
56,0.68167996
57,0.5294611
58,0.5126
59,0.48773116
60,0.4808208
61,0.43295902
62,0.33833796
63,0.4546603
64,0.47212118
65,0.3388402
66,0.40699476
67,0.38405356
68,0.45649675
69,0.44330338
70,0.47335464
71,0.46231052
72,0.32937866
73,0.29839963
74,0.3978784
75,0.33241412
76,0.41968912
77,0.4995424
78,0.6533552
79,0.46295857
80,0.4338741
81,0.49266964
82,0.5141483
83,0.5637831
84,0.48996842
85,0.41679236
86,0.370731
87,0.27653775
88,0.36465362
89,0.3886746
90,0.35854948
91,0.40099177
92,0.38214642
93,0.40108475
94,0.35516536
95,0.41442674
96,0.48699906
97,0.42790955
98,0.42983243
99,0.49400046
100,0.3845613
101,0.41436568
102,0.3825484
103,0.5127321
104,0.58586633
105,0.4599953
106,0.37841868
107,0.26249236
