step,token_id,decoded
1,28741,A
2,1179,good
3,1832,friend
4,349,is
5,2493,someone
6,693,who
7,349,is
8,13457,loyal
9,28725,","
10,27729,supportive
11,28725,","
12,4893,trust
13,25336,worthy
14,28725,","
15,304,and
16,13227,reliable
17,28723,.
18,1306,They
19,460,are
20,736,there
21,354,for
22,368,you
23,1938,during
24,1179,good
25,2421,times
26,304,and
27,2607,bad
28,28725,","
29,304,and
30,590,they
31,1316,help
32,368,you
33,1059,through
34,3796,difficult
35,11846,situations
36,28723,.
37,1306,They
38,7105,listen
39,298,to
40,574,your
41,4418,problems
42,304,and
43,2111,give
44,368,you
45,7478,advice
46,28725,","
47,304,and
48,590,they
49,460,are
50,1743,always
51,7813,willing
52,298,to
53,305,l
54,416,end
55,264,a
56,8538,helping
57,1021,hand
58,28723,.
59,330,A
60,1179,good
61,1832,friend
62,349,is
63,2493,someone
64,693,who
65,22338,cares
66,684,about
67,368,you
68,304,and
69,5659,wants
70,298,to
71,1032,see
72,368,you
73,4610,happy
74,304,and
75,6053,successful
76,28723,.
77,2,</s>
