0.067842625,0.3131546,0.25130245,0.24278857,0.23283719,0.24078147,0.20743631,0.2161351,0.35580218,0.38192213,0.30386895,0.38383335,0.24867374,0.34851912,0.36066806,0.31817263,0.2956997,0.35052758,0.2657422,0.24887806,0.2571688,0.36301878,0.24790816,0.19932541,0.24232675,0.21538986,0.3162139,0.24728449,0.36924198,0.31431708,0.23844,0.21401297,0.23365466,0.21698177,0.26291856,0.24516079,0.3783764,0.22906333,0.22140509,0.34824783,0.234134,0.26035422,0.3032197,0.22226879,0.2150912,0.28195897,0.3225569,0.27353504,0.21116222,0.20236419,0.22242534,0.20734033,0.31118017,0.17515323,0.28980294,0.34031746,0.16426894,0.17085752,0.34069344,0.18649265,0.20532256,0.19199446,0.17675792,0.18482661,0.15040493,0.19359443,0.20811562,0.20161371,0.26100594,0.21552886,0.3112853,0.18868335,0.1928433,0.2051402,0.24370939,0.2140135,0.29330167
0.28036872,0.4249291,0.17107198,0.18711765,0.27303407,0.18548332,0.22783428,0.24109241,0.27714428,0.3828329,0.23572129,0.39761096,0.19260986,0.33742,0.37729898,0.332978,0.23986952,0.70020205,0.2128432,0.25222525,0.22001159,0.40197155,0.24838702,0.23625982,0.1701387,0.19269308,0.34071183,0.1734972,0.3824703,0.34831178,0.22857139,0.15879719,0.23466152,0.25494772,0.20459253,0.17993061,0.69082606,0.19965501,0.17521371,0.4043269,0.22819066,0.16404638,0.33720267,0.18292055,0.21928628,0.18815231,0.3477107,0.31496394,0.21119075,0.22977623,0.20469856,0.16643752,0.38354713,0.15488486,0.28690726,0.37573007,0.15718772,0.12477885,0.64335805,0.17745307,0.14216748,0.15886734,0.2337045,0.15215446,0.19668965,0.19270493,0.2348513,0.19131824,0.30301383,0.14811087,0.39305088,0.16451526,0.20226489,0.15869182,0.2969411,0.18636246,0.61485225
0.21372968,0.013083247,0.20995358,0.21742567,0.23543546,0.22289822,0.20206477,0.20215684,0.23852305,0.28384325,0.25374267,0.3048286,0.2110597,0.32731846,0.29310158,0.2851411,0.2150445,0.39549193,0.2572171,0.21117878,0.19635275,0.24813917,0.39651045,0.15558757,0.19818828,0.18535829,0.27582586,0.20344505,0.29063246,0.27672136,0.25242347,0.17181312,0.3401719,0.20180734,0.21100982,0.20621622,0.41570842,0.246899,0.17920524,0.24895166,0.23253906,0.18568751,0.26226494,0.18425214,0.34049088,0.19459088,0.2704177,0.25842825,0.24378765,0.1957607,0.20128728,0.18269962,0.23089102,0.17390017,0.40062082,0.31108794,0.14246385,0.13697869,0.3790982,0.167104,0.16250244,0.16747683,0.17956625,0.17390452,0.15997918,0.17294055,0.16730957,0.2810484,0.23080458,0.17290813,0.21884586,0.15940975,0.32476452,0.16166335,0.2205354,0.16975924,0.38250017
0.17376433,0.04701864,0.19184206,0.23007356,0.3360488,0.17076463,0.2898598,0.24751142,0.23936416,0.26082823,0.24093781,0.30742285,0.17650943,0.27874202,0.26686147,0.29055876,0.2098077,0.3104535,0.23699717,0.2764219,0.19696236,0.40830687,0.18857332,0.261346,0.16983795,0.13735308,0.31672674,0.176766,0.30033,0.34301963,0.21829157,0.15421274,0.18800405,0.2764716,0.19283125,0.19643103,0.30964884,0.22778496,0.17875504,0.2751541,0.1950794,0.16532864,0.36110833,0.20011906,0.17474738,0.19149119,0.2842602,0.3318639,0.22291979,0.29457477,0.19588163,0.16899133,0.3236628,0.20041692,0.20400347,0.3616019,0.1359758,0.13971214,0.31631318,0.21475245,0.14486657,0.17946422,0.3053754,0.12594935,0.27203014,0.13667805,0.25015298,0.13616937,0.2888239,0.1560279,0.31412202,0.14608632,0.14534567,0.15205406,0.26889223,0.1497479,0.3111559
0.49120483,0.2921977,0.30587417,0.31484637,0.32183608,0.3264418,0.27319166,0.34063885,0.43424875,0.38242918,0.39868274,0.37063113,0.325653,0.35036045,0.37253484,0.37854278,0.3981289,0.3588647,0.32767996,0.2847536,0.2505842,0.30664665,0.24997015,0.20974937,0.2715977,0.24759308,0.33712485,0.29345742,0.33321112,0.32258567,0.23473342,0.20261148,0.23421761,0.24414086,0.3306137,0.2701995,0.33872736,0.3024616,0.298638,0.32217658,0.27591386,0.2831735,0.3138569,0.26826456,0.22666027,0.31165,0.3164849,0.3070759,0.21230352,0.214671,0.26669878,0.24461924,0.28373197,0.20122671,0.21480235,0.33669838,0.23019354,0.2169375,0.32054114,0.20028755,0.24340895,0.24698827,0.25236502,0.25828573,0.2114456,0.22946869,0.24772386,0.21964526,0.30181363,0.2892422,0.2884148,0.21969675,0.20704214,0.2837679,0.29155466,0.28288394,0.30144632
0.27096373,0.30543968,0.24608147,0.23527256,0.17886499,0.26466522,0.11744513,0.17677335,0.36247167,0.110029735,0.38763523,0.1097322,0.3432621,0.30478466,0.108795546,0.14121178,0.30614632,0.1600627,0.21522556,0.16579272,0.17878643,0.1981723,0.17216147,0.18778722,0.23247688,0.22938906,0.13212611,0.25510255,0.10160853,0.13431577,0.1826421,0.19977312,0.17111881,0.24727449,0.3242624,0.30816692,0.15267766,0.21141666,0.25848538,0.230884,0.17614512,0.30828843,0.12936491,0.23886421,0.1665508,0.27404812,0.09488579,0.122661814,0.17337923,0.15486243,0.23258056,0.31056806,0.21782565,0.2120551,0.2605097,0.2778868,0.25007814,0.19111912,0.14089166,0.18435246,0.21945663,0.21106966,0.15618771,0.23777425,0.10312644,0.23196205,0.17614028,0.157958,0.118875735,0.21988228,0.20636559,0.16408673,0.15401469,0.26006386,0.11535016,0.29380354,0.133345
0.8164826,0.39172867,0.26941043,0.26700795,0.2330851,0.29983655,0.13338429,0.22905849,0.44700277,0.3356925,0.4590848,0.33269438,0.4038099,0.29390624,0.3248844,0.35745206,0.37970197,0.35029072,0.24695273,0.17337203,0.18946064,0.32969743,0.18057337,0.2587343,0.24958742,0.27076662,0.3407836,0.30234456,0.30893388,0.34029272,0.16390882,0.1745022,0.17734139,0.30402413,0.41197273,0.27499068,0.3227707,0.23461783,0.3118704,0.27704364,0.20337026,0.36396822,0.31143352,0.31437483,0.16823317,0.29971257,0.28335294,0.3059851,0.15281361,0.15755679,0.26586163,0.35615036,0.26616555,0.2950053,0.17872542,0.42176232,0.24767072,0.22440058,0.29611763,0.30030176,0.22301023,0.21933275,0.18461838,0.2504333,0.10794303,0.24726686,0.1663087,0.15659072,0.28401995,0.23982416,0.24516799,0.18698776,0.15356556,0.3049557,0.2805384,0.36630654,0.28215277
0.4998525,0.30920768,0.38834277,0.3409572,0.33559313,0.38838753,0.24404119,0.30531022,0.3755577,0.3320321,0.39896697,0.34191042,0.3010538,0.32120818,0.32466358,0.274082,0.38937196,0.31373036,0.29915327,0.31328997,0.26970056,0.3512329,0.31826028,0.27453476,0.37525973,0.28494748,0.30138066,0.33740073,0.3491274,0.3112603,0.29248697,0.38069788,0.31926066,0.30715695,0.34365028,0.28785113,0.30118215,0.2681372,0.23425962,0.30370128,0.34808928,0.33740982,0.27758077,0.33313724,0.28233245,0.38079226,0.33482498,0.2996983,0.28360906,0.33305928,0.39253908,0.29264244,0.34796482,0.28837043,0.2751525,0.3843052,0.30386546,0.21222964,0.30800232,0.27924347,0.33221197,0.28930235,0.2734788,0.32725948,0.18447725,0.19591476,0.20982678,0.24223296,0.24979584,0.34798867,0.30228618,0.23965922,0.25968,0.2809251,0.25911674,0.36853933,0.30887914
0.35728127,0.4515261,0.44974208,0.4403676,0.41676572,0.4715788,0.35454854,0.41593957,0.58360535,0.3096997,0.5766829,0.31190327,0.4664413,0.4394896,0.31296152,0.35563937,0.5359185,0.36951897,0.48476675,0.41010305,0.4429034,0.3879314,0.41126564,0.40172786,0.45317918,0.38418162,0.3524117,0.45105872,0.30663186,0.34804472,0.44633147,0.3835995,0.40243852,0.3797625,0.5213195,0.5421602,0.3651718,0.48244372,0.5128161,0.41982323,0.44665322,0.49291882,0.34932843,0.4594245,0.40452564,0.5139279,0.30947515,0.34960952,0.4415324,0.40062892,0.45843032,0.5267118,0.41784912,0.4639543,0.35094333,0.5860436,0.41340828,0.40119228,0.36824018,0.41523507,0.44071677,0.42905134,0.40249515,0.46569481,0.34169072,0.46040127,0.37651107,0.4012521,0.35490918,0.44822195,0.42356804,0.40224406,0.39917776,0.46365973,0.35443807,0.49789146,0.37127686
0.46966267,0.5260373,0.47749484,0.46317598,0.4459337,0.49682987,0.38499796,0.44455603,0.63273996,0.47705823,0.6125811,0.47958308,0.4785035,0.49858496,0.47936112,0.46909004,0.55302775,0.55710936,0.5307588,0.44111976,0.47589388,0.43200403,0.44684643,0.41386983,0.4819656,0.41575202,0.4813372,0.5049513,0.4933689,0.4835258,0.4715622,0.41336226,0.44923282,0.41206804,0.5742858,0.5575928,0.56175184,0.5297113,0.5602759,0.44319415,0.5055363,0.5425885,0.485235,0.51070416,0.44958708,0.5201517,0.48595145,0.47521165,0.4681835,0.4386829,0.4838918,0.568259,0.43525591,0.5639231,0.44627753,0.62964815,0.40537113,0.4687813,0.54442143,0.5023167,0.48261625,0.4668108,0.45040274,0.49917522,0.3882057,0.48402727,0.41217202,0.44223928,0.46732143,0.48100108,0.4297281,0.43620586,0.4412286,0.5033874,0.4637585,0.50471795,0.54104704
