step,entropy
0,
1,2.8450816
2,0.83524865
3,0.07846314
4,0.04286032
5,0.078699455
6,0.10823495
7,0.09543683
8,0.0134772025
9,0.6797019
10,1.4588698
11,1.2515144
12,0.62238306
13,2.4269922
14,0.111004785
15,1.593637
16,0.62936234
17,0.0067510316
18,0.37857404
19,1.6358787
20,0.040540677
21,0.82410324
22,0.34223837
23,2.2331629
24,0.4128829
25,5.317249e-05
26,1.0940253
27,0.0028923599
28,0.45481724
29,2.4224348
30,0.2903034
31,0.84385526
32,2.4509452e-05
33,0.00060991576
34,0.0036636472
35,0.26308787
36,1.3003724
37,0.83479244
38,0.0007351765
39,0.79173195
40,4.1970157e-05
41,1.7819144
42,0.014083216
43,0.01305002
44,0.8947729
45,0.08759977
46,0.34737703
47,1.0386052
48,0.8778231
49,2.5469518
50,0.12089746
51,0.33839574
52,0.030586556
53,0.0005474495
54,1.0183772
55,3.1748707e-05
56,0.13162458
57,4.498944e-05
58,0.4885339
59,0.0022895092
60,0.16422087
61,0.04267902
62,0.0002778911
63,0.028743938
64,0.00545252
65,0.08367851
66,0.89530873
67,0.012303582
68,1.3844506
69,0.996135
70,0.05909881
71,0.6971528
72,0.0017701462
73,0.27433592
74,1.3424807
75,1.0475258
76,0.8239748
77,0.0076913177
78,0.8334253
79,1.370553
80,1.2069852
81,0.08986465
82,0.015052709
83,1.5402793e-05
84,3.172941e-05
85,0.026338415
86,1.6068933
87,1.576315
88,1.4735396
89,0.2798304
90,1.2057016
91,0.45062584
92,0.00065405085
93,0.30287814
94,0.99839795
95,0.55198914
96,0.06289941
97,0.16780841
98,0.00011244816
99,0.0015219147
100,0.0027233826
101,0.75884855
102,0.7407931
103,1.1123288
104,0.7832506
105,0.32063577
106,0.42237663
107,0.5756152
108,0.19882187
109,0.68328995
110,0.2720983
111,0.80472684
112,1.259274
113,0.7872429
114,1.8532235e-06
115,0.0004996378
116,0.6251431
117,0.4763896
118,0.6034489
119,2.2219545e-05
120,0.00018468643
121,0.0039421646
122,0.0009574038
123,2.2694895
124,0.68900996
125,1.2745398
126,0.5934047
127,0.7055774
128,0.017654207
129,0.014696311
130,0.036756556
131,0.42663592
132,0.77370495
133,0.0216727
134,0.73806506
135,4.133693e-05
136,0.0014508109
137,0.013019568
138,0.25029942
139,1.5295832
140,7.864757e-06
141,0.00021225815
142,5.235878e-05
143,2.6117601e-05
144,0.015732884
145,0.5995889
146,0.96366847
147,0.70499027
148,3.0118681e-05
149,0.72615874
150,0.8220838
151,0.06901522
152,0.7055062
153,2.1108823
154,0.06502502
155,6.188837e-05
156,0.6924661
157,0.2233111
158,0.73022616
159,0.07383476
