0.16534057,0.058039214,0.07946236,0.09651572,0.097786605,0.10689759,0.13185997,0.050505146,0.09672934,0.16580993,0.24645051,0.11834231,0.052551784,0.088824406,0.06065778,0.032775227,0.03647154,0.12580238,0.2040923,0.12379271,0.057171844,0.07310576,0.06935903,0.08954945,0.07436742,0.118374236,0.070367225,0.049786575,0.042329926,0.023519713,0.05753748,0.015207538,0.09417391,0.22450508,0.31702492,0.22150643,0.08233771,0.054129485,0.12273156,0.08346428,0.06336662,0.091401435,0.09566466,0.13200003,0.1108765,0.05699561,0.033911187,0.02250736,0.03144276,0.05219314,0.042455766
0.04106738,0.02816761,0.10226791,0.11760803,0.03916414,0.059111446,0.08512871,0.081465974,0.046656106,0.052019317,0.13150576,0.036795657,0.027261011,0.051902723,0.02870093,0.04265937,0.028236581,0.065596715,0.09189169,0.07035512,0.028979734,0.04672498,0.03157933,0.065201096,0.06708641,0.09532703,0.08240784,0.03168309,0.053728048,0.035338532,0.053665973,0.060415138,0.10013458,0.09008581,0.11602182,0.079941645,0.080140084,0.06465377,0.06375148,0.066930145,0.068303205,0.040542826,0.071614444,0.11698842,0.06777883,0.03305874,0.09210109,0.049141645,0.08089947,0.12456392,0.09751468
0.16975453,0.11636036,0.23067476,0.30495527,0.15349923,0.21776864,0.20319243,0.20932892,0.090699166,0.19191772,0.2521401,0.09660162,0.08096116,0.10349487,0.14507936,0.07507979,0.057549283,0.067796305,0.14432882,0.17500123,0.13774231,0.14540778,0.14965165,0.1235689,0.12444287,0.07976846,0.06766577,0.11315792,0.0705696,0.091521874,0.086832464,0.065594256,0.08430657,0.14785984,0.11664915,0.092879966,0.07624354,0.07756086,0.1279065,0.07737806,0.045187254,0.10062513,0.11466367,0.06636036,0.06937048,0.20982192,0.097855486,0.11302409,0.162289,0.052609213,0.10776029
0.3053199,0.20043296,0.21153452,0.20573151,0.2337037,0.22018094,0.26964584,0.12916441,0.09263697,0.10272837,0.21756385,0.08054233,0.09798988,0.13679883,0.09088639,0.07130919,0.06806815,0.07347429,0.10690191,0.08461286,0.07721015,0.1314641,0.11519373,0.25367752,0.11042155,0.1643476,0.083731495,0.11133908,0.07854999,0.07170221,0.18659805,0.049460117,0.10111793,0.1611353,0.08200599,0.1108482,0.10196151,0.06491364,0.16792913,0.08724842,0.030269211,0.18372014,0.18900195,0.06503917,0.13582925,0.15433198,0.13748361,0.06739137,0.13587385,0.20629627,0.17563847
0.31234962,0.32362843,0.23777072,0.16575523,0.10014336,0.13226454,0.47983393,0.24850537,0.3074346,0.14091799,0.17599836,0.066846065,0.21299823,0.2699674,0.124747716,0.31717196,0.13226376,0.19397576,0.10554836,0.07019321,0.16720343,0.14753242,0.19359852,0.23628378,0.07507514,0.15435211,0.09310308,0.22086209,0.067924365,0.056356966,0.107674226,0.14710982,0.36224723,0.22275724,0.33393446,0.40617633,0.08677208,0.11233765,0.4036314,0.28696132,0.21442465,0.08347018,0.12538122,0.1539437,0.13099916,0.06445454,0.07656812,0.16217601,0.19955012,0.21150626,0.23026967
0.059989773,0.115364105,0.07187504,0.051743053,0.08963072,0.10419999,0.19843543,0.11991812,0.045707338,0.025970541,0.039556604,0.052760594,0.18293369,0.13887855,0.008831777,0.03424304,0.019477284,0.030082416,0.033702496,0.026762215,0.049837686,0.030979937,0.09654566,0.080592476,0.08927549,0.07888737,0.07350858,0.04633076,0.04765136,0.0656397,0.04738539,0.08560935,0.17257497,0.0880297,0.15050195,0.20906426,0.1283564,0.09669973,0.2635549,0.19961669,0.16397062,0.026032839,0.052797202,0.12338403,0.05245109,0.036001544,0.03977233,0.06450839,0.07193697,0.07523093,0.055509992
0.29254648,0.22632754,0.26987478,0.3127645,0.3068108,0.42474386,0.34378693,0.48482797,0.17826606,0.18392259,0.16974229,0.17854568,0.36548072,0.5036306,0.0736481,0.05609782,0.04297179,0.08052206,0.122935325,0.12645349,0.29778603,0.16254953,0.33757743,0.27897513,0.25128776,0.35324618,0.20215644,0.14863601,0.15741456,0.1533995,0.1870464,0.39589155,0.668314,0.55293363,0.31790522,0.8141516,0.505013,0.3847325,0.7141396,0.7024875,0.52431536,0.085584596,0.2404517,0.4603285,0.23745462,0.25947216,0.27589667,0.35628605,0.2962165,0.4788914,0.36273086
0.070301324,0.021862132,0.037120976,0.09150936,0.0648502,0.068076156,0.094246194,0.11986423,0.08011467,0.046476856,0.037852038,0.01890222,0.07536518,0.11368973,0.061209407,0.08021456,0.039838407,0.091141,0.06766683,0.028697776,0.042619314,0.053394265,0.073374666,0.083478436,0.0398072,0.08034352,0.045012828,0.033274043,0.031650968,0.029434267,0.041745976,0.049031164,0.059763055,0.044828538,0.08822147,0.12309499,0.028233094,0.049475253,0.095871136,0.07523704,0.06510932,0.035553437,0.09093207,0.16833815,0.050866503,0.0059754634,0.011124302,0.026955152,0.045725215,0.066322625,0.054771237
0.16228543,0.09979864,0.07441961,0.089626886,0.03902866,0.03887521,0.08615309,0.078922905,0.05187296,0.0740461,0.07002842,0.0275944,0.025854884,0.05889002,0.09566277,0.03219538,0.029039497,0.044931564,0.10102335,0.06371745,0.028053729,0.056397557,0.041437384,0.04545087,0.09296338,0.051078893,0.038615964,0.056959588,0.031199513,0.026507992,0.028067248,0.046110716,0.061990142,0.057199076,0.20726342,0.060618594,0.08214773,0.06443969,0.073399715,0.04607751,0.06352453,0.023718033,0.03391349,0.032105368,0.027511042,0.05774844,0.14701846,0.065347,0.072483376,0.109812066,0.03847009
0.017490976,0.071048215,0.06870475,0.33402553,0.105292715,0.1333533,0.11692831,0.2549643,0.07098326,0.058670532,0.036405977,0.011611957,0.06410815,0.14091456,0.044172533,0.013489597,0.024177799,0.04269157,0.031253163,0.0609588,0.06673928,0.049888656,0.18408515,0.19586302,0.115062,0.3388807,0.14294165,0.100249365,0.079979256,0.11260736,0.266824,0.15614206,0.07519207,0.23515315,0.07984167,0.39658913,0.15048492,0.22528192,0.22603832,0.11411721,0.057287376,0.17126822,0.082939684,0.10190561,0.2914041,0.04583104,0.06731185,0.08063061,0.07995583,0.028501423,0.13043985
