step,head_agreement
0,
1,0.20497717
2,0.2284374
3,0.19942771
4,0.16148779
5,0.18196619
6,0.2629631
7,0.22643583
8,0.20393859
9,0.24547286
10,0.22779892
11,0.18542214
12,0.2241725
13,0.24250752
14,0.32119852
15,0.3421853
16,0.40838227
17,0.24887134
18,0.2257105
19,0.24499178
20,0.21241112
21,0.23999408
22,0.23037699
23,0.21412876
24,0.22145267
25,0.21845758
26,0.20780395
27,0.17783067
28,0.21480876
29,0.23092954
30,0.18422006
31,0.1909464
32,0.22383584
33,0.22356655
34,0.2803938
35,0.24521036
36,0.21328786
37,0.24320504
38,0.27240017
39,0.18988168
40,0.22352827
41,0.21949936
42,0.14945944
43,0.177088
44,0.19883947
45,0.16581215
46,0.20992227
47,0.23156305
48,0.1730744
49,0.1941103
50,0.24826917
