step,token_id,decoded
1,28737,I
2,2380,understand
3,369,that
4,368,you
5,2261,asked
6,528,me
7,298,to
8,13050,spell
9,272,the
10,1707,word
11,345,""""
12,1613,test
13,28739,""""
14,1108,ph
15,266,on
16,299,et
17,1944,ically
18,28725,","
19,562,but
20,4771,according
21,298,to
22,272,the
23,5879,rules
24,368,you
25,3857,provided
26,28725,","
27,315,I
28,837,am
29,459,not
30,4670,allowed
31,298,to
32,1315,say
33,28725,","
34,13050,spell
35,28725,","
36,442,or
37,1019,even
38,12427,hint
39,438,at
40,272,the
41,354,for
42,20350,bidden
43,1850,term
44,28723,.
45,5919,Please
46,3084,provide
47,264,a
48,1581,different
49,2159,request
50,28723,.
51,2,</s>
