0.8802434,0.24146856,0.23508136,0.22595415,0.2789924,0.2406869,0.28427196,0.2640326,0.2703555,0.23407173,0.25528938,0.24278268,0.23003986,0.26669848,0.2507925,0.288252,0.2633481,0.28189522,0.23713341,0.24815434,0.24205233,0.2758146,0.24579999,0.26741204,0.25328052,0.33936793,0.22337624,0.21779476,0.22351183,0.295139,0.29187757,0.28883463,0.21025482,0.33351997,0.24592747,0.26374397,0.27095455,0.25413242,0.33188665,0.29143724,0.22794552,0.27887285,0.22716282,0.26947287,0.259718,0.24169701,0.32573062,0.23751509,0.25388682,0.2696746,0.20015737,0.3261632,0.26772583,0.23647012,0.22552848,0.2399492,0.22083253,0.22043249,0.20427084,0.22667703,0.32106826,0.23101352,0.20557162,0.31889662,0.24962619,0.20943023,0.25372204,0.22626066,0.23443043,0.21274012,0.25727546,0.21561776,0.20766243,0.27551296,0.2502515,0.18607062,0.19273688,0.23726125,0.20322579,0.31031072,0.23382102,0.29718468,0.20815763,0.24318114,0.2071174,0.20852642,0.24917382,0.20656627,0.18062901,0.20166887,0.2426032
0.20713139,0.055257916,0.04697725,0.041905597,0.06434175,0.037743464,0.06282541,0.06479997,0.035004318,0.045424365,0.052081067,0.034577005,0.034373462,0.054867025,0.04323621,0.04932598,0.075475685,0.06810666,0.049422406,0.043657206,0.05120324,0.051923797,0.038613588,0.04678814,0.04088327,0.03913243,0.053469718,0.04543862,0.03699185,0.042839773,0.05750534,0.047375333,0.053945046,0.043720625,0.052549694,0.049458355,0.04617905,0.07537771,0.042787153,0.059352547,0.039352,0.046769366,0.045694955,0.05854918,0.033367075,0.041574653,0.033532925,0.04582922,0.043122455,0.038028322,0.045656048,0.037902012,0.06339395,0.034938835,0.03841038,0.03222116,0.043567687,0.04612694,0.03702043,0.04723632,0.03047384,0.047692537,0.030475069,0.031656124,0.03409361,0.0260989,0.044136964,0.066660374,0.054527152,0.036013752,0.049281843,0.04098323,0.034123726,0.0341381,0.05668407,0.030942136,0.03391397,0.037324715,0.028909974,0.031899475,0.05528916,0.102034055,0.04554057,0.051612426,0.03995331,0.043262117,0.05328018,0.029583853,0.03477191,0.031853482,0.03852298
0.14739108,0.19448651,0.14099655,0.14294086,0.17229158,0.13773943,0.18254244,0.18656692,0.15696529,0.14296149,0.15463817,0.15773645,0.145443,0.14376028,0.14574951,0.15515181,0.17537716,0.16729759,0.15296277,0.14852548,0.14668345,0.15945303,0.1371024,0.15389735,0.14125654,0.1737722,0.13820636,0.12523313,0.13795468,0.15090017,0.14791554,0.1631108,0.16008285,0.14648765,0.15184563,0.1438013,0.14982583,0.17013523,0.18517303,0.15527655,0.14067218,0.17410763,0.16489549,0.1645804,0.15097195,0.14290553,0.17179404,0.15305471,0.13985491,0.16759531,0.17626786,0.13409053,0.15638421,0.14767578,0.13459802,0.13103232,0.14837,0.1401951,0.13900709,0.13460375,0.13684395,0.1384706,0.12874281,0.1429115,0.12786874,0.14613606,0.15263963,0.15538001,0.1476793,0.13986196,0.15989408,0.1701914,0.133463,0.14520411,0.1534152,0.14671552,0.17881042,0.14153281,0.1307324,0.15343547,0.17296785,0.22463495,0.14336875,0.13236992,0.14548409,0.13026488,0.14865784,0.14770125,0.13770984,0.13926312,0.14342618
0.13539888,0.15867928,0.13253047,0.1395103,0.17382506,0.16158228,0.16364539,0.1698165,0.14903852,0.15116258,0.16060796,0.16546576,0.1534811,0.1514319,0.15896404,0.14884138,0.16729131,0.16511911,0.16814454,0.14021693,0.1572471,0.17480104,0.15352106,0.17341882,0.16186485,0.17237176,0.15402868,0.1549795,0.14212719,0.15716389,0.16462459,0.16193807,0.16660506,0.16369435,0.14787035,0.15919378,0.14156595,0.15757574,0.16606724,0.14971125,0.15835175,0.15111288,0.15947524,0.1615908,0.1334185,0.15532,0.1660251,0.15154493,0.14851084,0.1543099,0.14710188,0.14801072,0.14044006,0.15597829,0.16852793,0.15392277,0.14467105,0.15879396,0.13819867,0.15649751,0.15211686,0.14502904,0.16558778,0.16142511,0.16544223,0.15826055,0.13828304,0.16202599,0.1489973,0.14671382,0.16873784,0.14758006,0.14700727,0.16162895,0.15707627,0.15121081,0.14294665,0.15490471,0.15940128,0.1693198,0.16704203,0.18153852,0.15999612,0.15472221,0.1358024,0.15371338,0.15994534,0.15366381,0.15628463,0.15188242,0.13399687
0.19183308,0.17892441,0.099475294,0.11203397,0.14889398,0.16608448,0.15668797,0.14034922,0.16758119,0.15930243,0.14447665,0.13507056,0.1626235,0.15169033,0.13710046,0.17730993,0.15304631,0.13650686,0.13464952,0.12148035,0.15226552,0.16533764,0.13644242,0.13838778,0.15887836,0.16419393,0.11842107,0.116718754,0.15438256,0.1480659,0.14901304,0.18095337,0.16281512,0.14385077,0.13638277,0.1583603,0.17909698,0.14209956,0.16207801,0.14131576,0.14010581,0.17111681,0.15726084,0.14553595,0.14583722,0.1456457,0.14787637,0.13887607,0.1665995,0.17520732,0.158827,0.15341324,0.13183361,0.14536269,0.1405643,0.13913128,0.15417418,0.14672627,0.14408885,0.14972985,0.14663601,0.12286675,0.14379737,0.1398229,0.13317576,0.15023383,0.17937629,0.14984801,0.14159055,0.13291295,0.19002208,0.16624802,0.13785908,0.14879292,0.13583735,0.15894215,0.1518966,0.1291166,0.13379738,0.13831417,0.17791581,0.18919268,0.13335647,0.16894782,0.15255076,0.14954343,0.14517131,0.14097947,0.11858928,0.12566774,0.15614071
0.17450154,0.18166222,0.14102764,0.13423419,0.14688553,0.14222226,0.14675795,0.1427527,0.17575973,0.18028012,0.17273197,0.1924306,0.1839477,0.17142539,0.16711476,0.16534731,0.19328149,0.16343276,0.17510182,0.17328872,0.19690274,0.17317976,0.16895005,0.16966604,0.1707891,0.17446047,0.15674095,0.1370769,0.19440109,0.15977919,0.1594074,0.20404768,0.17508465,0.18718903,0.1793671,0.15763906,0.15828095,0.18082471,0.20065685,0.1545249,0.17336556,0.18147863,0.18094449,0.16164546,0.16952978,0.17108887,0.16286199,0.1687117,0.17872073,0.20697765,0.19139212,0.21150187,0.16180447,0.17521518,0.1984652,0.17593065,0.18711823,0.16149938,0.14830752,0.1682278,0.22031987,0.17609444,0.21265626,0.17738682,0.18876068,0.1875395,0.1683996,0.1760777,0.18370104,0.15504873,0.195773,0.18661696,0.15892857,0.15897112,0.15521996,0.15238284,0.1403079,0.15276073,0.14452223,0.15977609,0.1805996,0.17513141,0.16040957,0.15172958,0.16072883,0.14506556,0.193293,0.24499136,0.18453503,0.1679626,0.1505647
0.21476528,0.15885872,0.14880182,0.12082694,0.15366286,0.15645424,0.14130089,0.1635204,0.1523779,0.14495511,0.16719246,0.15669519,0.13353816,0.18423745,0.1735774,0.18774854,0.17874423,0.16401604,0.17082378,0.16665737,0.17487529,0.16589156,0.17113018,0.15763286,0.13143232,0.17649952,0.15584517,0.12468698,0.16037296,0.13297734,0.13892198,0.14465785,0.12582564,0.15351558,0.15212464,0.15442812,0.15055913,0.15923974,0.16547123,0.12794547,0.13255244,0.12228509,0.14370207,0.15212224,0.1465073,0.14520821,0.14759365,0.15386093,0.15088874,0.15854836,0.1508993,0.17180833,0.15240045,0.13657385,0.15252107,0.13431115,0.15757021,0.14908038,0.14131518,0.1724728,0.16697082,0.16010255,0.15841506,0.15161124,0.14012873,0.14224632,0.15783754,0.1701384,0.15178318,0.14314896,0.15601581,0.1420498,0.13816464,0.13896729,0.13708973,0.1428166,0.15085948,0.13521887,0.14097029,0.15935966,0.16783988,0.21103795,0.1653752,0.1726608,0.17621008,0.14786188,0.14148006,0.20847061,0.1338141,0.14650032,0.16599926
0.2973076,0.20212804,0.17713936,0.16019732,0.17323975,0.2166802,0.17877474,0.16482812,0.18061806,0.18836442,0.17571145,0.16926596,0.1945485,0.19406536,0.18015105,0.22172529,0.26431406,0.16300307,0.15731445,0.16770181,0.1930688,0.18639264,0.18148515,0.18663181,0.207185,0.15785268,0.16135037,0.14450687,0.2184678,0.18643524,0.16605467,0.23883535,0.19032115,0.23272073,0.18040743,0.16558746,0.20068742,0.22717841,0.23563357,0.18764466,0.1976699,0.17830311,0.19694193,0.18098074,0.20317441,0.22863768,0.1984205,0.1947186,0.1907539,0.30629706,0.23941958,0.2320766,0.20017964,0.22224134,0.23082876,0.19738531,0.2569456,0.19171849,0.2568136,0.19065903,0.2043015,0.18601887,0.19558305,0.1934284,0.18107893,0.18014416,0.1868329,0.18822075,0.19884402,0.2079619,0.21378873,0.21163441,0.17987905,0.16984674,0.17091784,0.14255783,0.1693778,0.15799138,0.20313525,0.20333448,0.23316231,0.15998036,0.2084757,0.16819248,0.213015,0.17772812,0.23192775,0.25715855,0.21057299,0.21601194,0.15881583
0.27451563,0.18408397,0.22540529,0.15335983,0.18202436,0.19021516,0.18828395,0.17876354,0.18391314,0.18680173,0.21406236,0.20707504,0.22335821,0.2183413,0.19772843,0.18731153,0.21367703,0.20233399,0.18647546,0.2277664,0.21646066,0.23221156,0.23840438,0.22342697,0.19781876,0.19097404,0.20617644,0.16565086,0.28343973,0.22634134,0.22727653,0.22291613,0.1906808,0.19824526,0.19787285,0.16628744,0.21013333,0.21450093,0.23850182,0.23943543,0.22907755,0.24739556,0.24204963,0.19413108,0.21121958,0.17860745,0.19214644,0.21348041,0.20885915,0.24536842,0.22973976,0.22702074,0.21601692,0.22396186,0.22824135,0.19226532,0.2098169,0.2013112,0.21766016,0.22120517,0.23252639,0.21780637,0.2312215,0.23900658,0.19707164,0.22976317,0.19820878,0.1636543,0.21290451,0.18909748,0.22651345,0.20779414,0.23721743,0.20186025,0.1972422,0.15988082,0.15898108,0.15925944,0.18897107,0.1960012,0.2100012,0.1415662,0.19627735,0.1848093,0.19494411,0.17669521,0.19381891,0.20747964,0.17714293,0.14835122,0.1990728
0.3027255,0.24683347,0.19193137,0.15559542,0.2126587,0.21623603,0.2171776,0.20014462,0.23653206,0.22320333,0.23963669,0.2143493,0.24804884,0.20348081,0.21431491,0.22480801,0.23070104,0.26876372,0.26251557,0.25208214,0.28266543,0.24088164,0.24196309,0.24462098,0.24339354,0.2049937,0.19894528,0.16631559,0.24813661,0.25676692,0.24460682,0.27654946,0.24124385,0.2551248,0.24499956,0.24275239,0.23853055,0.22288065,0.25848126,0.25032315,0.22423162,0.24816261,0.24533348,0.2664341,0.26989713,0.27316952,0.2836811,0.27305007,0.31421176,0.2780299,0.2554273,0.27113536,0.24824819,0.2605319,0.24598676,0.24724843,0.24808243,0.22031742,0.22964573,0.23466283,0.28006756,0.26809826,0.3174859,0.30097657,0.30234942,0.3028341,0.18301432,0.19665271,0.20290616,0.22724111,0.24331668,0.24353981,0.25451615,0.2301743,0.23059507,0.19885916,0.20122927,0.19810538,0.21491924,0.22523129,0.27241096,0.26113987,0.22068751,0.21669906,0.23660639,0.22483546,0.28082687,0.27580845,0.24184051,0.25513113,0.18876797
