step,head_agreement
0,
1,0.25436205
2,0.26448444
3,0.16950724
4,0.28428116
5,0.18778701
6,0.14499994
7,0.15274514
8,0.21742766
9,0.1625286
10,0.1738792
11,0.2468006
12,0.2412665
13,0.23725465
14,0.2751436
15,0.24004088
16,0.23102526
17,0.16021019
18,0.24327357
19,0.23952173
20,0.19470654
21,0.17771605
22,0.23020594
23,0.1838939
24,0.13746566
25,0.27060455
26,0.16307019
27,0.17647032
28,0.12162345
29,0.076162554
30,0.12975982
31,0.21764058
32,0.22878776
33,0.2526717
34,0.14962898
35,0.15818211
36,0.20494224
37,0.17595455
38,0.23285328
39,0.19517751
40,0.22572497
41,0.15713592
42,0.18382038
43,0.21787761
44,0.24809049
45,0.22897893
46,0.21455179
47,0.2403776
48,0.18674028
49,0.19303988
50,0.15092954
51,0.14947158
52,0.12745824
53,0.18916474
54,0.20363516
55,0.13016185
56,0.1488528
57,0.18178958
58,0.22802466
59,0.18160841
60,0.2668788
61,0.258125
62,0.20944813
63,0.23221594
64,0.2676567
65,0.37186536
66,0.40693182
67,0.46924755
68,0.39080113
69,0.37217286
70,0.31708938
71,0.30763125
72,0.20416324
73,0.18764023
74,0.23663984
75,0.19185276
76,0.23685186
77,0.19606313
78,0.17916895
79,0.10773383
80,0.1722285
81,0.14762913
82,0.20134012
83,0.24752675
84,0.20411032
85,0.21329917
86,0.26911366
87,0.13379934
88,0.19303587
89,0.089440204
90,0.15732029
91,0.19475755
92,0.28315085
93,0.20854563
94,0.22318257
95,0.19511601
96,0.16563024
