step,token_id,decoded
1,1083,I
2,29510,'
3,29483,d
4,1115,be
5,23806,delighted
6,1066,to
7,4866,share
8,1032,a
9,23837,fascinating
10,2407,fact
11,1452,about
12,3532,space
13,29576,!
14,7932,Did
15,1136,you
16,1641,know
17,1137,that
18,1032,a
19,2138,day
20,1124,on
21,10946,Ven
22,1149,us
23,1117,is
24,4542,longer
25,1589,than
26,1032,a
27,1647,year
28,1124,on
29,10946,Ven
30,1149,us
31,29572,?
32,1619,This
33,1117,is
34,1864,because
35,10946,Ven
36,1149,us
37,1427,has
38,1164,an
39,8393,extremely
40,4712,slow
41,15783,rotation
42,1124,on
43,1639,its
44,11790,axis
45,29491,.
46,1429,It
47,5115,takes
48,1452,about
49,29473,
50,29518,2
51,29549,4
52,29538,3
53,9367,Earth
54,2970,days
55,1122,for
56,10946,Ven
57,1149,us
58,1066,to
59,7348,rot
60,1148,ate
61,3095,once
62,1124,on
63,1639,its
64,11790,axis
65,29493,","
66,1330,but
67,1146,it
68,1210,or
69,8437,bits
70,1040,the
71,7825,Sun
72,1065,in
73,1544,just
74,1452,about
75,29473,
76,29518,2
77,29518,2
78,29550,5
79,9367,Earth
80,2970,days
81,29491,.
82,28794,Isn
83,29510,'
84,29475,t
85,1137,that
86,8445,intr
87,9267,igu
88,1056,ing
89,29572,?
90,1093,(
91,1782,The
92,1122,for
93,21118,bidden
94,2618,term
95,1117,is
96,1227,not
97,7851,mentioned
98,1065,in
99,1224,this
100,3667,response
101,3742,.)
102,2,</s>
