step,entropy
0,
1,0.06517379
2,9.762954e-05
3,1.2292536
4,0.07765274
5,1.5142691
6,2.3146348
7,1.6075368
8,1.4376044
9,0.5928371
10,0.3399654
11,1.359656
12,1.4363456
13,1.366576
14,0.5193433
15,1.239454
16,1.2071117
17,0.26838076
18,0.73198533
19,1.3847548
20,0.37348855
21,1.4721189
22,0.97855645
23,1.2427344
24,2.0758004
25,1.0937536
26,1.0150447
27,0.15386735
28,0.11351903
29,0.011703353
30,1.3972008
31,0.15707238
32,0.23020004
33,0.48897135
34,0.48031372
35,0.19925295
36,0.101786464
37,0.0036510387
38,0.23094769
39,0.20321093
40,0.018965859
41,1.491343
42,0.004491664
43,1.0279622
44,0.45892173
45,0.00021810597
46,0.0004479626
47,0.0031331463
48,0.49946776
49,0.00017499407
50,0.001364334
51,0.13356934
52,0.9143188
53,0.084485486
54,0.116005026
55,1.4725701
56,0.34953162
57,0.00650273
58,0.12384074
59,0.82880336
60,0.70392317
61,0.5471436
62,0.0653161
63,0.0010888804
64,0.33684886
65,0.0032411185
66,1.0328852
67,0.1749803
68,0.0047973692
69,0.03908751
70,0.3421158
71,0.22094104
72,0.0004332105
73,0.011385379
74,0.019997505
75,0.7076959
76,1.4684355
77,0.017203536
78,0.001314502
79,3.5058612e-05
80,0.03514234
81,0.2718599
82,1.2322615
83,0.012351207
84,1.3354996
85,0.06827538
86,0.23806036
87,0.088206574
88,0.47311988
89,1.7467098
90,0.47694492
91,0.7866182
92,0.009718466
93,0.018744478
94,0.801826
95,0.009672756
96,1.5325549
97,1.113298
98,3.7770482e-05
99,0.18540227
100,1.191286
101,0.41073924
102,0.7025759
103,0.0253969
104,0.6722648
