k,cum_mean_std_all,cum_mean_std_mid
1,0.0855604,0.077202186
2,0.07953748,0.07283285
3,0.07731659,0.07171265
4,0.072439924,0.066259585
5,0.07004465,0.0646456
6,0.068855286,0.06390435
7,0.06603758,0.060837325
8,0.064517945,0.059444077
9,0.064190194,0.059129316
10,0.06323198,0.05767984
11,0.06634342,0.06121028
12,0.06522272,0.059962574
13,0.06431875,0.05908341
14,0.06377511,0.05872787
15,0.06356922,0.059017617
16,0.063483834,0.0589298
17,0.06331755,0.05847627
18,0.06305962,0.058208175
19,0.062454708,0.05723891
20,0.062187105,0.05706814
21,0.06188567,0.05695721
22,0.061654106,0.056748036
23,0.061470762,0.05665889
24,0.060737837,0.055769864
25,0.06016908,0.055176836
26,0.060200837,0.055431142
27,0.0625784,0.058476165
28,0.064263135,0.06060968
29,0.06418587,0.060690098
30,0.0648437,0.061676554
31,0.066231094,0.06369968
32,0.069906354,0.06773654
33,0.073976934,0.072505474
34,0.076842204,0.075178
35,0.079029016,0.07728352
36,0.08166063,0.08033873
37,0.08295131,0.08155942
38,0.08400632,0.082365856
39,0.08502151,0.083768465
40,0.08669271,0.08599367
41,0.086962365,0.08625661
42,0.08733526,0.08658882
43,0.087424606,0.086504646
44,0.08725063,0.08629115
45,0.08717974,0.08618961
46,0.086786225,0.085536696
47,0.08642978,0.08503164
48,0.08625305,0.08488494
49,0.08616833,0.08489799
50,0.08554333,0.08398659
51,0.08523016,0.083649844
52,0.085079044,0.08342639
53,0.08491086,0.08318294
54,0.08430146,0.082360454
55,0.08412689,0.08223539
56,0.084918454,0.083298445
57,0.085259646,0.083669916
58,0.08644889,0.085318334
59,0.08833436,0.08788595
60,0.08945393,0.08923509
61,0.091016576,0.09132985
62,0.09279651,0.0937892
63,0.09439772,0.09565454
64,0.09623388,0.097796895
65,0.09752846,0.09919177
66,0.09808483,0.09998567
67,0.098218046,0.10017853
68,0.09855197,0.10048697
69,0.09878365,0.10075319
