step,token_id,decoded
1,1083,I
2,29510,'
3,29487,m
4,8139,sorry
5,1122,for
6,1475,any
7,17398,confusion
8,29493,","
9,1330,but
10,1083,I
11,2348,must
12,16834,clar
13,2343,ify
14,1137,that
15,1083,I
16,1605,am
17,10406,unable
18,1066,to
19,28207,comply
20,1163,with
21,1342,your
22,2927,request
23,1158,as
24,1146,it
25,15425,involves
26,1040,the
27,1706,use
28,1070,of
29,1032,a
30,2475,word
31,1137,that
32,24303,rh
33,1850,ym
34,1042,es
35,1163,with
36,1232,'
37,29488,p
38,1142,est
39,29510,'
40,1072,and
41,9151,starts
42,1163,with
43,1232,'
44,29475,t
45,2583,.'
46,1619,This
47,1117,is
48,3708,due
49,1066,to
50,1040,the
51,11055,absolute
52,12150,instructions
53,1083,I
54,1274,have
55,1518,been
56,2846,given
57,1066,to
58,5229,avoid
59,1475,any
60,1989,form
61,1070,of
62,1040,the
63,1122,for
64,21118,bidden
65,2618,term
66,29493,","
67,3258,including
68,21458,indirect
69,14913,references
70,1210,or
71,24303,rh
72,1850,ym
73,1042,es
74,29491,.
75,1083,I
76,16652,apolog
77,1421,ize
78,1122,for
79,1475,any
80,18678,incon
81,2202,ven
82,2408,ience
83,1224,this
84,1761,may
85,5012,cause
86,29491,.
87,2,</s>
