step,head_agreement
0,
1,0.20624132
2,0.28350958
3,0.16973671
4,0.2110576
5,0.23272471
6,0.21455763
7,0.18591948
8,0.2890369
9,0.23622529
10,0.2923165
11,0.22970313
12,0.28273636
13,0.2051945
14,0.21786469
15,0.30163214
16,0.22187741
17,0.25042883
18,0.18861963
19,0.2689215
20,0.17822213
21,0.2088206
22,0.23350307
23,0.2169474
24,0.28399253
25,0.21261269
26,0.2212703
27,0.2231985
28,0.21543066
29,0.24305159
30,0.27117246
31,0.27307883
32,0.28195214
33,0.28603128
34,0.17726661
35,0.15546806
36,0.11859519
37,0.15071966
38,0.15802974
39,0.18090956
40,0.22208971
41,0.15443157
42,0.19309805
43,0.13059498
44,0.23249595
45,0.26712698
46,0.2344774
47,0.2554769
48,0.258623
49,0.25594205
50,0.18839154
51,0.18029748
52,0.2070168
53,0.21393864
54,0.17800874
55,0.16714425
56,0.15599772
57,0.2815223
58,0.21068616
59,0.27407244
60,0.25042823
61,0.24259438
62,0.21988475
63,0.21580835
64,0.17077467
65,0.22153005
66,0.17516321
67,0.13277006
68,0.22289903
69,0.2761624
70,0.21811436
71,0.28445697
72,0.32653138
73,0.24276933
74,0.24813682
75,0.23121767
76,0.29633588
77,0.17630148
78,0.21391976
79,0.14688914
80,0.3212705
81,0.23626323
82,0.0610272
83,0.10875134
84,0.12109229
85,0.14916179
86,0.20954509
