k,cum_mean_std_all,cum_mean_std_mid
1,0.103685394,0.11280806
2,0.092403315,0.095216125
3,0.08002824,0.07865734
4,0.07336077,0.069937125
5,0.0696728,0.06489865
6,0.06588608,0.060407784
7,0.06709085,0.06209171
8,0.071513474,0.0677176
9,0.07288642,0.069856726
10,0.07215668,0.06842737
11,0.06995418,0.06581326
12,0.06799177,0.06341822
13,0.067165375,0.06205877
14,0.06580448,0.06043667
15,0.06666554,0.061176922
16,0.069526725,0.06368134
17,0.07091052,0.065853536
18,0.07053169,0.06522421
19,0.06992061,0.06434323
20,0.06870015,0.06288904
21,0.068158165,0.062086985
22,0.06827437,0.062545046
