step,per_step_all,per_step_mid
0,0.13471574,0.14886779
1,0.10938022,0.10846966
2,0.090260886,0.08710628
3,0.10404639,0.11009359
4,0.08827254,0.08887747
5,0.08327114,0.081197284
6,0.084471226,0.07949871
7,0.09842169,0.095867686
8,0.0995251,0.10208416
9,0.10431233,0.10483863
10,0.09502603,0.09419191
11,0.10147201,0.102961905
12,0.09846603,0.093952864
13,0.08724921,0.08633696
14,0.109357655,0.10937398
15,0.10104828,0.105559394
16,0.13982582,0.15777439
17,0.12334448,0.1296079
18,0.093024135,0.09098771
19,0.09421731,0.09781933
20,0.10658515,0.11104444
21,0.12011872,0.13206668
22,0.12823595,0.14406997
23,0.13414823,0.15094422
24,0.13535175,0.1447921
25,0.15928689,0.18207574
26,0.14664586,0.16213681
27,0.17638643,0.2134348
28,0.19928677,0.23612346
29,0.17690857,0.18736964
30,0.19983415,0.21531501
31,0.17966028,0.1810309
32,0.15350923,0.17061788
33,0.1277996,0.13612404
34,0.11914873,0.11541848
35,0.12322599,0.12416379
36,0.13804117,0.15324858
37,0.15022048,0.16958864
38,0.16283663,0.18201457
39,0.09717145,0.094232924
40,0.09679929,0.093637064
41,0.08010466,0.07610831
42,0.09206091,0.09577067
43,0.108127385,0.10162499
44,0.07869709,0.0759983
45,0.086011395,0.081288956
46,0.14692445,0.17016736
47,0.16029109,0.17996618
48,0.18558991,0.20061012
49,0.20155095,0.22193107
50,0.16691966,0.16662818
51,0.14911667,0.15750049
52,0.17406881,0.19487782
53,0.19912697,0.2341694
54,0.1604345,0.17012219
55,0.20828645,0.24656096
56,0.16622226,0.17963229
57,0.20077147,0.23196892
58,0.14839204,0.16123925
59,0.19552965,0.22859383
60,0.18544523,0.217477
61,0.13085796,0.15183698
62,0.15017876,0.17295906
63,0.1552735,0.18857951
64,0.1468332,0.15570435
65,0.124677345,0.13243331
66,0.11291221,0.11835706
67,0.12137007,0.12089186
68,0.14370121,0.15930559
