0.020053169,0.019119311,0.056004677,0.0134021025,0.085973315,0.052625153,0.033246126,0.09985844,0.07690764,0.09728864,0.07557858,0.18872865,0.15044509,0.11184845,0.21141842,0.105705105,0.05914438,0.08476805,0.13687837,0.0846394,0.07647542,0.035029124,0.07592808,0.089995466,0.07756663,0.10425965,0.13787822,0.10955773,0.14012483,0.68073297,0.9295523,0.37171462,0.11883015,0.032684255,0.14908494,0.050332136,0.043970563,0.07913949,0.08760726,0.028640801,0.03184561,0.12226132,0.057817362,0.03785275,0.040137086,0.052708443,0.06986327,0.17300561,0.8925489,0.98688114,0.104108475,0.03626029,0.04803914,0.072342515,0.1179714,0.14631125,0.120865256,0.54235667,0.31506923,0.21758105,0.111076996,0.09129474,0.09277454,0.055107553,0.06369225,0.04599814,0.13186848,0.042409733,0.03964703
0.06572663,0.06430746,0.11660027,0.16294274,0.20053111,0.074168235,0.0516115,0.11451234,0.070036806,0.08962132,0.14664462,0.1799293,0.2230479,0.25156286,0.24822614,0.15579899,0.059687857,0.050935816,0.21099809,0.2812376,0.11877111,0.087044835,0.07742409,0.23324868,0.07724134,0.082041,0.2539508,0.07794716,0.16006123,0.1281135,0.47940987,0.43689728,0.065753095,0.10760961,0.3048861,0.075624935,0.10260155,0.37079817,0.16545847,0.11257907,0.084286936,0.11027009,0.13769946,0.45195457,0.16272454,0.20442979,0.06427379,0.0832567,0.15863675,0.61827344,0.041601192,0.029220093,0.029327981,0.051381532,0.13881844,0.06732825,0.10070908,0.21994086,0.3268636,0.25883973,0.26674867,0.1474154,0.075357445,0.0729643,0.10714396,0.08830228,0.105520025,0.46906167,0.14016055
0.1902591,0.023094367,0.008325586,0.016579073,0.05189938,0.0955376,0.14096542,0.1734023,0.07963371,0.23609526,0.2738552,0.43989658,0.36739814,0.22248773,0.33331674,0.08436868,0.25015,0.47386655,0.35207474,0.23199616,0.5100057,0.45825464,0.46825507,0.91793716,0.41608286,0.28108028,0.47499076,0.51537037,0.54186153,0.40932086,0.980758,0.72029525,0.53061116,0.20346922,0.28960517,0.13305299,0.19625117,0.62737995,0.78022295,0.13853,0.06256396,0.094117515,0.1497606,0.48475826,0.1624361,0.13372356,0.3817487,0.931943,0.78727084,0.99668324,0.6030737,0.23838858,0.36806586,0.33005938,0.32944828,0.1890867,0.19046476,0.34135005,0.73245966,0.35757273,0.7203617,0.30183247,0.42652297,0.29494953,0.46261793,0.5709014,0.57308125,0.6661532,0.3356362
0.15012552,0.09809675,0.087438695,0.10943138,0.15703626,0.17224208,0.13795044,0.3151932,0.25491524,0.31697333,0.34449798,0.27680105,0.22885816,0.192369,0.1878626,0.18411943,0.19586095,0.3152485,0.17912716,0.16973123,0.13568488,0.2539013,0.36611092,0.5729683,0.4836692,0.7055504,0.53511834,0.59357363,0.72608227,0.8408715,0.9888871,0.874976,0.6724868,0.29477027,0.6344262,0.36353648,0.53520286,0.8818419,0.7567864,0.13667001,0.11565327,0.12835945,0.118667334,0.10353573,0.10179288,0.07979642,0.46793768,0.9164177,0.9628513,0.9987066,0.6942834,0.5414897,0.8186358,0.86969686,0.59840906,0.86687404,0.3865879,0.71975267,0.47580788,0.56124943,0.8070239,0.59757245,0.68493855,0.50988173,0.6457175,0.6025631,0.30926588,0.3424667,0.54589325
0.31029865,0.17829403,0.18735912,0.324734,0.2479388,0.2631719,0.19442964,0.18487872,0.27715164,0.21874523,0.2110673,0.25690842,0.19487466,0.15372796,0.25510478,0.16019908,0.24723683,0.13206336,0.19772434,0.2741381,0.13054521,0.1126827,0.10648234,0.17766653,0.099236324,0.24144524,0.1552459,0.4798093,0.4280183,0.10702732,0.3309172,0.17172034,0.17280708,0.1512107,0.2556118,0.09616715,0.2175534,0.2836336,0.40426135,0.28635797,0.2230741,0.1633235,0.2272477,0.13311118,0.2767329,0.21578433,0.22919668,0.2978185,0.22358522,0.33128148,0.33256036,0.2466397,0.26138973,0.2838745,0.092160225,0.30117226,0.19067542,0.36780295,0.17968607,0.24630034,0.25911015,0.1929394,0.19951105,0.31620258,0.09032567,0.17304939,0.36127314,0.063384555,0.288359
0.13511632,0.05918794,0.145973,0.071784765,0.0942965,0.09662699,0.059987955,0.08899967,0.11652362,0.08910129,0.03700728,0.12767704,0.10448352,0.07168203,0.09522296,0.025542615,0.07341945,0.084082805,0.10003207,0.08178526,0.04720206,0.049564194,0.04984567,0.111679606,0.07341772,0.06775293,0.02281119,0.07170511,0.02120139,0.117438406,0.08345366,0.04372493,0.044527393,0.06317469,0.048988905,0.036653746,0.0139536625,0.03542198,0.031583566,0.019641334,0.041368924,0.0497556,0.010623325,0.012925221,0.045479838,0.02488444,0.037272885,0.10328199,0.1499,0.16903862,0.13656197,0.059317484,0.041816574,0.053567033,0.034450345,0.090615705,0.06211585,0.085584015,0.043850202,0.08022982,0.053288687,0.101717666,0.07043674,0.0577741,0.047475368,0.04783527,0.04525288,0.06257235,0.059697397
0.45312652,0.34211722,0.35794806,0.38994947,0.3555299,0.3167715,0.31890643,0.36218682,0.3584798,0.27525327,0.22606596,0.33195272,0.3686801,0.2981846,0.5769263,0.5447677,0.38656628,0.3087864,0.27972475,0.42521796,0.38657168,0.56549615,0.6424077,0.29297367,0.44158393,0.34459978,0.5383779,0.33959657,0.33647227,0.4922945,0.4589484,0.34306955,0.33369237,0.5033524,0.43387082,0.47769386,0.3417649,0.36671084,0.43521062,0.27037668,0.34328678,0.37859598,0.2423239,0.273918,0.31419477,0.2649215,0.36862832,0.44390517,0.5913751,0.54313135,0.31779805,0.22286198,0.2137564,0.22011827,0.16226687,0.293941,0.5053776,0.4884196,0.5911307,0.503322,0.32772362,0.48900273,0.4983393,0.37477973,0.21332315,0.19560945,0.24959292,0.346239,0.31961703
0.45836985,0.12760271,0.14213899,0.171823,0.10860889,0.115983576,0.06799325,0.082955435,0.10970011,0.25097996,0.05990227,0.1762233,0.12905422,0.11316355,0.23739886,0.046738688,0.2570864,0.25126693,0.2025813,0.15111975,0.10458232,0.23008749,0.28529584,0.3473464,0.41692498,0.56238556,0.4284604,0.36667112,0.46935892,0.25210664,0.40807307,0.35961854,0.38932338,0.26402983,0.4525052,0.23268256,0.3407611,0.45442626,0.42935354,0.36619613,0.32133493,0.17555644,0.40499616,0.27121413,0.30551174,0.3562523,0.37230527,0.463131,0.3676934,0.5159835,0.4177531,0.6011885,0.5664692,0.44941464,0.45223296,0.53217256,0.19952413,0.4230842,0.181817,0.34306592,0.32758468,0.2913277,0.15433592,0.30869895,0.31271368,0.4395873,0.49229348,0.31102043,0.32931176
0.29448733,0.10558062,0.10620529,0.13637336,0.12668526,0.13682365,0.18774179,0.17683771,0.11496338,0.21968395,0.122841686,0.25617808,0.20055194,0.12183714,0.21649198,0.18087631,0.26985747,0.13672169,0.21966337,0.2789633,0.11874443,0.11276954,0.13216017,0.177141,0.13310064,0.11974521,0.10132844,0.12588082,0.20447569,0.10987978,0.2730505,0.109761655,0.1238433,0.13400608,0.1666723,0.07646395,0.09158602,0.27864558,0.25443384,0.29762524,0.2617573,0.21134722,0.21350104,0.22438426,0.18537773,0.2039746,0.14427388,0.21296352,0.1111591,0.14205143,0.14012335,0.1667544,0.13318068,0.1290643,0.110686734,0.1779073,0.16646528,0.570021,0.16830254,0.41210148,0.1884535,0.13924815,0.15852371,0.15665515,0.20178825,0.20822097,0.24105664,0.06443176,0.1807109
0.12558118,0.084524214,0.20421448,0.16081685,0.25442943,0.12775381,0.11684939,0.1611679,0.23843208,0.16517346,0.20927992,0.21860816,0.23959929,0.17549379,0.17071058,0.18923636,0.13240585,0.10075569,0.18959281,0.22414389,0.14116696,0.10646233,0.1007585,0.11235874,0.115432926,0.10860693,0.1174893,0.15842538,0.1655087,0.20057516,0.21921897,0.18226236,0.08624575,0.10575206,0.12694336,0.07810457,0.06862134,0.13292548,0.23246168,0.13113151,0.120039366,0.13674077,0.12674035,0.112365805,0.1326061,0.10381753,0.093602255,0.13031057,0.28931278,0.320893,0.24775065,0.12637283,0.07569506,0.08226576,0.11554611,0.12026626,0.12823665,0.11748005,0.17009592,0.12263861,0.10167115,0.12069224,0.13740271,0.10868432,0.14097108,0.09206473,0.0817892,0.08600125,0.10446398
