step,head_agreement
0,
1,0.19683656
2,0.07283066
3,0.15510766
4,0.21080822
5,0.23380032
6,0.20540479
7,0.19116929
8,0.21188194
9,0.14660238
10,0.20976877
11,0.23967367
12,0.32303736
13,0.34967658
14,0.35563505
15,0.15056051
16,0.27387443
17,0.27206227
18,0.2771262
19,0.288803
20,0.3539556
21,0.3374495
22,0.40148744
23,0.31751707
24,0.31809732
25,0.25099325
26,0.27650648
27,0.3432661
28,0.39176333
29,0.3800988
30,0.26260394
31,0.2623964
32,0.2654139
33,0.3340388
34,0.29433638
35,0.30180138
36,0.25104806
37,0.13225824
38,0.100910366
39,0.25514686
40,0.24281728
41,0.28873038
42,0.3220676
43,0.22280386
44,0.25983903
45,0.30900463
46,0.24651417
47,0.20079958
48,0.23054829
49,0.29084903
50,0.2676477
51,0.29214278
52,0.33118454
53,0.2860926
54,0.26124832
55,0.14707485
56,0.28851727
57,0.3067963
58,0.33070362
59,0.22698186
60,0.2079852
61,0.31813425
62,0.34593472
63,0.34824598
64,0.3170103
65,0.28307712
66,0.2764238
67,0.17867388
68,0.12344963
69,0.18473499
70,0.10453572
71,0.120066874
72,0.16953677
73,0.22287367
74,0.23691934
75,0.2364783
76,0.23929343
77,0.104972124
78,0.20566502
79,0.2330553
80,0.16406809
81,0.2601882
82,0.42092896
83,0.34430298
84,0.35177255
85,0.2909296
86,0.25093675
87,0.2617398
88,0.30219248
89,0.3399645
90,0.23241292
91,0.14934266
92,0.14592396
93,0.087720625
94,0.19120185
95,0.12126176
96,0.11337619
97,0.25400203
98,0.25452143
99,0.36328727
100,0.2632903
101,0.4145307
102,0.36854976
103,0.20513882
104,0.26088575
105,0.26253337
106,0.30323878
107,0.20671795
108,0.25211886
109,0.33862558
110,0.39339137
111,0.22517554
112,0.2078739
113,0.18390141
114,0.19443274
115,0.07252261
116,0.12006113
117,0.12431099
118,0.17262621
119,0.13205874
120,0.13428652
121,0.12285374
122,0.11554461
123,0.12393645
124,0.15741749
125,0.14373921
126,0.25628015
127,0.2257175
128,0.20787214
129,0.2567985
130,0.25625598
131,0.23912089
132,0.15065627
133,0.181862
134,0.19500735
135,0.098061614
136,0.11067813
137,0.11670519
138,0.10579767
139,0.09765984
140,0.13802212
141,0.19938117
142,0.16350129
143,0.1916655
144,0.1858996
145,0.115392454
146,0.14641044
147,0.12812907
148,0.16874792
149,0.28857407
