step,token_id,decoded
1,1183,The
2,3157,job
3,1070,of
4,1032,a
5,4107,fire
6,1653,fig
7,29484,h
8,1128,ter
9,15425,involves
10,26935,responding
11,1066,to
12,22368,fires
13,1072,and
14,5945,emer
15,29489,g
16,6862,encies
17,29493,","
18,1207,ex
19,1925,ting
20,29486,u
21,6364,ishing
22,22368,fires
23,29493,","
24,1373,res
25,8108,cu
26,1056,ing
27,1673,people
28,1072,and
29,8990,animals
30,29493,","
31,1072,and
32,8269,providing
33,12611,emergency
34,6482,medical
35,4113,services
36,29491,.
37,2074,They
38,1539,work
39,1066,to
40,6089,protect
41,5389,lives
42,29493,","
43,4089,property
44,29493,","
45,1072,and
46,1040,the
47,5234,environment
48,1245,from
49,1040,the
50,6860,effects
51,1070,of
52,4107,fire
53,29493,","
54,1158,as
55,1930,well
56,1158,as
57,1567,other
58,18385,haz
59,2946,ards
60,2027,such
61,1158,as
62,11613,chemical
63,1436,sp
64,3535,ills
65,1072,and
66,4997,natural
67,1472,dis
68,25695,asters
69,29491,.
70,2074,They
71,1228,are
72,11666,trained
73,1066,to
74,1539,work
75,1065,in
76,1032,a
77,7445,variety
78,1070,of
79,20799,environments
80,29493,","
81,3258,including
82,10470,buildings
83,29493,","
84,6875,wild
85,20152,erness
86,5788,areas
87,29493,","
88,1072,and
89,2898,water
90,2272,ways
91,29491,.
92,2074,They
93,1761,may
94,1603,also
95,1115,be
96,8100,responsible
97,1122,for
98,29466,conducting
99,4107,fire
100,7429,safety
101,2256,ins
102,1154,pe
103,2076,ctions
104,1072,and
105,4368,educ
106,1845,ating
107,1040,the
108,1566,public
109,1452,about
110,4107,fire
111,7429,safety
112,29491,.
113,2074,They
114,1228,are
115,3376,often
116,1512,part
117,1070,of
118,1032,a
119,2686,team
120,1072,and
121,1539,work
122,1065,in
123,24341,shifts
124,29493,","
125,1158,as
126,22368,fires
127,1309,can
128,6032,occur
129,1206,at
130,1475,any
131,1495,time
132,29491,.
133,2074,They
134,1228,are
135,8742,essential
136,1566,public
137,7429,safety
138,8201,workers
139,1461,who
140,2426,put
141,1420,their
142,5389,lives
143,1124,on
144,1040,the
145,2175,line
146,1066,to
147,6089,protect
148,3431,others
149,29491,.
150,2,</s>
