k,cum_mean_std_all,cum_mean_std_mid
1,0.07752073,0.06946102
2,0.07430415,0.06692619
3,0.07685862,0.07036683
4,0.08127804,0.07759593
5,0.08474846,0.08233364
6,0.090373725,0.09016941
7,0.091352426,0.09106102
8,0.09246896,0.09240367
9,0.090922505,0.090488344
10,0.093102336,0.091692306
11,0.09226629,0.09117801
12,0.09233735,0.091393955
13,0.09314725,0.092241995
14,0.09480815,0.09474412
15,0.095828965,0.09600695
16,0.09718131,0.09782008
17,0.098336875,0.099458694
18,0.099556446,0.10101488
19,0.10057414,0.102470964
20,0.10120924,0.10337983
21,0.102402836,0.104743175
22,0.10255404,0.10497832
23,0.102429785,0.10475476
24,0.10262946,0.105041295
25,0.102171555,0.104351826
26,0.1014386,0.10336994
27,0.10097657,0.10279466
28,0.100464456,0.10220382
29,0.099964365,0.10151215
30,0.0998846,0.10136579
31,0.09973084,0.10139958
32,0.09962318,0.10106502
33,0.09933675,0.100748375
34,0.098988935,0.10033007
35,0.09894191,0.10042741
36,0.09956375,0.101254754
37,0.100210436,0.10196553
38,0.10046352,0.1022995
39,0.10128579,0.103194825
40,0.10107994,0.10296402
41,0.101458244,0.10351293
42,0.101649344,0.10371331
43,0.1021971,0.10421839
44,0.10218842,0.104134075
45,0.10240939,0.10446496
46,0.10245562,0.104468405
47,0.102603555,0.10466329
48,0.102341376,0.104260385
49,0.10216188,0.10387331
50,0.1018762,0.10345091
51,0.10193274,0.103464425
52,0.10197091,0.10346587
53,0.10284895,0.10425545
54,0.10255441,0.10392524
55,0.10246758,0.103858836
56,0.10228728,0.10364109
57,0.10270828,0.10427743
58,0.10321619,0.10494013
59,0.103587925,0.10537656
60,0.10388047,0.10579692
61,0.10399243,0.105951086
62,0.10430941,0.10642193
63,0.10477299,0.10703914
64,0.10521271,0.10759032
65,0.10563568,0.10815874
66,0.10613343,0.10870186
67,0.106819086,0.10953124
68,0.1073212,0.11019986
69,0.1078497,0.11092531
70,0.1082652,0.111523464
71,0.10877374,0.11226247
72,0.10894009,0.11239503
73,0.109340616,0.112986274
74,0.109642416,0.11332895
75,0.10988767,0.11370322
76,0.11026718,0.11420122
77,0.11075856,0.11483149
78,0.11085485,0.114982486
79,0.11106645,0.11528576
80,0.11112849,0.11539368
81,0.111072175,0.115348384
82,0.11116114,0.11555893
83,0.11121192,0.11568938
84,0.11174187,0.11619869
85,0.111838855,0.116372235
86,0.11201999,0.11667023
87,0.11212804,0.116875306
88,0.11230499,0.11721425
89,0.11234817,0.11732879
90,0.112273015,0.11723609
91,0.11216476,0.11711309
92,0.11198588,0.11693833
93,0.11196815,0.116977006
94,0.11174635,0.116574086
95,0.11205034,0.116980374
96,0.11204835,0.11700109
97,0.111856684,0.11667751
98,0.11147828,0.116206646
99,0.11115629,0.11583588
100,0.11086581,0.11547719
101,0.110498786,0.1149885
102,0.11019789,0.11458237
103,0.10982854,0.11411395
104,0.109501235,0.113732725
105,0.10938498,0.11358334
106,0.10903546,0.11310795
107,0.10879671,0.11280911
108,0.108561076,0.112547725
109,0.108412996,0.11241093
110,0.10833609,0.112368934
111,0.10839526,0.112510644
112,0.10828821,0.11237337
113,0.10826269,0.11237958
114,0.10819842,0.11229213
115,0.1080791,0.112152465
116,0.108045265,0.1120991
117,0.107832655,0.111829065
118,0.107564755,0.11149739
119,0.1073239,0.11124771
120,0.107218094,0.11113738
121,0.10708894,0.11095633
122,0.10677045,0.11059296
123,0.10673746,0.11043361
124,0.106521256,0.11018686
125,0.10623113,0.109820746
126,0.10604784,0.109625675
127,0.105796345,0.109339304
128,0.10555205,0.10906614
129,0.10556638,0.10913593
130,0.10588095,0.10955345
131,0.10615272,0.10996151
132,0.106372714,0.11024608
133,0.1065511,0.11051857
134,0.10655096,0.11057075
135,0.10653934,0.11063426
136,0.10668931,0.1107232
137,0.106508926,0.110506244
138,0.10661276,0.11068616
139,0.10702099,0.11128613
140,0.10738463,0.111762404
141,0.107758135,0.112259686
142,0.10845151,0.113183975
143,0.109140344,0.114069134
144,0.109832846,0.1149346
145,0.11009623,0.115132496
146,0.11051251,0.115668215
147,0.11119813,0.11656158
148,0.11143889,0.11689713
149,0.11168514,0.11719905
150,0.11215476,0.11785423
151,0.11273818,0.11866793
152,0.11327892,0.119402386
153,0.113880396,0.120165944
154,0.114405125,0.12087567
155,0.11475707,0.1212696
156,0.11530346,0.122033216
157,0.11586353,0.1227292
158,0.11639141,0.12334956
159,0.11693313,0.12390866
