0.047152758,0.045664392,0.03625214,0.03282778,0.06690519,0.11519507,0.10202259,0.11707749,0.26694036,0.14937823,0.11230136,0.12558627
0.43061304,0.27863148,0.3798589,0.33261508,0.23374201,0.17780718,0.12019989,0.2766226,0.67780864,0.6024285,0.49674812,0.39734736
0.055831138,0.13037764,0.12068939,0.2661804,0.16318154,0.1276228,0.18577076,0.13025838,0.25897855,0.37520093,0.35438868,0.3667015
0.27220035,0.31640223,0.29641506,0.34302896,0.23413983,0.15951104,0.19603103,0.32665482,0.6430389,0.6205962,0.36647433,0.3550463
0.13000181,0.24237573,0.29460415,0.37572634,0.22620207,0.15949406,0.23630086,0.2036085,0.47115546,0.5200142,0.49003422,0.36646688
0.48092368,0.21315968,0.24290921,0.22585995,0.4933489,0.31456238,0.45029554,0.37619156,0.4082479,0.30493805,0.28991488,0.46412492
0.2023693,0.12596606,0.04243703,0.069637634,0.17982034,0.21633261,0.27246603,0.25794223,0.26585552,0.37299392,0.20180264,0.30098966
0.5298588,0.53320086,0.480611,0.6245494,0.42570668,0.45596245,0.4090931,0.38066182,0.6180411,0.45229867,0.37190163,0.6476389
0.22124879,0.13207605,0.3832653,0.14599772,0.19356352,0.2212251,0.25084507,0.29695478,0.33169982,0.35677376,0.22319312,0.22524995
0.27875772,0.24253021,0.05894788,0.17746198,0.1771426,0.17509407,0.20275114,0.20203418,0.37292972,0.22457314,0.21602194,0.53213936
0.17591266,0.12790926,0.02965748,0.21761784,0.29138982,0.17997144,0.15840307,0.2141841,0.76394576,0.5374867,0.18715537,0.4778534
0.41196722,0.19094412,0.1658849,0.043900162,0.20176281,0.13987887,0.1703295,0.3955153,0.23734613,0.18879652,0.14598452,0.396181
0.7095764,0.76250994,0.81401783,0.80053633,0.8318991,0.2397444,0.5464085,0.58890086,0.93857956,0.7331116,0.43628684,0.828889
0.33819225,0.5207173,0.6128696,0.43762437,0.322208,0.1509467,0.264123,0.40133294,0.50577724,0.5562252,0.57765293,0.70402694
0.18311095,0.06991609,0.28042018,0.11723017,0.06639298,0.012955731,0.075515255,0.25951034,0.6418307,0.46786934,0.2880171,0.3130138
0.14272204,0.12222321,0.19296323,0.11242312,0.09088604,0.07265032,0.123787984,0.10475174,0.23757826,0.29345256,0.25696048,0.2221082
0.18155293,0.41196597,0.21594077,0.35821941,0.16426954,0.1093627,0.1245867,0.11891189,0.121210665,0.089411736,0.1469118,0.13222401
0.08588318,0.13034473,0.053574372,0.37225983,0.115913995,0.07502945,0.052716035,0.084171325,0.061550304,0.16083634,0.21391979,0.16808884
0.20383886,0.10896642,0.025669018,0.100728,0.11207146,0.21852483,0.15386005,0.13584961,0.1463095,0.15466422,0.07442914,0.094725735
0.23280488,0.27346963,0.0565568,0.39034897,0.081693254,0.057192825,0.0755152,0.12689102,0.2447556,0.25128877,0.203754,0.2799109
0.5067501,0.49671847,0.6448267,0.43786636,0.46938625,0.27485985,0.4293677,0.4000782,0.633185,0.5741529,0.5263823,0.53458065
0.08360552,0.24009311,0.14446722,0.5006385,0.441931,0.096904784,0.16722584,0.13675909,0.79163015,0.5721446,0.13623783,0.48824406
0.46104142,0.240611,0.91980124,0.7314898,0.37820068,0.0676905,0.100777194,0.16379964,0.674359,0.6924419,0.58656013,0.6853956
0.02499472,0.07969406,0.23101784,0.11387836,0.16079575,0.19558354,0.19510965,0.073440485,0.16799757,0.45185077,0.27388328,0.2792556
0.13961987,0.38088557,0.10916615,0.28532663,0.39556023,0.5244446,0.3839834,0.17869167,0.75027364,0.34037814,0.35823417,0.44469184
0.65676314,0.49579075,0.4789075,0.52591664,0.87013376,0.24928863,0.31576133,0.67302287,0.52123,0.37827572,0.44783124,0.35616866
0.39923346,0.053656727,0.15286821,0.08972051,0.034308426,0.040153068,0.045275927,0.022297533,0.25620085,0.29297063,0.28872588,0.0621077
0.4908477,0.2694529,0.15921465,0.45140296,0.7501865,0.39516643,0.19059499,0.37486666,0.75474274,0.53527695,0.58921254,0.43689167
0.29860294,0.31992584,0.3270043,0.37231568,0.32585493,0.12681292,0.13026428,0.18462746,0.7119975,0.6414831,0.384444,0.74140656
0.51785034,0.7126103,0.62444687,0.8757698,0.4395449,0.40812784,0.22689186,0.49241754,0.6935448,0.5253712,0.57291436,0.9212942
0.16988817,0.23119324,0.06948041,0.43260622,0.07089017,0.08719702,0.20932259,0.32684755,0.5301574,0.22177197,0.23765759,0.7102134
0.046690527,0.25358716,0.053788923,0.14657497,0.32315296,0.30155006,0.19623516,0.34891066,0.5856095,0.25873846,0.1752531,0.40734
