step,entropy
0,
1,1.1592122
2,0.043465883
3,0.57545614
4,0.00017285068
5,1.0051565
6,0.90215683
7,0.24766558
8,0.5549713
9,1.4804895
10,0.41917014
11,0.36493653
12,0.36769706
13,2.0996892
14,0.006078704
15,1.0899615
16,0.2946302
17,0.60834026
18,1.9622079
19,0.05775924
20,0.8904172
21,0.17820975
22,0.65685487
23,0.25510797
24,1.4818462
25,0.0004887749
26,0.0024957326
27,0.3990698
28,0.9619351
29,0.14849529
30,1.94142
31,1.1053706
32,2.0472178
33,0.8183228
34,0.0074662
35,1.0542201e-05
36,0.00022735137
37,0.43769845
38,0.575585
39,2.710036e-05
40,0.41655457
41,0.14808601
42,1.2499175
43,0.0010814166
44,0.100850955
45,1.2206954
46,0.30414957
47,0.91396964
48,0.21867171
49,1.2537102
50,0.22843698
51,0.0018117517
52,6.310613e-05
53,0.00032580545
54,0.0897146
55,1.3092031e-05
56,4.2696935e-05
57,3.016079e-05
58,0.17218277
59,0.5205342
60,0.267762
61,0.030840687
62,1.0137603
63,0.988207
64,1.2532761
65,1.8147748
66,1.9234455
67,2.3846378
68,0.058075834
69,0.671814
70,1.544222
71,0.1347372
72,2.1423066
73,2.2603462
74,2.011042e-05
75,0.46858898
76,0.9241875
77,1.2117524
78,0.0051033692
79,0.6242276
