0.16242273,0.16965483,0.14489688,0.16709404,0.15408751,0.17208965,0.15975942,0.1436018,0.19744629,0.16013096,0.16133687,0.1746252,0.14926688,0.17458247,0.13256359,0.13722296,0.1408206,0.14420652,0.1728515,0.18884589,0.14356694,0.16794422,0.16029224,0.16389945,0.14012676,0.1592836,0.14397706,0.17803884,0.16022386,0.1358661,0.1479729,0.1821586,0.16511391,0.14088735,0.14603491,0.14076687,0.119212836,0.15862964,0.13104567,0.14079832,0.137605,0.17569464,0.12663688,0.124889486,0.1325901,0.14652304,0.14380135,0.14236577,0.15877175,0.1543836,0.14275438,0.16356707,0.12429907
0.26143816,0.3445654,0.26105535,0.18266143,0.30207217,0.32554224,0.43801612,0.22300196,0.31985593,0.17882025,0.2098217,0.23829558,0.11253681,0.25355038,0.17076346,0.17987348,0.14495039,0.15798564,0.28315794,0.25187966,0.12528369,0.16733481,0.18072622,0.27543962,0.22137205,0.4553883,0.23984328,0.30352715,0.17567194,0.13704301,0.15253974,0.22132456,0.30534738,0.2604669,0.192014,0.24503359,0.16421527,0.34582457,0.17566505,0.21380237,0.33850613,0.5873953,0.6769448,0.27295652,0.20403871,0.2751591,0.26098782,0.39039844,0.49315646,0.19715562,0.32251787,0.20080048,0.118794724
0.13494289,0.19705394,0.29739845,0.26290047,0.15415345,0.19699644,0.25167808,0.1736841,0.31601444,0.19752033,0.24564597,0.24743585,0.15615253,0.22054563,0.16702107,0.20382403,0.16320083,0.14948118,0.2269134,0.26493615,0.1320036,0.16308048,0.17146644,0.25534737,0.21108335,0.22699839,0.18122941,0.2689568,0.204369,0.14931256,0.14443779,0.200137,0.19491605,0.1872213,0.14362612,0.19127864,0.13363352,0.2714278,0.16473544,0.17723967,0.20347254,0.2790619,0.26504222,0.14441213,0.14576572,0.2112446,0.20061556,0.18205483,0.19554807,0.15307808,0.26326394,0.24747868,0.12796424
0.17533883,0.4482131,0.26922426,0.2266353,0.28541645,0.31917256,0.24205358,0.18566021,0.32033828,0.16474609,0.23399767,0.21665896,0.14235355,0.30181012,0.21783695,0.23454651,0.1788278,0.23476513,0.24785335,0.20400578,0.13181086,0.20553513,0.15563911,0.1807829,0.14252159,0.18401526,0.1282663,0.25204113,0.16275518,0.16227941,0.17508315,0.23303165,0.21114485,0.17796399,0.14025132,0.18176442,0.11679772,0.2559776,0.24262418,0.24892934,0.21882635,0.29154733,0.38022855,0.2518227,0.19883826,0.15904276,0.18888566,0.1990579,0.32108432,0.17870641,0.20848885,0.21208747,0.16089223
0.0714821,0.09874356,0.08664626,0.07943542,0.11626555,0.15561475,0.124922834,0.22152469,0.11433454,0.13970894,0.08656201,0.10512392,0.14041059,0.083836466,0.13532132,0.13371082,0.14606562,0.119268246,0.09278372,0.09768415,0.11823648,0.12797491,0.13439798,0.11419729,0.09814285,0.087035105,0.116800435,0.0815619,0.08681079,0.22198077,0.17148796,0.14782467,0.104162484,0.08916205,0.09675472,0.10197415,0.11427678,0.08875299,0.10375633,0.09776831,0.07196146,0.080494955,0.096941344,0.16279,0.17133439,0.16911662,0.18540213,0.13124289,0.08210069,0.124122255,0.07338062,0.09169951,0.15093991
0.12940411,0.16049819,0.07214802,0.081354,0.16233216,0.15668945,0.114420496,0.17253688,0.070893854,0.08930689,0.055220004,0.09621955,0.10473829,0.07140815,0.13833003,0.13864315,0.10297366,0.09660558,0.08141054,0.09315711,0.12724093,0.09266834,0.093668215,0.092493825,0.107862465,0.09657446,0.101140544,0.0811386,0.09927184,0.21876,0.14303274,0.11458164,0.093579106,0.0776032,0.09900611,0.105156615,0.10273068,0.08530416,0.13909395,0.13716942,0.1000048,0.09294664,0.12068687,0.16895054,0.15245473,0.12485653,0.13524358,0.114448614,0.095090285,0.1268886,0.06959295,0.09972643,0.21883602
0.12604162,0.11930836,0.09216722,0.07884356,0.15219285,0.18240473,0.14302811,0.1490333,0.08664875,0.10151178,0.07921534,0.10086636,0.13197304,0.07778013,0.15186395,0.15989758,0.16770925,0.13913563,0.11504436,0.10242825,0.15918827,0.17260432,0.14171308,0.12670442,0.12725048,0.10129274,0.14862038,0.103835195,0.122781925,0.19046438,0.13360132,0.13545156,0.11845014,0.10812039,0.13086204,0.1319483,0.14422107,0.098352596,0.13944373,0.13891542,0.10527485,0.11025243,0.093146674,0.1923765,0.21779518,0.17365107,0.16539176,0.13345528,0.11787273,0.11852458,0.07271933,0.07593667,0.18538131
0.058710154,0.075377315,0.08716912,0.08425165,0.14224267,0.15121396,0.15009302,0.12151072,0.08225141,0.10650932,0.078298,0.118792444,0.13413167,0.087885715,0.07458474,0.11551807,0.1101635,0.10700523,0.112159856,0.1045993,0.14610852,0.15573592,0.16484322,0.16113974,0.14560857,0.1354922,0.13652284,0.11127781,0.14115173,0.18630254,0.14170848,0.12700401,0.12592731,0.08727115,0.1019726,0.10448538,0.08839355,0.10774053,0.07383897,0.090512976,0.10054738,0.105900116,0.11450361,0.095215976,0.1075371,0.12744723,0.1165103,0.15296566,0.15190808,0.15462,0.0889314,0.1058774,0.11358445
0.18726571,0.17801085,0.09395986,0.09583557,0.116496086,0.13625564,0.10766947,0.13912754,0.11753609,0.13647227,0.09625945,0.13285503,0.15885712,0.09530309,0.114813365,0.15354386,0.124436274,0.10014432,0.11475736,0.11762737,0.1288078,0.13069631,0.1230548,0.123224266,0.112097315,0.14187406,0.097730316,0.11043837,0.10229081,0.12721947,0.13540803,0.12742797,0.13223264,0.10917375,0.117682755,0.12010399,0.08849421,0.10964533,0.110683545,0.15371628,0.091098465,0.110446356,0.09844542,0.12402801,0.11168222,0.1151914,0.12465922,0.13412525,0.114035144,0.11194404,0.10248144,0.118402734,0.13915421
0.20295991,0.14669098,0.09719599,0.09241789,0.113766775,0.12765065,0.11023495,0.12110998,0.09007057,0.09769274,0.07514423,0.10671644,0.13501565,0.09570877,0.11374752,0.10935208,0.114814006,0.10432849,0.11143627,0.11971026,0.12753701,0.13001989,0.12496853,0.10524177,0.12451232,0.1257501,0.10585443,0.1069445,0.10734986,0.13623305,0.12404369,0.12788494,0.12617333,0.105939575,0.119383276,0.11653166,0.10100448,0.10328227,0.14052056,0.10580938,0.11531821,0.11171179,0.1066039,0.12977223,0.11774131,0.11380055,0.11647748,0.120489076,0.103376344,0.11473183,0.1002882,0.105087325,0.18557931
