0.28493798,0.10470331,0.05923451,0.048296366,0.23763998,0.16877468,0.048486833,0.024325566,0.10031365,0.2510235,0.3395141,0.12341913,0.10952788,0.1402477,0.028724473,0.046718705,0.08626586,0.016847841,0.09577463,0.02389152,0.026861513,0.014849067,0.034338746,0.018981898,0.0137771545,0.22090764,0.20051543,0.012562567,0.0107622305,0.040265426,0.05729525,0.03155398,0.01523857,0.01735408,0.023631444,0.038217627,0.036734287,0.07112901,0.035059687,0.02483819,0.25815487
0.2282748,0.009867683,0.08216013,0.070074946,0.1188942,0.10945195,0.04474411,0.02460545,0.022704972,0.048232224,0.3442349,0.09349038,0.06406753,0.10732351,0.07282422,0.06297363,0.047297414,0.020759383,0.015273174,0.021651145,0.018423531,0.047238305,0.028580353,0.019320374,0.027410338,0.29686007,0.15879643,0.066784084,0.024777688,0.030647136,0.033807453,0.05370292,0.039385628,0.02469572,0.034573413,0.035661247,0.027005494,0.026616214,0.01235361,0.02144407,0.112600625
0.029897679,0.030773291,0.02488235,0.034675937,0.1819578,0.12374931,0.0499168,0.02917147,0.08692609,0.09531617,0.08182775,0.08027298,0.043848407,0.1345227,0.04387891,0.07304021,0.033614043,0.03227056,0.08301956,0.018724538,0.019173903,0.017557777,0.016282639,0.021130184,0.01887624,0.08911506,0.18039133,0.038701463,0.027708687,0.027668785,0.025120031,0.039627254,0.03846916,0.014630393,0.02193877,0.039341863,0.020615047,0.031563006,0.011152048,0.036179923,0.114458434
0.18651737,0.074170746,0.025564061,0.037229452,0.05862979,0.036985636,0.009024282,0.034274142,0.013772628,0.06762916,0.15628393,0.15475033,0.22920482,0.38772613,0.062498014,0.023299336,0.095402226,0.019321114,0.021944134,0.012974528,0.0065170326,0.07870356,0.022849614,0.016105076,0.015939815,0.20865725,0.4146194,0.025408452,0.013069444,0.011862324,0.017012764,0.012227336,0.011391541,0.0033991085,0.0066593187,0.009614714,0.008207789,0.0068256245,0.0008273338,0.0019495983,0.08086967
0.09275804,0.03044632,0.15716518,0.1259147,0.20118491,0.10320758,0.025644964,0.037103318,0.056678772,0.03542079,0.06404382,0.05991973,0.07298525,0.14231789,0.013619238,0.027849527,0.024136664,0.014348931,0.05043947,0.019825922,0.020066049,0.02581179,0.045206983,0.019818036,0.007948657,0.050632287,0.1971117,0.010927995,0.014489885,0.037666682,0.046726916,0.014059136,0.010201548,0.012601689,0.0036203149,0.0108376155,0.020316228,0.025084691,0.0073667155,0.004734004,0.024777444
0.032635693,0.017867006,0.009967444,0.0074197054,0.012588486,0.026021395,0.018799715,0.021860618,0.011820293,0.009633354,0.010215601,0.0112205725,0.023764033,0.012205623,0.0180149,0.03115986,0.008867578,0.016133547,0.023474604,0.010229897,0.010422312,0.013170745,0.011461999,0.012733882,0.004865209,0.008698809,0.011234399,0.017063495,0.005352667,0.01772926,0.030831546,0.013989515,0.0041637463,0.013929943,0.007416726,0.010888231,0.025959825,0.024676211,0.012726324,0.0062009096,0.008807712
0.21417543,0.21623272,0.13892154,0.060644027,0.11169773,0.09130434,0.2192205,0.09341462,0.117020436,0.07825188,0.14441834,0.08703806,0.13091068,0.13340352,0.043460306,0.05116797,0.073278956,0.07529167,0.11380882,0.06645667,0.079321094,0.080219336,0.07456462,0.070898384,0.05453517,0.07942705,0.16315876,0.07680289,0.10802394,0.12898083,0.10621171,0.09425934,0.08563168,0.113979235,0.09099576,0.14654337,0.109078,0.16143055,0.13610323,0.107392326,0.06362445
0.042619005,0.047808815,0.15761966,0.05966004,0.09633377,0.09730229,0.059359487,0.06413639,0.050086766,0.0669532,0.08035597,0.058420423,0.055678602,0.17008066,0.03006949,0.05688412,0.039585326,0.03072879,0.1228854,0.0714032,0.07482601,0.036546323,0.059164714,0.054082595,0.04414242,0.06569214,0.25791588,0.031842403,0.045699444,0.059955116,0.09292998,0.07515443,0.019262739,0.037705097,0.026263392,0.039329708,0.07946883,0.10611753,0.02668639,0.028404754,0.03949631
0.039620295,0.032542847,0.025420567,0.0195501,0.018754633,0.05927874,0.066881694,0.02367248,0.020784363,0.016283253,0.034523197,0.04157379,0.021812685,0.019999033,0.035458766,0.06107743,0.05771051,0.024318548,0.024664404,0.019968994,0.027692646,0.036226112,0.013848546,0.024925195,0.023003293,0.027932018,0.026792796,0.040374584,0.036405724,0.026985485,0.036130983,0.034480076,0.042480994,0.053346,0.04307732,0.11978975,0.04582696,0.061016873,0.053047292,0.03255214,0.018753411
0.1288885,0.120721124,0.042173788,0.03317169,0.11796644,0.06674752,0.060688872,0.076498546,0.103287265,0.06821742,0.1045688,0.07997455,0.16182932,0.16195627,0.02259627,0.04366337,0.08490629,0.08876713,0.17930791,0.04803067,0.066631325,0.112995684,0.13636658,0.0712439,0.020348944,0.12157243,0.3818185,0.021744857,0.06022309,0.04577929,0.06495593,0.061614912,0.028007029,0.10268496,0.0212014,0.08412477,0.08974098,0.14050086,0.07438906,0.02294437,0.050886348
