k,cum_mean_std_all,cum_mean_std_mid
1,0.13487092,0.13998958
2,0.115512505,0.10989487
3,0.112368286,0.109879635
4,0.111005366,0.11043665
5,0.10752759,0.10736547
6,0.11015431,0.1120405
7,0.11084979,0.113615714
8,0.10989634,0.112219505
9,0.10672573,0.10815343
10,0.10403136,0.104663275
11,0.101744145,0.10196275
12,0.09998289,0.099449605
13,0.09978729,0.09969019
14,0.10528595,0.1074161
15,0.110388786,0.11463416
16,0.11507651,0.12096031
17,0.119680196,0.12585217
18,0.12412453,0.13104
19,0.1263494,0.13296646
20,0.12521958,0.13141666
21,0.12329499,0.12870018
22,0.12226057,0.12709247
23,0.12068208,0.124647915
24,0.11958175,0.12319505
25,0.118140794,0.12149631
26,0.11675613,0.11964654
27,0.11552004,0.1180924
28,0.11476839,0.11744139
29,0.114261456,0.116808906
30,0.11345311,0.1157869
31,0.11255442,0.11479261
32,0.11183436,0.11402181
33,0.11129368,0.113409
34,0.11042032,0.11243992
35,0.11018058,0.112205505
36,0.10974201,0.111665286
37,0.10969627,0.11175072
38,0.1097113,0.11193928
39,0.10973362,0.11203404
40,0.10991708,0.11233665
41,0.10998502,0.11222979
42,0.10985652,0.11207606
43,0.10981145,0.11207326
44,0.109977245,0.112437256
45,0.110162854,0.11271996
46,0.11009206,0.112650506
47,0.11003883,0.11267752
48,0.109992586,0.11268153
49,0.10955948,0.11218335
50,0.10955422,0.11222684
51,0.10974886,0.11257725
52,0.10993457,0.11285647
53,0.109881476,0.11281398
54,0.109824054,0.11282634
55,0.109768964,0.112876244
56,0.10988542,0.11311613
57,0.11011755,0.11346429
58,0.10967788,0.112949975
59,0.10941655,0.1126139
60,0.109068416,0.11213638
61,0.10855729,0.11158224
62,0.108137414,0.111105815
63,0.10775626,0.11074533
64,0.10735297,0.11029983
65,0.10727112,0.1103298
66,0.10723736,0.11039136
67,0.10757394,0.11084862
68,0.107510984,0.110854395
69,0.10770978,0.111184224
70,0.10787735,0.11146674
71,0.10782763,0.11135615
72,0.107763365,0.1113185
73,0.10788712,0.111478046
74,0.10779438,0.111418724
75,0.107537985,0.110970825
76,0.107401386,0.11072264
77,0.10751531,0.110641815
78,0.107288994,0.11037143
79,0.10724321,0.11038845
80,0.107015215,0.11017771
81,0.10671589,0.109837376
82,0.106698684,0.109903134
83,0.10652612,0.10972964
84,0.10633906,0.10957257
85,0.10622564,0.10951418
86,0.10589538,0.10909242
87,0.10556435,0.108712286
88,0.10534473,0.10852764
89,0.10508493,0.10822478
90,0.10497557,0.10815735
91,0.1049757,0.108181715
92,0.10513635,0.10846549
93,0.10530655,0.10871125
94,0.10526195,0.10872989
95,0.10527625,0.10882941
96,0.10522527,0.10877806
97,0.105030864,0.10856808
98,0.10492674,0.10844961
99,0.10473267,0.10827071
100,0.104458645,0.10796519
101,0.104139164,0.10760072
102,0.10392644,0.10735875
103,0.10384479,0.10727623
104,0.10382865,0.107307345
105,0.103851154,0.107348956
106,0.10376949,0.1073058
107,0.10374712,0.107347384
108,0.10371914,0.107272476
109,0.103706144,0.10722316
110,0.10366287,0.10714969
111,0.10360971,0.10709975
112,0.10352971,0.10697353
113,0.10353074,0.10694295
114,0.10344804,0.106829114
115,0.10338605,0.10671158
116,0.103238165,0.10651851
117,0.10374191,0.1071601
118,0.10355939,0.10690285
119,0.10354852,0.10689165
120,0.10336339,0.106654875
121,0.103263594,0.10656107
122,0.103089795,0.10637065
123,0.10300681,0.106244855
124,0.10286761,0.10611472
125,0.10287684,0.106166184
126,0.10285702,0.106113404
127,0.10291226,0.10620629
128,0.10286185,0.10613417
129,0.10284656,0.10614611
130,0.10285446,0.106163576
131,0.10295245,0.10635428
132,0.10297744,0.10645567
133,0.103017256,0.10653325
134,0.102962725,0.10645048
135,0.10287261,0.10639367
136,0.1028402,0.106382005
137,0.102921814,0.10637726
138,0.10298385,0.10646729
139,0.102854654,0.10632394
140,0.10271036,0.10614086
141,0.10280667,0.10625557
142,0.102877215,0.10636477
143,0.10303488,0.10659282
144,0.10309667,0.106723055
145,0.10322106,0.10691786
146,0.103238925,0.106979236
147,0.10320501,0.10696181
148,0.10319865,0.10699508
149,0.10315453,0.106934614
150,0.103035405,0.106819436
151,0.102926895,0.10672587
152,0.10289365,0.106702425
153,0.10297641,0.10686226
154,0.10297915,0.10691318
155,0.102997616,0.10694804
156,0.10300568,0.10699985
157,0.10303815,0.10708527
158,0.10299684,0.10704434
159,0.10303201,0.107106805
