step,token_id,decoded
1,1014,The
2,23413,sensation
3,302,of
4,6830,sand
5,1444,between
6,574,your
7,27504,toes
8,349,is
9,264,a
10,4842,unique
11,304,and
12,1304,inv
13,326,ig
14,271,or
15,1077,ating
16,2659,experience
17,28723,.
18,661,It
19,28742,'
20,28713,s
21,264,a
22,4622,feeling
23,302,of
24,2664,soft
25,1467,ness
26,304,and
27,21606,warmth
28,28725,","
29,395,with
30,1430,each
31,18663,grain
32,9055,offering
33,264,a
34,10434,gentle
35,20473,massage
36,390,as
37,368,you
38,2318,move
39,574,your
40,4051,feet
41,28723,.
42,415,The
43,847,gr
44,1606,ains
45,6139,shift
46,304,and
47,20880,mold
48,298,to
49,574,your
50,4814,touch
51,28725,","
52,6818,creating
53,264,a
54,579,so
55,5182,othing
56,19834,rhythm
57,369,that
58,541,can
59,347,be
60,1560,both
61,2300,cal
62,4082,ming
63,304,and
64,14192,energ
65,3864,izing
66,28723,.
67,1136,As
68,368,you
69,3707,step
70,575,out
71,302,of
72,272,the
73,2130,water
74,28725,","
75,272,the
76,6830,sand
77,616,ad
78,663,her
79,274,es
80,298,to
81,574,your
82,4759,skin
83,28725,","
84,6285,leaving
85,264,a
86,25563,reminder
87,302,of
88,272,the
89,10305,beach
90,28742,'
91,28713,s
92,9689,beauty
93,304,and
94,467,tr
95,20668,anqu
96,1232,ility
97,28723,.
98,2,</s>
