k,cum_mean_std_all,cum_mean_std_mid
1,0.112662636,0.11888265
2,0.08893965,0.088236794
3,0.08169284,0.08165838
4,0.07608251,0.07482522
5,0.075085394,0.07456116
6,0.078892924,0.07957182
7,0.07699239,0.07634734
8,0.07420871,0.07297992
9,0.07237479,0.07102926
10,0.07221617,0.07102934
11,0.07490435,0.074718036
12,0.07446958,0.07419414
13,0.07365306,0.073243424
14,0.07267772,0.072154954
15,0.071692795,0.07087032
16,0.071340635,0.070903316
17,0.071797565,0.071520984
18,0.07174781,0.07141575
19,0.07099347,0.07041968
20,0.069867335,0.06894852
21,0.06908097,0.0678864
22,0.06813181,0.06670642
23,0.067085706,0.06532627
24,0.06726612,0.06582066
25,0.07018266,0.069731906
