step,head_agreement
0,
1,0.14641146
2,0.16955939
3,0.10999343
4,0.10763545
5,0.1715532
6,0.19012211
7,0.09228604
8,0.24684203
9,0.108953156
10,0.20126137
11,0.102200724
12,0.316048
13,0.13868089
14,0.15877259
15,0.1858858
16,0.17915194
17,0.1681526
18,0.21146129
19,0.26826015
20,0.20728214
21,0.2745867
22,0.3134119
23,0.2052217
24,0.27922648
25,0.27970186
26,0.1832708
27,0.22938652
28,0.29341656
29,0.40014812
30,0.4000225
31,0.40103567
32,0.43099368
33,0.25230664
34,0.4321383
35,0.4740761
36,0.48110408
37,0.4679413
38,0.4305731
39,0.504129
40,0.48398173
41,0.5050048
42,0.5434465
43,0.359698
44,0.34064004
45,0.52308756
46,0.52846223
47,0.29503375
48,0.30176678
49,0.20346524
50,0.15721484
51,0.21576977
52,0.35425603
53,0.28411075
54,0.23885365
55,0.24148217
56,0.2615624
57,0.4213092
58,0.4587699
59,0.27321288
60,0.30619326
61,0.33368516
62,0.28500235
63,0.42412883
64,0.30841705
65,0.42571685
66,0.3883009
67,0.2938184
68,0.49569827
69,0.5202076
70,0.46984226
71,0.46415797
72,0.40392807
73,0.49566397
74,0.48867637
75,0.50016016
76,0.42125908
77,0.46815473
78,0.42789403
79,0.32683617
80,0.36351672
81,0.3787525
82,0.4448188
83,0.42142615
84,0.40210545
85,0.40015015
86,0.32678244
87,0.2009957
88,0.12519668
89,0.10465608
90,0.250865
91,0.3098967
92,0.31809118
93,0.28390017
94,0.21956593
95,0.2922755
96,0.31682387
97,0.3225463
98,0.3335901
99,0.41894266
100,0.49339765
101,0.5037594
102,0.5111785
103,0.47751674
104,0.39650777
105,0.42423075
106,0.31242687
107,0.4792628
108,0.5701095
109,0.43506286
110,0.42596635
111,0.44012037
112,0.46766594
113,0.4374054
114,0.43164542
115,0.4222893
116,0.40087745
117,0.36060303
118,0.3907259
119,0.38415244
120,0.43870628
121,0.48937955
122,0.38455448
123,0.46099678
124,0.38651454
125,0.53458387
126,0.436583
127,0.4403464
128,0.5299782
129,0.29372764
130,0.34115526
131,0.29393336
132,0.25841367
133,0.35762993
134,0.4078101
135,0.22356294
136,0.4081194
137,0.60094094
138,0.42833638
139,0.44629893
140,0.26132402
141,0.37225378
142,0.3915494
143,0.41263103
144,0.39289546
145,0.30871245
146,0.31811842
147,0.47905022
148,0.38018492
149,0.24965943
150,0.15387553
151,0.14383733
152,0.11594276
153,0.20607507
154,0.23304811
155,0.21627967
156,0.19904147
157,0.3720655
158,0.34393933
159,0.26042423
