0.016827952,0.009618336,0.021385081,0.07076638,0.018139753,0.039796136,0.049568642,0.05037659,0.023641238,0.018808592,0.036810406,0.03324265,0.009371098,0.076909095,0.058591757,0.044387463
0.056960024,0.009764081,0.007636668,0.17428085,0.020999523,0.043948557,0.03812626,0.0781536,0.031542253,0.018025845,0.027072277,0.015385445,0.017730521,0.24492028,0.079379715,0.04124203
0.0705486,0.008261351,0.005807405,0.2906465,0.014769126,0.017192421,0.016293598,0.046834596,0.019309312,0.029969603,0.047609314,0.03929008,0.014101305,0.029771438,0.10841772,0.07705399
0.0075877584,0.01199977,0.008966716,0.018143147,0.007080741,0.002969411,0.0027539544,0.010533273,0.0023125901,0.0069606886,0.0023807564,0.005897782,0.0034527504,0.0060686027,0.0027765569,0.009917678
0.080215365,0.061845608,0.15966262,0.0685615,0.11591943,0.11497719,0.15643296,0.19443692,0.14622726,0.06800114,0.534181,0.35846668,0.06591198,0.37191233,0.411875,0.05611818
0.028584752,0.053605113,0.32469326,0.14644697,0.1574118,0.2330236,0.16692041,0.18735453,0.17145517,0.15256818,0.569548,0.47662008,0.5075239,0.47833776,0.5171893,0.1714943
0.10779707,0.11397844,0.22945246,0.23824057,0.47266462,0.1176055,0.41277623,0.34912026,0.2546575,0.20385933,0.5740027,0.49619466,0.54646415,0.45815906,0.3799788,0.26669896
0.15114209,0.02578827,0.07602373,0.5004276,0.08337422,0.04015677,0.090656966,0.07010123,0.087315865,0.069406435,0.10305508,0.08822444,0.036569107,0.10117495,0.28853557,0.046488415
0.079855874,0.013199714,0.011413938,0.2239766,0.03033399,0.011227829,0.05372209,0.019028911,0.017414488,0.0077403365,0.020268867,0.0063658315,0.0067237467,0.024358671,0.022630127,0.07465285
0.11079698,0.04763503,0.06313148,0.26790303,0.18549533,0.15535673,0.14411865,0.20821269,0.089672096,0.14241377,0.12003855,0.10322456,0.094044946,0.19792566,0.08584726,0.53918827
0.014144213,0.0059099407,0.014575245,0.15242854,0.017349973,0.020025874,0.030780079,0.047744766,0.024303347,0.015620414,0.07818737,0.024658434,0.011488858,0.062055644,0.13156478,0.06323654
0.042477068,0.032317713,0.009080176,0.19450192,0.007681626,0.018337183,0.044503015,0.023774836,0.01932732,0.010126564,0.01800931,0.019077405,0.17662792,0.03439048,0.013890687,0.10750494
0.10198354,0.051599752,0.09962911,0.03224179,0.097185425,0.064304456,0.06901932,0.06586383,0.06823117,0.13248222,0.1520676,0.5061844,0.18325998,0.48983866,0.048418786,0.073677
0.050867677,0.020009695,0.02851297,0.06834042,0.048200566,0.11746849,0.017539443,0.05422899,0.030965708,0.024080696,0.012633583,0.012639906,0.009962264,0.027825959,0.049166918,0.022858866
0.0984503,0.196927,0.19732855,0.035199825,0.21209519,0.14240465,0.34253177,0.33066258,0.21193387,0.17823912,0.4965522,0.40980256,0.14000958,0.21602508,0.14988188,0.26840308
0.08558296,0.026161546,0.08050725,0.059095904,0.102462664,0.0890823,0.08393583,0.1610967,0.03340438,0.064114355,0.06835438,0.041672617,0.02657111,0.13154553,0.26288745,0.0366586
0.089939065,0.05480215,0.11693549,0.24275616,0.11774311,0.10380543,0.13865595,0.18031733,0.12868531,0.056054834,0.13253348,0.116938874,0.046488695,0.6022006,0.22339948,0.10637283
0.044045992,0.031008875,0.08182818,0.056378253,0.0699768,0.0906895,0.21814197,0.06609843,0.060462322,0.01246029,0.03462142,0.039127342,0.029767208,0.16359317,0.04285419,0.038858708
0.2922502,0.2784066,0.10863421,0.44628134,0.23184489,0.21600538,0.16220382,0.07829769,0.22762844,0.17773633,0.12387482,0.107636675,0.14202161,0.18949364,0.35485575,0.27440378
0.20800534,0.13287584,0.1989634,0.11142145,0.25340804,0.14290573,0.12265038,0.24780402,0.14568956,0.28714967,0.12688285,0.09084201,0.11127774,0.1641354,0.16480215,0.07340636
0.05637383,0.016913565,0.032910876,0.06865958,0.04786075,0.056053452,0.060187522,0.071353406,0.03719491,0.044280432,0.039881974,0.026781028,0.022872945,0.021211134,0.17931657,0.054398935
0.023101222,0.015304997,0.029140577,0.03959363,0.036061592,0.029376522,0.08368851,0.09789037,0.028754102,0.02214445,0.05150865,0.018487146,0.016171489,0.030597655,0.043739166,0.016379617
0.3036205,0.25920585,0.1661393,0.28315637,0.3241183,0.20380364,0.32809642,0.25677723,0.2581324,0.3763238,0.2256,0.26842552,0.25685316,0.2899494,0.23330209,0.34200194
0.12861554,0.036996804,0.13341768,0.043395966,0.12674673,0.013043598,0.05030669,0.056315947,0.03447416,0.07255957,0.023242109,0.028410072,0.03246425,0.018371807,0.030271595,0.091813765
0.015923522,0.027626388,0.087661415,0.015285548,0.11749787,0.06670246,0.16293702,0.18384115,0.15169011,0.075673826,0.19651519,0.15573332,0.02556332,0.063797034,0.052007664,0.085328065
0.04740755,0.096208796,0.18676995,0.039688196,0.3640631,0.042585783,0.1934415,0.15509798,0.015183383,0.105575725,0.055420984,0.16824402,0.091811895,0.051837742,0.18069977,0.0878068
0.020145947,0.05771796,0.13055035,0.038179472,0.22871657,0.06445049,0.03363406,0.13096885,0.021758664,0.24670085,0.02100624,0.008334428,0.027590401,0.020428427,0.06584174,0.026867839
0.06252363,0.01941369,0.06297589,0.02163858,0.05845163,0.18290527,0.21928117,0.25502032,0.3301301,0.043135162,0.15612014,0.10214293,0.0787529,0.16488568,0.18392646,0.13921137
0.21213247,0.10476189,0.0863337,0.31937453,0.04513135,0.05583414,0.04448897,0.041982565,0.14830992,0.05843555,0.11086064,0.07136536,0.08393307,0.24777085,0.19417977,0.19910118
0.016310524,0.0375327,0.033684697,0.09077475,0.049059503,0.07722076,0.06685031,0.10834843,0.022224264,0.033438087,0.027277745,0.035212964,0.05852329,0.25968355,0.03493998,0.040192384
0.046569802,0.024253458,0.053448085,0.07978954,0.02537204,0.092607856,0.051685315,0.09124094,0.05683815,0.049957816,0.052869957,0.026657688,0.011514557,0.09331868,0.044957686,0.014165785
