0.24700847,0.10530129,0.11890146,0.10188366,0.11001866,0.13377064,0.11347148,0.11874728,0.14619514,0.1059027,0.121809416,0.13515213,0.13122404,0.10787856,0.12081483,0.1289745,0.13530685,0.11257452,0.12101735,0.12368778,0.112230726,0.1664255,0.10474915,0.13925825,0.16493522,0.14962557,0.12591735,0.1263055,0.12615183,0.13565719,0.11954454,0.14203581,0.14080036,0.113836735,0.14490332,0.1481406,0.14806946,0.108202316,0.11619791,0.107206136,0.09637237,0.086749144,0.10775897,0.113868035,0.08610008,0.082462154,0.123723544,0.13070048,0.26426145,0.1005033,0.10663275,0.12115834,0.12881775,0.12943086,0.12250478,0.12999114,0.1206214,0.13882808,0.14356878,0.101063505,0.092838705,0.09109617,0.08208224,0.06090316,0.08289625,0.1143506,0.098058745,0.08880487,0.08264911,0.12947205,0.13508707,0.07628696,0.11774593,0.08598781,0.06293427,0.087385565,0.07855892,0.09119475,0.09841013,0.061057862,0.058652524,0.06538565,0.074321486,0.06255653,0.07121624,0.07302688,0.05179845,0.09945074,0.063212894
0.31559727,0.12033957,0.18557,0.18535052,0.15540336,0.20221636,0.16337861,0.1261168,0.12882847,0.15766811,0.20877244,0.21138442,0.16425994,0.15268457,0.18863998,0.1869178,0.16650808,0.14878337,0.16793652,0.14941914,0.15849447,0.2833315,0.22941138,0.16756262,0.12523225,0.13939026,0.122532226,0.15685238,0.1975186,0.16064559,0.17355803,0.1942756,0.16272086,0.18176466,0.1373628,0.12919484,0.124746874,0.18779084,0.15664235,0.1938414,0.1569453,0.16251296,0.24349225,0.15235141,0.14527452,0.13620873,0.17960407,0.19099776,0.23891748,0.14089558,0.16642383,0.1165605,0.11642785,0.16322817,0.15302804,0.11036087,0.10491824,0.15088587,0.17840646,0.13442948,0.1655491,0.169949,0.15720539,0.11199226,0.14018919,0.18040861,0.14433047,0.13166042,0.11752052,0.17778428,0.16296451,0.35100073,0.34520182,0.30984408,0.18349099,0.17933606,0.107918404,0.1462599,0.141325,0.15392284,0.1114241,0.14497702,0.18917271,0.12396266,0.14882915,0.14579925,0.1165613,0.17229693,0.12228841
0.06529316,0.09644037,0.13348518,0.08494639,0.11220965,0.14977999,0.11725924,0.12951481,0.1172192,0.09690779,0.09407448,0.1355316,0.12147159,0.10227248,0.11728732,0.10936688,0.12939426,0.118714504,0.09744398,0.1156385,0.13181233,0.13713303,0.114694566,0.10901613,0.11638343,0.11477185,0.11564559,0.105041504,0.111672476,0.095293164,0.112591796,0.16446525,0.12539782,0.107927576,0.11864753,0.102422096,0.10724301,0.11366818,0.11220438,0.106652535,0.12435569,0.11206673,0.09728306,0.09045187,0.08964585,0.08425196,0.09692693,0.1092584,0.16970249,0.1028904,0.12400292,0.12014535,0.12818918,0.13240968,0.13022214,0.10950017,0.10069415,0.13160269,0.1079569,0.08387758,0.08769412,0.08118685,0.07865609,0.08256918,0.08134764,0.10283986,0.09229951,0.090417296,0.07919608,0.10513319,0.0981017,0.084473,0.16063604,0.18522786,0.091300614,0.123410925,0.11965292,0.09485444,0.1293643,0.11147835,0.08541636,0.10297626,0.14687945,0.11460849,0.11638227,0.12562132,0.104784854,0.14312865,0.17504345
0.29665902,0.18475725,0.10434034,0.1627916,0.15277816,0.26342833,0.21425536,0.18718866,0.11373992,0.2095086,0.16131742,0.19688529,0.15836696,0.16286902,0.20071779,0.16273296,0.17136757,0.1825679,0.1869548,0.20591202,0.23189844,0.20846154,0.18301813,0.14391942,0.17170693,0.2175746,0.1381274,0.18349636,0.13783464,0.21065825,0.22529764,0.21915115,0.15984616,0.18108629,0.17666918,0.23315434,0.16535021,0.11142805,0.14166789,0.20594777,0.16073076,0.21180683,0.22568527,0.13139766,0.16665998,0.17829198,0.1913947,0.22903344,0.14322196,0.24236116,0.24321756,0.1739394,0.22865947,0.22287703,0.22067872,0.17761056,0.18609835,0.1884778,0.18388274,0.13695167,0.25728804,0.2343299,0.17845757,0.13000253,0.15032293,0.22315148,0.14635614,0.13261741,0.13086142,0.1044932,0.18007945,0.2270838,0.41405404,0.23246062,0.23798856,0.32693025,0.28243154,0.20199803,0.34165108,0.28960925,0.11697454,0.18393771,0.3668714,0.33038634,0.41219744,0.40481964,0.2833078,0.277532,0.16833018
0.37313056,0.28533298,0.18758763,0.18632048,0.21709597,0.25786766,0.29487324,0.212768,0.18163629,0.29791757,0.22803405,0.26646373,0.25980243,0.2233261,0.30615225,0.27977556,0.26411805,0.26167202,0.3069179,0.30305344,0.30684584,0.32690126,0.3023046,0.3018445,0.21518263,0.28172132,0.2440006,0.2882762,0.27264604,0.28611976,0.31414405,0.17500967,0.24084653,0.25870383,0.27040786,0.27390185,0.18175395,0.23538934,0.2081499,0.17936338,0.20182522,0.2264941,0.2913814,0.21052666,0.18871231,0.16940655,0.23546654,0.2795204,0.29246888,0.27866724,0.31007636,0.2782838,0.29928708,0.27455676,0.3725029,0.30803055,0.2751358,0.2799643,0.32359454,0.24753769,0.2689753,0.2669969,0.17794107,0.14908117,0.16145365,0.26898044,0.24731247,0.173467,0.15422097,0.17888638,0.27555737,0.24983852,0.40720844,0.31748852,0.26917952,0.33222377,0.21644169,0.24463698,0.25870696,0.21620505,0.16877738,0.17531717,0.30512193,0.19929324,0.31744283,0.4115822,0.17844892,0.44493473,0.2099077
0.55487883,0.059619274,0.15824379,0.13287637,0.19668531,0.13695005,0.23508295,0.22289293,0.22559,0.22021233,0.21347462,0.23758803,0.31817847,0.26403055,0.2644085,0.25243533,0.3485153,0.26431778,0.3607425,0.3581743,0.42875335,0.3644863,0.2906952,0.3191703,0.27156383,0.3119487,0.24311593,0.29948008,0.29840693,0.38156396,0.32391357,0.25982574,0.2767813,0.25871354,0.32519406,0.2721065,0.25460583,0.12845713,0.20281997,0.25843078,0.25256377,0.33457407,0.34369123,0.19635272,0.28209144,0.17498265,0.1903791,0.23817252,0.34698245,0.3980976,0.3408106,0.328425,0.45936167,0.38694492,0.34268323,0.34317666,0.38846865,0.31849366,0.26605186,0.22492354,0.31068987,0.27966756,0.18098643,0.14202285,0.12326782,0.29709902,0.24215005,0.36991554,0.24426061,0.13670036,0.13069685,0.7128794,0.7058627,0.79450554,0.53982735,0.6687994,0.6273137,0.45415306,0.6197868,0.48830158,0.24058217,0.27333784,0.6807433,0.51366365,0.6218711,0.64567435,0.4249405,0.5757787,0.6196994
0.28931087,0.14663477,0.09397443,0.11338802,0.12305243,0.083821855,0.24744806,0.23059753,0.12719488,0.17414266,0.18730788,0.15296394,0.18743208,0.2106338,0.21120746,0.16915464,0.16406307,0.15103549,0.25633606,0.28737995,0.26352182,0.23493306,0.19529502,0.20297238,0.16612211,0.2742579,0.19995183,0.2876905,0.16497545,0.16978775,0.20366871,0.21273999,0.24944624,0.24871473,0.16920948,0.25975862,0.1202958,0.10936516,0.21474953,0.22458142,0.093715794,0.19146895,0.21554907,0.076957874,0.20010038,0.14309809,0.23807438,0.23152739,0.13489425,0.3785556,0.3713562,0.22483116,0.25526023,0.19192633,0.27155408,0.18315558,0.20894155,0.20836765,0.20082004,0.11447823,0.17697436,0.25078827,0.1599549,0.16854282,0.13722159,0.32994708,0.26586306,0.20342787,0.11933602,0.074565835,0.190615,0.2214416,0.31641844,0.42123517,0.27480665,0.44631234,0.42971843,0.24133955,0.4126521,0.33077553,0.18295687,0.26836088,0.32338434,0.2954337,0.3108248,0.5736338,0.31458402,0.3700651,0.22587636
0.39966187,0.12176326,0.19079722,0.19529116,0.17390159,0.2301329,0.24946815,0.2912977,0.12723532,0.2269713,0.27393362,0.23541513,0.20938438,0.23390947,0.31935695,0.254876,0.24698944,0.22917536,0.3628683,0.373975,0.36879396,0.40978792,0.37990466,0.29007322,0.17581098,0.2759168,0.16959353,0.29920977,0.32019714,0.37958226,0.277619,0.33448413,0.2973697,0.28373036,0.19118819,0.2530632,0.16133107,0.13390729,0.30837432,0.256428,0.17199239,0.290403,0.26938617,0.13942717,0.19612953,0.2023066,0.2690578,0.303113,0.23299143,0.2747,0.26501343,0.21070734,0.14234738,0.25577193,0.25464457,0.20500734,0.2040882,0.28838208,0.26271057,0.2113763,0.24523693,0.28896442,0.16611996,0.19176367,0.1459694,0.34402573,0.36541238,0.2932435,0.22932157,0.13448729,0.24745852,0.70603365,0.7792048,0.27543676,0.52644163,0.50616497,0.458855,0.56105566,0.6246967,0.6074655,0.36542907,0.4638643,0.3384389,0.5092572,0.7622261,0.49412757,0.48979586,0.33202314,0.56201303
0.2806179,0.19871254,0.22928134,0.1564769,0.17712305,0.32425877,0.23045768,0.20219146,0.1577286,0.19573171,0.21416736,0.34011814,0.20996322,0.18541981,0.28692022,0.20853601,0.2149638,0.18058848,0.22338668,0.19870727,0.23616996,0.34956864,0.20606904,0.32405493,0.1816909,0.24679625,0.19634032,0.2318491,0.17511041,0.23481503,0.22535563,0.34537515,0.2624517,0.2334536,0.2187157,0.21145944,0.22000024,0.114597924,0.15697677,0.23117544,0.15840955,0.19540417,0.18094544,0.14009592,0.12786043,0.06917278,0.14087602,0.21295032,0.4002592,0.27170843,0.24361382,0.3127022,0.21644498,0.20655149,0.16069582,0.22296783,0.23020151,0.24156077,0.16411379,0.13447541,0.18517074,0.14276353,0.10229949,0.11561045,0.12667368,0.30901927,0.27251872,0.21004827,0.12289328,0.081181526,0.234877,0.31002688,0.5292163,0.33193895,0.103265755,0.18337697,0.14632142,0.2469711,0.23920393,0.21277604,0.06982047,0.07035056,0.1494791,0.17385992,0.28980196,0.32572076,0.11804521,0.1420702,0.098747954
0.36555752,0.23464695,0.28192577,0.14432323,0.16541284,0.33266798,0.28686565,0.23352835,0.18420622,0.1868121,0.25505605,0.30674455,0.26523837,0.24897034,0.3074131,0.24007437,0.30192664,0.24203719,0.26554042,0.28811657,0.2961183,0.32421166,0.21786594,0.2714108,0.25415915,0.2843743,0.24690016,0.25847343,0.22028907,0.3834237,0.33043426,0.25694236,0.22229813,0.23208694,0.26114932,0.27190736,0.23101039,0.12515654,0.14910477,0.2753337,0.2811294,0.26581973,0.24376327,0.16426918,0.14262556,0.12640904,0.17286474,0.23723009,0.3190056,0.231401,0.21039397,0.23881644,0.21960294,0.2386815,0.23976736,0.2512342,0.23378405,0.27533734,0.2334278,0.17194633,0.19873342,0.21687618,0.17763536,0.15910241,0.14590864,0.2610379,0.2930741,0.21760468,0.16908537,0.10124442,0.18604308,0.37793434,0.44155315,0.36274734,0.17490461,0.19700766,0.14352088,0.19881794,0.24857302,0.19077434,0.14565869,0.071250446,0.22895426,0.16323213,0.31773117,0.2716865,0.13189617,0.30281332,0.15130249
